fold,corruption_type,kl_feature_wise,kl_flatten,kl_histogram,wasserstein_per_feature,wasserstein_sliced,timestamp
0,brightness_1,0.0003667302061003517,0.007799398,0.0003492478354189372,0.014622379966997999,0.03123817756311772,20251210_003327
0,brightness_2,0.001662810165947511,0.027413981,0.001686607778650907,0.030809589036486458,0.06413225743806689,20251210_003327
0,brightness_3,0.004197613220475777,0.054814305,0.004307526951314225,0.04744781439402712,0.0969160860071942,20251210_003327
0,brightness_4,0.007977438198415733,0.08707854,0.008234457269284772,0.06405448097367303,0.12915573846103878,20251210_003327
0,brightness_5,0.018758574402550528,0.15636265,0.01953860909805697,0.09602231469963815,0.1908356155212632,20251210_003327
0,contrast_1,0.01135705248792274,0.012517467,0.011809658104246864,0.043084199109120716,0.07688577048037622,20251210_003327
0,contrast_2,0.04137139156532951,0.054837562,0.04355885061955842,0.07480397015065475,0.13247271019792026,20251210_003327
0,contrast_3,0.05695203139017494,0.08539632,0.06015964948319659,0.08519002487951743,0.15080523790283173,20251210_003327
0,contrast_4,0.07317803581012244,0.12709244,0.07751678320869128,0.09422393003697666,0.16676324698017525,20251210_003327
0,contrast_5,0.09478723913361095,0.2201714,0.10074750844804482,0.10473411269140326,0.18510756323792055,20251210_003327
0,defocus_blur_1,0.0004811074376978207,0.0006444534,0.0004950121708923547,0.008329736027538741,0.012802275830141732,20251210_003327
0,defocus_blur_2,0.0030407883673211024,0.004350756,0.003145619200502796,0.02016941957190494,0.030653116932763215,20251210_003327
0,defocus_blur_3,0.006683127653258341,0.010525553,0.00693745238903039,0.029143448059787143,0.04409478205488077,20251210_003327
0,defocus_blur_4,0.00988619376555376,0.018228788,0.010261160069368098,0.034787548592505005,0.05246302563174982,20251210_003327
0,defocus_blur_5,0.01620036873094894,0.0394324,0.01687836911438462,0.04399836313443953,0.06647877669464344,20251210_003327
0,elastic_1,0.0020849820122447885,0.13163842,0.0021578970654305145,0.017155257708498316,0.026804235887351688,20251210_003327
0,elastic_2,0.003093289777391665,0.11410461,0.0032284648714907887,0.020650731126918002,0.03191232901283279,20251210_003327
0,elastic_3,0.005598907484827266,0.09609257,0.005845699237142392,0.02716791523917104,0.041451309222208264,20251210_003327
0,elastic_4,0.005883814449630775,0.08435472,0.006133395065363409,0.027934060064959732,0.042629634636223004,20251210_003327
0,elastic_5,0.004369408203980969,0.06318544,0.004551128969181661,0.024619170871689022,0.0378170292097797,20251210_003327
0,fog_1,0.010035855671571212,0.015540171,0.010254375978746412,0.04023638079933376,0.07374260705865905,20251210_003327
0,fog_2,0.03532781272815927,0.064815104,0.03620105091827962,0.06844658239066873,0.12393381483071648,20251210_003327
0,fog_3,0.05455582731059898,0.120115586,0.055099351198513585,0.0808344456798141,0.14509863308439297,20251210_003327
0,fog_4,0.06880622750943921,0.18314841,0.06941963243032583,0.0875646642181713,0.1559864808291986,20251210_003327
0,fog_5,0.07959457394347247,0.2987967,0.08117650451923995,0.09468557885506623,0.16687383399521957,20251210_003327
0,frost_1,0.002176733643880418,0.06597594,0.0022076616340898593,0.040126252866076566,0.09629816967370676,20251210_003327
0,frost_2,0.006867582561575701,0.12414064,0.007098991078451236,0.06438222001349389,0.14811075076897,20251210_003327
0,frost_3,0.006899793980700368,0.1620927,0.007154340379640458,0.06810616513657791,0.15955456298907142,20251210_003327
0,frost_4,0.003712035575750703,0.15244074,0.003824410749474551,0.058527355715331325,0.1387202211426807,20251210_003327
0,frost_5,0.0018821608198520401,0.16842215,0.001745518141745553,0.05481267062180331,0.12518971755954622,20251210_003327
0,frosted_glass_blur_1,0.000707694645915513,0.068044685,0.0007017226908553043,0.01027213982782217,0.014675362190888367,20251210_003327
0,frosted_glass_blur_2,0.00033378588977235445,0.06701369,0.0003151179118374849,0.007679119297049831,0.010598721084773688,20251210_003327
0,frosted_glass_blur_3,0.0004429637293901578,0.057769533,0.0004499176119676467,0.009838589682934752,0.015911938379686002,20251210_003327
0,frosted_glass_blur_4,0.00113045000866142,0.12211188,0.001072254257416371,0.01399883859405818,0.019860693515457148,20251210_003327
0,frosted_glass_blur_5,0.00014110175347116475,0.10870685,0.0001075736724667076,0.007778021709748107,0.013531119564192912,20251210_003327
0,gaussian_blur_1,0.0004489414206473891,0.0005897849,0.00046208851820736746,0.008067711716657652,0.012438307912298838,20251210_003327
0,gaussian_blur_2,0.006529850918222495,0.0099297445,0.006755760485836199,0.028822782571962052,0.04371898982612101,20251210_003327
0,gaussian_blur_3,0.010200151611930476,0.016443036,0.010565846753061985,0.03544851349586274,0.05366924447684565,20251210_003327
0,gaussian_blur_4,0.013664172962829789,0.02282859,0.014176343633224883,0.04061604401093188,0.061454394888613886,20251210_003327
0,gaussian_blur_5,0.02019013387259426,0.034824833,0.02099415787992381,0.04873071630951353,0.07375540301647705,20251210_003327
0,gaussian_noise_1,0.0011078299224341788,0.012005637,0.0011580554002883776,0.010433203917243556,0.015536288534708714,20251210_003327
0,gaussian_noise_2,0.004140742662954224,0.02586623,0.004398445542770742,0.02076042261070022,0.030262388197966412,20251210_003327
0,gaussian_noise_3,0.009761673555460789,0.04305152,0.01034884703974604,0.03295899108355312,0.04790960246045108,20251210_003327
0,gaussian_noise_4,0.013561289767730925,0.052408844,0.014374947867809216,0.0396627072293299,0.05759955745719712,20251210_003327
0,gaussian_noise_5,0.018024830939279063,0.062160954,0.01907368420260261,0.04657186465236535,0.06738959950529062,20251210_003327
0,impulse_noise_1,0.0021756777282331704,0.021760078,0.0023155063693111127,0.016174115309996177,0.023446999035417936,20251210_003327
0,impulse_noise_2,0.007335247875913388,0.04138328,0.0077486937023167985,0.03078212487353787,0.044632546760013714,20251210_003327
0,impulse_noise_3,0.014000036989634344,0.059104852,0.014756763475977383,0.0439340058092267,0.0639613782134027,20251210_003327
0,impulse_noise_4,0.029695064468661866,0.08979439,0.031152932280684352,0.06768632210734019,0.09881695950960227,20251210_003327
0,impulse_noise_5,0.04657304161238136,0.11678878,0.04865615076587062,0.08889772664738216,0.12981521952757336,20251210_003327
0,jpeg_compression_1,3.129011816906942e-05,0.011142134,1.770995708792465e-05,0.0018219805825670334,0.0034985787783509553,20251210_003327
0,jpeg_compression_2,2.9416037841499473e-05,0.017429594,2.521553494188361e-05,0.0022194256967502414,0.004247758623417529,20251210_003327
0,jpeg_compression_3,5.4090591341938936e-05,0.019667285,5.1308264070398114e-05,0.0028464819242023745,0.005182026247111197,20251210_003327
0,jpeg_compression_4,9.241138292853341e-05,0.022025336,9.075729650464794e-05,0.0037106886435769515,0.006399578583404719,20251210_003327
0,jpeg_compression_5,0.00015796247994106838,0.02529565,0.0001652671112480504,0.004840841057960366,0.007921780641519292,20251210_003327
0,motion_blur_1,0.003080177149246734,0.016438585,0.0031490914380050924,0.020396934586442296,0.030317743625633106,20251210_003327
0,motion_blur_2,0.006411273550354854,0.033751827,0.006576052393406496,0.02901372277296925,0.04292061738059075,20251210_003327
0,motion_blur_3,0.009912894165658307,0.05065823,0.010195256473504328,0.03571138274997943,0.052799033882730155,20251210_003327
0,motion_blur_4,0.00997979638135677,0.050892014,0.010267360162759288,0.03584012949348722,0.05296588834719516,20251210_003327
0,motion_blur_5,0.013242249962916506,0.06649822,0.013658316155865016,0.04100106079367173,0.060518683665232394,20251210_003327
0,pixelate_1,1.2411042121782462e-05,0.007840646,1.1103899680060749e-05,0.002265849014327986,0.0033551523248596393,20251210_003327
0,pixelate_2,3.612741619292621e-05,0.018185716,2.9374322116472862e-05,0.003920595928385686,0.005104789576096745,20251210_003327
0,pixelate_3,2.6720057422825902e-05,0.023427127,1.4415158279289274e-05,0.004155446534994466,0.005984049507608513,20251210_003327
0,pixelate_4,6.120108610314893e-05,0.036586888,4.477310406583673e-05,0.0058044245375491,0.0073695249781057905,20251210_003327
0,pixelate_5,7.663027968319536e-05,0.052627444,8.720014045245546e-05,0.006502136618704158,0.009981174331684358,20251210_003327
0,saturate_1,0.0005816788501151358,0.053789914,0.0005914964825782749,0.029908579138012877,0.04944505327537081,20251210_003327
0,saturate_2,0.0004824406948808911,0.08095224,0.0004694855121246825,0.03530673807962198,0.06124690135650627,20251210_003327
0,saturate_3,0.00224405924282072,0.04712309,0.0022918868365335836,0.028863814355860322,0.04592648243978421,20251210_003327
0,saturate_4,0.009524061172769807,0.18188249,0.009700560947925709,0.06356011709667941,0.09906318987898567,20251210_003327
0,saturate_5,0.019715226372850413,0.32943052,0.02011070574851698,0.09183434088021669,0.14192789327075203,20251210_003327
0,shot_noise_1,0.0004177524040628515,0.006928817,0.0004258629170016695,0.006829916729333792,0.010449312054707498,20251210_003327
0,shot_noise_2,0.0012782616006221782,0.013737186,0.0013369566576698774,0.012011352203300572,0.018050111722998266,20251210_003327
0,shot_noise_3,0.005366161295071885,0.03188367,0.005663095842320495,0.025449593247238386,0.03731362613968887,20251210_003327
0,shot_noise_4,0.008177238766416782,0.04070363,0.008633346731999192,0.03186741730583631,0.04659248456609612,20251210_003327
0,shot_noise_5,0.014416633212026412,0.05753278,0.01519780518974398,0.04360901169362458,0.0635021643918897,20251210_003327
0,snow_1,0.001034580699484612,0.01754203,0.0010529883374897082,0.01829283783504035,0.03571045327429043,20251210_003327
0,snow_2,0.004818670416611267,0.051906697,0.005006893368297845,0.04088712171721081,0.07961362065093569,20251210_003327
0,snow_3,0.0058445717861091645,0.06451531,0.00608626580048385,0.04511542094148925,0.08719108701170822,20251210_003327
0,snow_4,0.008987715801912263,0.10213341,0.009238759270937211,0.06120386923676391,0.12710755765113496,20251210_003327
0,snow_5,0.014554106831166244,0.15826319,0.014997773242564854,0.08281880880371512,0.17943101056312186,20251210_003327
0,spatter_1,0.0005016637991785077,0.010238294,0.000523826140469868,0.0072332128847852,0.010898234983304621,20251210_003327
0,spatter_2,0.002704201602526384,0.024416272,0.0028421258356543864,0.017789511939740675,0.025972390023585912,20251210_003327
0,spatter_3,0.005979864175914172,0.039750528,0.006302733938517253,0.029651949238668082,0.042793977575677614,20251210_003327
0,spatter_4,0.0017942988378931615,0.049594574,0.0017688268174564285,0.018869171923506414,0.028713879498665183,20251210_003327
0,spatter_5,0.004995060644052638,0.085900806,0.005007349240844649,0.032698182834285314,0.04871892403547792,20251210_003327
0,speckle_noise_1,0.0004351666507693361,0.007832348,0.0004322403600178255,0.007238412521498895,0.011465632152978963,20251210_003327
0,speckle_noise_2,0.0020465798173901996,0.02005234,0.0021023238408461073,0.016091603200951227,0.0242936242964508,20251210_003327
0,speckle_noise_3,0.0034639628236286923,0.027744778,0.0035864482196808884,0.021285348180720587,0.03179304617851147,20251210_003327
0,speckle_noise_4,0.0076821632238125515,0.045193166,0.007990149165346133,0.032764099902094154,0.048359277358153985,20251210_003327
0,speckle_noise_5,0.013724063672940014,0.065092765,0.014293150342898422,0.04547646830150861,0.06676430371564204,20251210_003327
0,zoom_blur_1,0.0057345473052417256,0.026278866,0.005632740315678828,0.026724318439886135,0.042855991430479835,20251210_003327
0,zoom_blur_2,0.007923736799101215,0.036845688,0.008154431548427564,0.03198677008911099,0.04944095209833805,20251210_003327
0,zoom_blur_3,0.010292865419914171,0.050764553,0.010633467390327332,0.03636025665247708,0.056189708743410095,20251210_003327
0,zoom_blur_4,0.012551782315909832,0.06634295,0.013094360609649145,0.04024284020981331,0.061857508248641106,20251210_003327
0,zoom_blur_5,0.015729336480630778,0.08338535,0.016449922638903148,0.04490677255966571,0.06919895339359194,20251210_003327
1,brightness_1,0.00013401365375161745,0.014574829,0.00011772190664356495,0.011312913457587934,0.02503349362947927,20251210_003327
1,brightness_2,0.0006294435562303292,0.054411184,0.0006095708687382428,0.023407309230554126,0.05014985150915812,20251210_003327
1,brightness_3,0.0016889507971208407,0.11287389,0.0016906611406021497,0.03563884405089067,0.07525768261280552,20251210_003327
1,brightness_4,0.0033816603650166006,0.18358195,0.003424146262566057,0.0476748358433356,0.10036526465512217,20251210_003327
1,brightness_5,0.008476664620661229,0.33609456,0.008724075646009456,0.07046106988546341,0.14990771825349444,20251210_003327
1,contrast_1,0.010815761055205719,0.02483378,0.011438543169121292,0.036334782476939526,0.06270274703769138,20251210_003327
1,contrast_2,0.03838822121959927,0.099121,0.04129167059945244,0.06312492492165053,0.10883636900043948,20251210_003327
1,contrast_3,0.05216955832846162,0.14729722,0.05655790984154335,0.07188770174059039,0.12405823049191915,20251210_003327
1,contrast_4,0.06588177533151549,0.21052209,0.0720560335026302,0.07941867046658092,0.13724679179689572,20251210_003327
1,contrast_5,0.0827803657347079,0.34248644,0.0916692968977553,0.08790465486691855,0.15220430687608982,20251210_003327
1,defocus_blur_1,0.000459840080429611,0.0008120592,0.0004790929787687934,0.006875964324858855,0.010360282088091345,20251210_003327
1,defocus_blur_2,0.0029139064832347018,0.005251443,0.0030508979667267337,0.0165914945739275,0.025042489566816605,20251210_003327
1,defocus_blur_3,0.006356747140205435,0.0122692175,0.006677676187574174,0.023934975609066406,0.03592581022433021,20251210_003327
1,defocus_blur_4,0.009303095792804443,0.020156292,0.009780279334948981,0.028486318804057064,0.04261613377127334,20251210_003327
1,defocus_blur_5,0.015042372275218414,0.042057585,0.01589861162907344,0.03588495839093893,0.05362649521379873,20251210_003327
1,elastic_1,0.002006357737179704,0.1627714,0.002105062642759426,0.014349108916314076,0.021407859310778855,20251210_003327
1,elastic_2,0.00298269229560201,0.14001113,0.003140653200235045,0.017146405453762226,0.025359266070335527,20251210_003327
1,elastic_3,0.005368009787412561,0.118278354,0.005661097533060736,0.02239700142376367,0.03316950712787243,20251210_003327
1,elastic_4,0.005659067747261256,0.1017098,0.005980336122927089,0.023081236956684445,0.03416734553048398,20251210_003327
1,elastic_5,0.004273782198086818,0.07252489,0.0045229219864938025,0.020503014375222128,0.030577320843706342,20251210_003327
1,fog_1,0.007836529930973732,0.030877857,0.00815994175619239,0.03357578459707234,0.06006140025053547,20251210_003327
1,fog_2,0.025771071326772838,0.12385864,0.027092884746796168,0.057237487921986935,0.10205924453126648,20251210_003327
1,fog_3,0.038160124361273876,0.21663319,0.04024139773175215,0.06774177696843516,0.1203289761783706,20251210_003327
1,fog_4,0.046441298494030406,0.31527787,0.04905613598534271,0.07345612700992804,0.1295350049201853,20251210_003327
1,fog_5,0.05579281331474156,0.49331164,0.05920283786311201,0.07949496991671776,0.13900920926505073,20251210_003327
1,frost_1,0.0010429968509272306,0.12647027,0.001021013364058925,0.03449561461307715,0.07808601675922781,20251210_003327
1,frost_2,0.0038223321089842503,0.24472128,0.003941223417509961,0.05337477641809632,0.11978688195536015,20251210_003327
1,frost_3,0.003798329155717469,0.31321925,0.003927657142267584,0.05885254721750151,0.13208191943274927,20251210_003327
1,frost_4,0.0018627415862706555,0.28885254,0.0018617631963592518,0.05299799272098392,0.11755635532837233,20251210_003327
1,frost_5,0.0008829249330052639,0.30720752,0.0007729012796000205,0.052582608877777264,0.11258766021101808,20251210_003327
1,frosted_glass_blur_1,0.0006361848435670665,0.06172608,0.0006551631794507002,0.008940658774716365,0.013916787057273438,20251210_003327
1,frosted_glass_blur_2,0.0002946446753014562,0.06158652,0.0002968053614298168,0.006900212736223706,0.010727003882790099,20251210_003327
1,frosted_glass_blur_3,0.00048077730508182324,0.05592095,0.00048460740972340165,0.008378548390022495,0.012261434905002347,20251210_003327
1,frosted_glass_blur_4,0.0010924678808940233,0.12165827,0.0010839968446533534,0.012593311263453904,0.019946197936498034,20251210_003327
1,frosted_glass_blur_5,0.00015841284216574955,0.11321574,0.0001240109392616241,0.007015201710694167,0.010327572522594445,20251210_003327
1,gaussian_blur_1,0.00043140183242353785,0.00074660097,0.00044788964521684407,0.00666512218699274,0.01008452685397716,20251210_003327
1,gaussian_blur_2,0.00620311505059995,0.011572772,0.0065010065172204715,0.023675745897919043,0.03572848669498175,20251210_003327
1,gaussian_blur_3,0.00959700270662898,0.018617477,0.010073501300995135,0.029029382512265875,0.043658928408448934,20251210_003327
1,gaussian_blur_4,0.012749979381512063,0.025342548,0.013407798706519156,0.03316878515864083,0.049767959091308475,20251210_003327
1,gaussian_blur_5,0.018553584247461695,0.037761435,0.01959115573585672,0.03962746151314807,0.05927695211930199,20251210_003327
1,gaussian_noise_1,0.0009718577164817351,0.009880284,0.0010776377508167495,0.00886937280170524,0.012805296197360849,20251210_003327
1,gaussian_noise_2,0.003940419486484031,0.021050407,0.004348089832631278,0.01812622314010997,0.02597008365476816,20251210_003327
