strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg)
Mixed,LSTM,Shuffling 1,2024-12-21 21:12:17.871260,364.2272801399231,7,0.8927631578947368,0.3351492583751678,0.9041022908897176,0.8931578947368422,0.8985967699232195,1900.0,0.9495365602471678,0.9705263157894736,0.9599167100468506,1900.0,0.8638090070537168,0.8378947368421052,0.85065455516965,1900.0,0.8524251805985552,0.8694736842105263,0.8608650338718082,1900.0,0.8924682596972893,0.8927631578947368,0.8925082672528821,7600.0,0.8924682596972894,0.8927631578947368,0.892508267252882,7600.0
Mixed,LSTM,Shuffling 2,2024-12-21 21:12:19.891049,364.2272801399231,7,0.8928947368421053,0.3358913064002991,0.9107046799354492,0.8910526315789473,0.9007714817770685,1900.0,0.9481253210066768,0.9715789473684212,0.9597088640499092,1900.0,0.8606158833063209,0.838421052631579,0.8493735003998933,1900.0,0.8512609366958311,0.8705263157894737,0.8607858443924018,1900.0,0.8926767052360696,0.8928947368421052,0.8926599226548181,7600.0,0.8926767052360696,0.8928947368421053,0.8926599226548182,7600.0
Mixed,LSTM,Shuffling 3,2024-12-21 21:12:21.902200,364.2272801399231,7,0.8927631578947368,0.3362544775009155,0.9060150375939848,0.8878947368421053,0.896863370547581,1900.0,0.9491002570694088,0.9715789473684212,0.9602080624187256,1900.0,0.8572195383789587,0.8405263157894737,0.8487908583576933,1900.0,0.8575129533678757,0.8710526315789474,0.8642297650130548,1900.0,0.8924619466025571,0.8927631578947369,0.8925230140842637,7600.0,0.892461946602557,0.8927631578947368,0.8925230140842637,7600.0
Mixed,LSTM,Shuffling 4,2024-12-21 21:12:23.904357,364.2272801399231,7,0.89,0.3386583626270294,0.9081577525661804,0.8847368421052632,0.8962943215142629,1900.0,0.9491786447638604,0.973157894736842,0.9610187110187112,1900.0,0.8524678111587983,0.8363157894736842,0.8443145589798087,1900.0,0.8492514197212184,0.8657894736842106,0.8574407088871514,1900.0,0.8897639070525144,0.89,0.8897670750999835,7600.0,0.8897639070525144,0.89,0.8897670750999834,7600.0
Mixed,LSTM,Shuffling 5,2024-12-21 21:12:25.920577,364.2272801399231,7,0.8927631578947368,0.3374420702457428,0.9139902014153513,0.8836842105263157,0.8985817500668986,1900.0,0.948045267489712,0.97,0.9588969823100936,1900.0,0.85193019566367,0.8478947368421053,0.8499076760749142,1900.0,0.8568464730290456,0.8694736842105263,0.8631138975966562,1900.0,0.8927030343994448,0.8927631578947368,0.8926250765121407,7600.0,0.8927030343994448,0.8927631578947368,0.8926250765121407,7600.0
Mixed,LSTM,In-Distribution,2024-12-21 21:18:35.040824,335.7211525440216,8,0.8940789473684211,0.3192987143993377,0.9151251360174102,0.8852631578947369,0.8999464954521135,1900.0,0.9520333680917622,0.9610526315789474,0.9565217391304348,1900.0,0.8492514197212184,0.8657894736842106,0.8574407088871514,1900.0,0.8610382800209754,0.8642105263157894,0.8626214867349619,1900.0,0.8943620509628416,0.8940789473684211,0.8941326075511654,7600.0,0.8943620509628416,0.8940789473684211,0.8941326075511653,7600.0
Mixed,LSTM,Typo 1,2024-12-21 21:18:38.157678,335.7211525440216,8,0.8425,0.4359381198883056,0.8566117896972916,0.8489473684210527,0.8527623579169971,1900.0,0.914179104477612,0.9026315789473685,0.9083686440677966,1900.0,0.7873936968484242,0.828421052631579,0.8073865093613747,1900.0,0.8148751357220413,0.79,0.8022447888829503,1900.0,0.8432649316863423,0.8425,0.8426905750572797,7600.0,0.8432649316863423,0.8425,0.8426905750572797,7600.0
Mixed,LSTM,Typo 2,2024-12-21 21:18:40.141415,335.7211525440216,8,0.7680263157894737,0.6039148569107056,0.7977839335180056,0.7578947368421053,0.7773279352226721,1900.0,0.8642384105960265,0.8242105263157895,0.84375,1900.0,0.7121951219512195,0.7684210526315789,0.739240506329114,1900.0,0.7092602172788411,0.7215789473684211,0.7153665536133577,1900.0,0.7708694208360232,0.7680263157894738,0.768921248791286,7600.0,0.7708694208360232,0.7680263157894737,0.7689212487912859,7600.0
Mixed,LSTM,Typo 3,2024-12-21 21:18:42.564665,335.7211525440216,8,0.6938157894736842,0.7935734987258911,0.7441176470588236,0.6657894736842105,0.7027777777777777,1900.0,0.7955736750145603,0.7189473684210527,0.7553220901299419,1900.0,0.6587301587301587,0.6989473684210527,0.6782431052093973,1900.0,0.6063682510383018,0.6915789473684211,0.6461765429063192,1900.0,0.7011974329604611,0.6938157894736843,0.695629879005859,7600.0,0.7011974329604611,0.6938157894736842,0.695629879005859,7600.0
Mixed,LSTM,Typo 4,2024-12-21 21:18:44.663342,335.7211525440216,8,0.6089473684210527,0.984476923942566,0.6930051813471503,0.5631578947368421,0.6213704994192799,1900.0,0.7102689486552567,0.611578947368421,0.6572398190045249,1900.0,0.5851814516129032,0.6110526315789474,0.59783728115345,1900.0,0.5069786535303776,0.65,0.5696494464944649,1900.0,0.6238585587864219,0.6089473684210526,0.6115242615179299,7600.0,0.6238585587864219,0.6089473684210527,0.61152426151793,7600.0
