strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg)
Baseline,GRU,Whitespace 5,2024-12-23 15:34:39.614298,476.5036380290985,1,0.8835526315789474,0.338510513305664,0.9274285714285714,0.8542105263157894,0.8893150684931507,1900.0,0.9629231595916176,0.943157894736842,0.9529380483913852,1900.0,0.8815566835871405,0.8226315789473684,0.8510754151919412,1900.0,0.7838447653429603,0.9142105263157896,0.8440233236151603,1900.0,0.8889382949875724,0.8835526315789474,0.8843379639229094,7600.0,0.8889382949875723,0.8835526315789474,0.8843379639229093,7600.0
Baseline,GRU,Synonym 1,2024-12-23 15:34:41.589062,476.5036380290985,1,0.876578947368421,0.3642576336860657,0.9431616341030196,0.838421052631579,0.887712454722764,1900.0,0.9582429501084598,0.93,0.9439102564102564,1900.0,0.8813847900113507,0.8173684210526316,0.8481703986892408,1900.0,0.7587852494577007,0.9205263157894736,0.8318668252080856,1900.0,0.8853936559201327,0.8765789473684211,0.8779149837575867,7600.0,0.8853936559201326,0.876578947368421,0.8779149837575867,7600.0
Baseline,GRU,Synonym 2,2024-12-23 15:34:43.523330,476.5036380290985,1,0.8557894736842105,0.415959894657135,0.9437996334758704,0.8131578947368421,0.8736217133163698,1900.0,0.9516666666666668,0.901578947368421,0.925945945945946,1900.0,0.8733804475853946,0.7805263157894737,0.8243468593663146,1900.0,0.7152129817444219,0.9278947368421052,0.8077892325315006,1900.0,0.8710149323680885,0.8557894736842105,0.8579259377900328,7600.0,0.8710149323680885,0.8557894736842105,0.8579259377900327,7600.0
Baseline,GRU,Synonym 3,2024-12-23 15:34:45.478349,476.5036380290985,1,0.8443421052631579,0.4496375024318695,0.9469744229569556,0.7989473684210526,0.8666856979731659,1900.0,0.9499155880697804,0.888421052631579,0.9181397878705466,1900.0,0.8696172248803827,0.7652631578947369,0.8141097424412094,1900.0,0.6895604395604396,0.9247368421052632,0.7900179856115108,1900.0,0.8640169188668896,0.8443421052631579,0.8472383034741081,7600.0,0.8640169188668896,0.8443421052631579,0.8472383034741082,7600.0
Baseline,GRU,Synonym 4,2024-12-23 15:34:47.457439,476.5036380290985,1,0.8361842105263158,0.4676220118999481,0.9478371501272264,0.7842105263157895,0.8582949308755761,1900.0,0.947098976109215,0.8763157894736842,0.9103335155822854,1900.0,0.8627098321342925,0.7573684210526316,0.8066143497757847,1900.0,0.6767870868562644,0.926842105263158,0.7823189693469569,1900.0,0.8586082613067496,0.8361842105263158,0.8393904413951508,7600.0,0.8586082613067496,0.8361842105263158,0.8393904413951507,7600.0
Baseline,GRU,Synonym 5,2024-12-23 15:34:49.405379,476.5036380290985,1,0.8313157894736842,0.481624573469162,0.948076923076923,0.7784210526315789,0.8549132947976879,1900.0,0.948216340621404,0.8673684210526316,0.9059923034634416,1900.0,0.8601440576230492,0.7542105263157894,0.8037016264722378,1900.0,0.6669195751138088,0.9252631578947368,0.7751322751322751,1900.0,0.8558392241087962,0.8313157894736842,0.8349348749664105,7600.0,0.8558392241087961,0.8313157894736842,0.8349348749664105,7600.0
Baseline,GRU,Antonym 1,2024-12-23 15:34:51.376592,476.5036380290985,1,0.901578947368421,0.2968494892120361,0.9163498098859316,0.8878947368421053,0.9018978882651696,1900.0,0.9594523433385992,0.9589473684210528,0.959199789418268,1900.0,0.8872468527640941,0.8531578947368421,0.8698685269653877,1900.0,0.8470241023118544,0.9063157894736842,0.8756674294431731,1900.0,0.9025182770751198,0.901578947368421,0.9016584085229996,7600.0,0.9025182770751198,0.901578947368421,0.9016584085229996,7600.0
Baseline,GRU,Antonym 2,2024-12-23 15:34:53.325159,476.5036380290985,1,0.8980263157894737,0.30817911028862,0.9168490153172868,0.8821052631578947,0.8991416309012875,1900.0,0.9593881856540084,0.9573684210526316,0.958377239199157,1900.0,0.8843201754385965,0.8489473684210527,0.8662728249194415,1900.0,0.8367446393762183,0.9036842105263158,0.8689271255060729,1900.0,0.8993255039465275,0.8980263157894737,0.8981797051314897,7600.0,0.8993255039465275,0.8980263157894737,0.8981797051314896,7600.0
Baseline,GRU,Antonym 3,2024-12-23 15:34:55.287281,476.5036380290985,1,0.8992105263157895,0.3088805973529815,0.9148128052088984,0.8873684210526316,0.9008816457387122,1900.0,0.958377239199157,0.9573684210526316,0.9578725645076356,1900.0,0.8869900771775082,0.8468421052631578,0.8664512654819602,1900.0,0.8410757946210269,0.9052631578947368,0.8719898605830165,1900.0,0.9003139790516477,0.8992105263157895,0.8992988340778311,7600.0,0.9003139790516477,0.8992105263157895,0.8992988340778312,7600.0
Baseline,GRU,Antonym 4,2024-12-23 15:34:57.223448,476.5036380290985,1,0.8961842105263158,0.3129709661006927,0.913090711569799,0.8847368421052632,0.8986901897888265,1900.0,0.9593023255813954,0.9552631578947368,0.9572784810126582,1900.0,0.8807036833424958,0.8431578947368421,0.8615219144931433,1900.0,0.83642578125,0.901578947368421,0.8677811550151976,1900.0,0.8973806254359226,0.8961842105263158,0.8963179350774564,7600.0,0.8973806254359226,0.8961842105263158,0.8963179350774565,7600.0
Baseline,GRU,Antonym 5,2024-12-23 15:34:59.171004,476.5036380290985,1,0.8964473684210527,0.3109712302684784,0.9173014145810664,0.8873684210526316,0.9020866773675762,1900.0,0.9613347457627118,0.9552631578947368,0.9582893347412884,1900.0,0.8778877887788779,0.84,0.85852608929532,1900.0,0.8346303501945526,0.9031578947368422,0.8675429726996967,1900.0,0.8977885748293022,0.8964473684210527,0.8966112685259703,7600.0,0.8977885748293022,0.8964473684210527,0.8966112685259704,7600.0
Baseline,GRU,Deletion 1,2024-12-23 15:35:01.149067,476.5036380290985,1,0.9071052631578947,0.2872914969921112,0.9304251794588624,0.8868421052631579,0.9081110212880624,1900.0,0.9582681272822118,0.966842105263158,0.962536023054755,1900.0,0.8860827512090274,0.8678947368421053,0.8768944429672959,1900.0,0.8567876678269518,0.906842105263158,0.8811045768345691,1900.0,0.9078909314442634,0.9071052631578947,0.9071615160361708,7600.0,0.9078909314442636,0.9071052631578947,0.9071615160361708,7600.0
