Approach,Model,Corruption Type,Date,Fscore
DefaultAug,Xception,jpeg_compression_3,2024-04-10 22:51:22.193998,0.8129256359967305
DefaultAug,Xception,motion_blur_3,2024-04-10 22:51:24.724394,0.7656720374657758
DefaultAug,Xception,pixelate_3,2024-04-10 22:51:27.254440,0.8792583175075055
DefaultAug,Xception,saturate_3,2024-04-10 22:51:29.783982,0.9416914461368802
DefaultAug,Xception,shot_noise_3,2024-04-10 22:51:32.314134,0.5679706641688832
DefaultAug,Xception,snow_3,2024-04-10 22:51:34.830765,0.7665424456456559
DefaultAug,Xception,spatter_3,2024-04-10 22:51:37.361944,0.7727534210631972
DefaultAug,Xception,speckle_noise_3,2024-04-10 22:51:39.901596,0.6304192471127906
DefaultAug,Xception,zoom_blur_3,2024-04-10 22:51:42.427889,0.8679177927223355
DefaultAug,Xception,brightness_3,2024-04-10 23:00:46.601815,0.9242635734462552
DefaultAug,Xception,contrast_3,2024-04-10 23:00:49.139292,0.821522919191187
DefaultAug,Xception,defocus_blur_3,2024-04-10 23:00:51.669841,0.9441999934036212
DefaultAug,Xception,elastic_3,2024-04-10 23:00:54.202332,0.9008884988148722
DefaultAug,Xception,fog_3,2024-04-10 23:00:56.720705,0.9024995777508092
DefaultAug,Xception,frost_3,2024-04-10 23:00:59.251655,0.7306593474338395
DefaultAug,Xception,frosted_glass_blur_3,2024-04-10 23:01:01.776212,0.6088366167442097
DefaultAug,Xception,gaussian_blur_3,2024-04-10 23:01:04.307063,0.9221801007435392
DefaultAug,Xception,gaussian_noise_3,2024-04-10 23:01:06.832324,0.4821461827777319
DefaultAug,Xception,impulse_noise_3,2024-04-10 23:01:09.358418,0.6122392638163481
DefaultAug,Xception,jpeg_compression_3,2024-04-10 23:01:11.903280,0.8073963480129318
DefaultAug,Xception,motion_blur_3,2024-04-10 23:01:14.415336,0.8217011619094601
DefaultAug,Xception,pixelate_3,2024-04-10 23:01:16.995075,0.8285344513231709
DefaultAug,Xception,saturate_3,2024-04-10 23:01:19.521961,0.9272250083236192
DefaultAug,Xception,shot_noise_3,2024-04-10 23:01:22.270047,0.5750921837751721
DefaultAug,Xception,snow_3,2024-04-10 23:01:24.808469,0.7736053603113857
DefaultAug,Xception,spatter_3,2024-04-10 23:01:27.352823,0.7748868349600293
DefaultAug,Xception,speckle_noise_3,2024-04-10 23:01:29.890524,0.6398567729515802
DefaultAug,Xception,zoom_blur_3,2024-04-10 23:01:32.427935,0.8856030740634651
DefaultAug,Xception,brightness_3,2024-04-10 23:12:15.095544,0.9444742524090746
DefaultAug,Xception,contrast_3,2024-04-10 23:12:18.564946,0.8145472827577821
DefaultAug,Xception,defocus_blur_3,2024-04-10 23:12:21.097939,0.9410298122822492
DefaultAug,Xception,elastic_3,2024-04-10 23:12:23.624342,0.8965138262032106
DefaultAug,Xception,fog_3,2024-04-10 23:12:26.148521,0.9160886901896904
DefaultAug,Xception,frost_3,2024-04-10 23:12:28.680192,0.8051682933113629
DefaultAug,Xception,frosted_glass_blur_3,2024-04-10 23:12:31.229421,0.7402860806044413
DefaultAug,Xception,gaussian_blur_3,2024-04-10 23:12:33.749872,0.8981618952925462
DefaultAug,Xception,gaussian_noise_3,2024-04-10 23:12:36.292792,0.6288581911953929
DefaultAug,Xception,impulse_noise_3,2024-04-10 23:12:38.815703,0.6881317825264953
DefaultAug,Xception,jpeg_compression_3,2024-04-10 23:12:41.340320,0.8647664381460057
DefaultAug,Xception,motion_blur_3,2024-04-10 23:12:43.867024,0.8308299011248801
DefaultAug,Xception,pixelate_3,2024-04-10 23:12:46.397015,0.8826507875907101
DefaultAug,Xception,saturate_3,2024-04-10 23:12:48.921332,0.9572692394686774
DefaultAug,Xception,shot_noise_3,2024-04-10 23:12:51.449444,0.7077562876228157
DefaultAug,Xception,snow_3,2024-04-10 23:12:53.968008,0.8364526344813186
DefaultAug,Xception,spatter_3,2024-04-10 23:12:56.498596,0.8407301700608996
DefaultAug,Xception,speckle_noise_3,2024-04-10 23:12:59.024860,0.7564107541484453
DefaultAug,Xception,zoom_blur_3,2024-04-10 23:13:01.557401,0.8599715938165462
DefaultAug,Xception,brightness_3,2024-04-10 23:27:00.625506,0.9692975546689306
DefaultAug,Xception,contrast_3,2024-04-10 23:27:04.092673,0.8676414173615568
DefaultAug,Xception,defocus_blur_3,2024-04-10 23:27:06.623592,0.97474660985185
DefaultAug,Xception,elastic_3,2024-04-10 23:27:09.140950,0.9422893058021252
DefaultAug,Xception,fog_3,2024-04-10 23:27:11.662736,0.9337615966605174
DefaultAug,Xception,frost_3,2024-04-10 23:27:14.169777,0.788426272388172
DefaultAug,Xception,frosted_glass_blur_3,2024-04-10 23:27:16.689429,0.7086344439667605
DefaultAug,Xception,gaussian_blur_3,2024-04-10 23:27:19.217623,0.9527171690285714
DefaultAug,Xception,gaussian_noise_3,2024-04-10 23:27:21.736796,0.6077951094168826
DefaultAug,Xception,impulse_noise_3,2024-04-10 23:27:24.274166,0.666156101616156
DefaultAug,Xception,jpeg_compression_3,2024-04-10 23:27:26.811369,0.8677362361173907
DefaultAug,Xception,motion_blur_3,2024-04-10 23:27:29.332976,0.8696794890726212
DefaultAug,Xception,pixelate_3,2024-04-10 23:27:31.856145,0.8783398136079901
DefaultAug,Xception,saturate_3,2024-04-10 23:27:34.390483,0.9783980935645842
DefaultAug,Xception,shot_noise_3,2024-04-10 23:27:36.927976,0.6875679465164541
DefaultAug,Xception,snow_3,2024-04-10 23:27:39.453249,0.8362858044766256
DefaultAug,Xception,spatter_3,2024-04-10 23:27:41.967562,0.8393949497125087
DefaultAug,Xception,speckle_noise_3,2024-04-10 23:27:44.484494,0.747442551601816
DefaultAug,Xception,zoom_blur_3,2024-04-10 23:27:47.008113,0.930519444283003
DefaultAug+S&P,Xception,brightness_3,2024-04-10 23:49:27.518539,0.9014576816720934
DefaultAug+S&P,Xception,contrast_3,2024-04-10 23:49:30.073292,0.7024570540790706
DefaultAug+S&P,Xception,defocus_blur_3,2024-04-10 23:49:32.611518,0.9159262115929886
DefaultAug+S&P,Xception,elastic_3,2024-04-10 23:49:35.187614,0.8814985383144721
DefaultAug+S&P,Xception,fog_3,2024-04-10 23:49:37.727070,0.8498454164950091
DefaultAug+S&P,Xception,frost_3,2024-04-10 23:49:40.281501,0.8224204250500536
DefaultAug+S&P,Xception,frosted_glass_blur_3,2024-04-10 23:49:42.825301,0.8776139723990521
DefaultAug+S&P,Xception,gaussian_blur_3,2024-04-10 23:49:45.355542,0.8981745994912822
DefaultAug+S&P,Xception,gaussian_noise_3,2024-04-10 23:49:47.919926,0.8764960835340903
DefaultAug+S&P,Xception,impulse_noise_3,2024-04-10 23:49:50.450180,0.8901030870330129
DefaultAug+S&P,Xception,jpeg_compression_3,2024-04-10 23:49:52.983459,0.9001708447764442
DefaultAug+S&P,Xception,motion_blur_3,2024-04-10 23:49:55.578367,0.8062773524662115
DefaultAug+S&P,Xception,pixelate_3,2024-04-10 23:49:58.134313,0.9233424189616226
DefaultAug+S&P,Xception,saturate_3,2024-04-10 23:50:00.657833,0.8963296080059214
DefaultAug+S&P,Xception,shot_noise_3,2024-04-10 23:50:03.200869,0.901343053145431
DefaultAug+S&P,Xception,snow_3,2024-04-10 23:50:05.745601,0.8439309412377943
DefaultAug+S&P,Xception,spatter_3,2024-04-10 23:50:08.282331,0.8287676934853575
DefaultAug+S&P,Xception,speckle_noise_3,2024-04-10 23:50:10.830595,0.9085422110598907
DefaultAug+S&P,Xception,zoom_blur_3,2024-04-10 23:50:13.358013,0.8898488684903786
DefaultAug+S&P,Xception,brightness_3,2024-04-11 00:00:07.694088,0.917407193043168
DefaultAug+S&P,Xception,contrast_3,2024-04-11 00:00:10.249142,0.6955375960595317
DefaultAug+S&P,Xception,defocus_blur_3,2024-04-11 00:00:12.801459,0.912741857447115
DefaultAug+S&P,Xception,elastic_3,2024-04-11 00:00:15.348229,0.8797808221085631
DefaultAug+S&P,Xception,fog_3,2024-04-11 00:00:17.871798,0.8257994205446941
DefaultAug+S&P,Xception,frost_3,2024-04-11 00:00:20.403710,0.827554848125773
DefaultAug+S&P,Xception,frosted_glass_blur_3,2024-04-11 00:00:22.943722,0.8635420566905537
DefaultAug+S&P,Xception,gaussian_blur_3,2024-04-11 00:00:25.472843,0.8886057128516021
DefaultAug+S&P,Xception,gaussian_noise_3,2024-04-11 00:00:28.009784,0.877992756976097
DefaultAug+S&P,Xception,impulse_noise_3,2024-04-11 00:00:30.557648,0.8848713998829462
DefaultAug+S&P,Xception,jpeg_compression_3,2024-04-11 00:00:33.093536,0.9008176460071464
DefaultAug+S&P,Xception,motion_blur_3,2024-04-11 00:00:35.639846,0.8077414328073724
DefaultAug+S&P,Xception,pixelate_3,2024-04-11 00:00:38.183692,0.9223607295565288
DefaultAug+S&P,Xception,saturate_3,2024-04-11 00:00:40.735833,0.9125890483359136
DefaultAug+S&P,Xception,shot_noise_3,2024-04-11 00:00:43.271518,0.8943459835336054
DefaultAug+S&P,Xception,snow_3,2024-04-11 00:00:45.807376,0.8134215339994826
DefaultAug+S&P,Xception,spatter_3,2024-04-11 00:00:48.352315,0.7856192306769997
DefaultAug+S&P,Xception,speckle_noise_3,2024-04-11 00:00:50.886688,0.9066974254077323
DefaultAug+S&P,Xception,zoom_blur_3,2024-04-11 00:00:53.421916,0.8897461118149452
DefaultAug+S&P,Xception,brightness_3,2024-04-11 00:09:58.842190,0.9272486775221896
DefaultAug+S&P,Xception,contrast_3,2024-04-11 00:10:01.375560,0.7551818500495284
DefaultAug+S&P,Xception,defocus_blur_3,2024-04-11 00:10:03.906223,0.9448808854044024
DefaultAug+S&P,Xception,elastic_3,2024-04-11 00:10:06.451675,0.910450253496924
DefaultAug+S&P,Xception,fog_3,2024-04-11 00:10:09.003148,0.8728848862000866
DefaultAug+S&P,Xception,frost_3,2024-04-11 00:10:11.529525,0.8257016846205133
DefaultAug+S&P,Xception,frosted_glass_blur_3,2024-04-11 00:10:14.063977,0.889296267259166
DefaultAug+S&P,Xception,gaussian_blur_3,2024-04-11 00:10:16.592310,0.926728286336514
DefaultAug+S&P,Xception,gaussian_noise_3,2024-04-11 00:10:19.148546,0.8896144364264706
DefaultAug+S&P,Xception,impulse_noise_3,2024-04-11 00:10:21.686063,0.9062474729750012
DefaultAug+S&P,Xception,jpeg_compression_3,2024-04-11 00:10:24.216587,0.925958542109942
DefaultAug+S&P,Xception,motion_blur_3,2024-04-11 00:10:26.756548,0.8419561311572729
DefaultAug+S&P,Xception,pixelate_3,2024-04-11 00:10:29.325791,0.9424628969299068
DefaultAug+S&P,Xception,saturate_3,2024-04-11 00:10:31.859362,0.937151397630514
DefaultAug+S&P,Xception,shot_noise_3,2024-04-11 00:10:34.396911,0.9169527211157112
DefaultAug+S&P,Xception,snow_3,2024-04-11 00:10:36.961624,0.8505099008905284
DefaultAug+S&P,Xception,spatter_3,2024-04-11 00:10:39.503559,0.8445960288184177
DefaultAug+S&P,Xception,speckle_noise_3,2024-04-11 00:10:42.045546,0.9311964704157824
DefaultAug+S&P,Xception,zoom_blur_3,2024-04-11 00:10:44.580737,0.9182774711935676
DefaultAug+S&P,Xception,brightness_3,2024-04-11 00:21:28.398601,0.9291267548563577
DefaultAug+S&P,Xception,contrast_3,2024-04-11 00:21:30.942979,0.726602638590274
DefaultAug+S&P,Xception,defocus_blur_3,2024-04-11 00:21:33.481424,0.9455377499059908
DefaultAug+S&P,Xception,elastic_3,2024-04-11 00:21:36.016521,0.9086091939618536
DefaultAug+S&P,Xception,fog_3,2024-04-11 00:21:38.546876,0.8516588294953594
DefaultAug+S&P,Xception,frost_3,2024-04-11 00:21:41.085718,0.8069484421466797
DefaultAug+S&P,Xception,frosted_glass_blur_3,2024-04-11 00:21:43.633489,0.9069368194051112
DefaultAug+S&P,Xception,gaussian_blur_3,2024-04-11 00:21:46.183160,0.9242127568243124
DefaultAug+S&P,Xception,gaussian_noise_3,2024-04-11 00:21:48.725733,0.9010190640591867
DefaultAug+S&P,Xception,impulse_noise_3,2024-04-11 00:21:51.262743,0.9199156254336398
DefaultAug+S&P,Xception,jpeg_compression_3,2024-04-11 00:21:53.801969,0.9338780192114948
DefaultAug+S&P,Xception,motion_blur_3,2024-04-11 00:21:56.355100,0.8358652291214097
DefaultAug+S&P,Xception,pixelate_3,2024-04-11 00:21:58.895816,0.9491552994194598
DefaultAug+S&P,Xception,saturate_3,2024-04-11 00:22:01.438258,0.9469386397998638
DefaultAug+S&P,Xception,shot_noise_3,2024-04-11 00:22:03.971761,0.9217010502183915
DefaultAug+S&P,Xception,snow_3,2024-04-11 00:22:06.734978,0.8357082652556678
DefaultAug+S&P,Xception,spatter_3,2024-04-11 00:22:09.290726,0.8334567818926267
DefaultAug+S&P,Xception,speckle_noise_3,2024-04-11 00:22:11.828500,0.933238068335948
DefaultAug+S&P,Xception,zoom_blur_3,2024-04-11 00:22:14.378248,0.920718893768052
DefaultAug+S&P,Xception,brightness_3,2024-04-11 00:31:19.522888,0.9376404986425292
DefaultAug+S&P,Xception,contrast_3,2024-04-11 00:31:22.060221,0.7129568459033002
DefaultAug+S&P,Xception,defocus_blur_3,2024-04-11 00:31:24.599851,0.952820077867301
DefaultAug+S&P,Xception,elastic_3,2024-04-11 00:31:27.145033,0.9230061568552064
DefaultAug+S&P,Xception,fog_3,2024-04-11 00:31:29.684847,0.8646075664451489
DefaultAug+S&P,Xception,frost_3,2024-04-11 00:31:32.224600,0.8507082250055271
DefaultAug+S&P,Xception,frosted_glass_blur_3,2024-04-11 00:31:34.753909,0.901155845122255
DefaultAug+S&P,Xception,gaussian_blur_3,2024-04-11 00:31:37.290686,0.9354228451089768
DefaultAug+S&P,Xception,gaussian_noise_3,2024-04-11 00:31:39.836390,0.8782133616041502
DefaultAug+S&P,Xception,impulse_noise_3,2024-04-11 00:31:42.378301,0.9079741053683856
DefaultAug+S&P,Xception,jpeg_compression_3,2024-04-11 00:31:44.923027,0.9283460596661224
DefaultAug+S&P,Xception,motion_blur_3,2024-04-11 00:31:47.461348,0.8609066246119361
DefaultAug+S&P,Xception,pixelate_3,2024-04-11 00:31:49.984237,0.9464283174653644
DefaultAug+S&P,Xception,saturate_3,2024-04-11 00:31:52.527957,0.933762588737838
DefaultAug+S&P,Xception,shot_noise_3,2024-04-11 00:31:55.086626,0.9074802828482448
DefaultAug+S&P,Xception,snow_3,2024-04-11 00:31:57.633352,0.8385160219658946
DefaultAug+S&P,Xception,spatter_3,2024-04-11 00:32:00.179839,0.8118127878394461
DefaultAug+S&P,Xception,speckle_noise_3,2024-04-11 00:32:02.727586,0.9194230447033934
DefaultAug+S&P,Xception,zoom_blur_3,2024-04-11 00:32:05.255796,0.9327256937006968
