fold,corruption_type,kl_divergences
9,gaussian_blur_2,0.04414753
9,gaussian_blur_3,0.07589079
9,gaussian_blur_4,0.11171267
9,gaussian_blur_5,0.19295862
9,gaussian_noise_1,0.062604934
9,gaussian_noise_2,0.13749611
9,gaussian_noise_3,0.24307418
9,gaussian_noise_4,0.30898425
9,gaussian_noise_5,0.38141698
9,impulse_noise_1,0.1224279
9,impulse_noise_2,0.23722476
9,impulse_noise_3,0.3855505
9,impulse_noise_4,0.68174464
9,impulse_noise_5,1.1973585
9,jpeg_compression_1,0.04842203
9,jpeg_compression_2,0.082912594
9,jpeg_compression_3,0.09750159
9,jpeg_compression_4,0.114060186
9,jpeg_compression_5,0.14105166
9,motion_blur_1,0.14069061
9,motion_blur_2,0.290077
9,motion_blur_3,0.42255518
9,motion_blur_4,0.4190263
9,motion_blur_5,0.5369203
9,pixelate_1,0.039859246
9,pixelate_2,0.07031672
9,pixelate_3,0.07211978
9,pixelate_4,0.102165624
9,pixelate_5,0.18647456
9,saturate_1,0.22816728
9,saturate_2,0.3646042
9,saturate_3,0.08595341
9,saturate_4,0.3621552
9,saturate_5,0.64952594
9,shot_noise_1,0.034891568
9,shot_noise_2,0.06309107
9,shot_noise_3,0.1337384
9,shot_noise_4,0.1674138
9,shot_noise_5,0.22698721
9,snow_1,0.26029122
9,snow_2,1.1582975
9,snow_3,1.3716476
9,snow_4,1.6765091
9,snow_5,1.7887317
9,spatter_1,0.07139709
9,spatter_2,0.23348331
9,spatter_3,0.6024327
9,spatter_4,0.2294837
9,spatter_5,0.37071592
9,speckle_noise_1,0.036562838
9,speckle_noise_2,0.08490832
9,speckle_noise_3,0.113092
9,speckle_noise_4,0.17453806
9,speckle_noise_5,0.24174398
9,zoom_blur_1,0.21474744
9,zoom_blur_2,0.29269
9,zoom_blur_3,0.40051165
9,zoom_blur_4,0.51966363
9,zoom_blur_5,0.6262642
