corruption_type,mean,lower,upper,percentile,category
frost_3,1.2862474287499999,1.1227704503250002,1.47013663575,92.63157894736842,Highest
frost_4,1.198799857766,1.028716557725,1.3790013941750003,90.52631578947368,Highest
frost_5,1.35437599405,1.14435598225,1.6110718385,95.78947368421052,Highest
frosted_glass_blur_1,0.556841417235,0.4396455141,0.6543788696499999,62.10526315789474,Mid-Range
frosted_glass_blur_2,0.5504909231669999,0.438129580925,0.6487048643250001,60.0,Mid-Range
frosted_glass_blur_3,0.530801248274,0.4296963333750001,0.621635668675,55.78947368421052,Mid-Range
frosted_glass_blur_4,1.185960674745,0.980291867375,1.359097361875,89.47368421052632,Highest
frosted_glass_blur_5,1.1378631191179998,0.950878564325,1.3065774569749997,88.42105263157895,Highest
gaussian_blur_1,0.00348981106654,0.00299506310225,0.003949499341250001,1.0526315789473684,Lowest
gaussian_blur_2,0.05374381798669999,0.04404858887250001,0.06288142434999998,4.2105263157894735,Lowest
gaussian_blur_3,0.09517201942119999,0.0780517517875,0.10952976319999999,12.631578947368421,Lowest
gaussian_blur_4,0.140633710867,0.11582473787500001,0.1634884671,22.105263157894736,Lowest
gaussian_blur_5,0.24777135067499995,0.20632747750000002,0.28711510409999996,31.57894736842105,Mid-Range
gaussian_noise_1,0.0892614199842,0.06333166644999999,0.1151573491025,11.578947368421053,Lowest
gaussian_noise_2,0.193056106977,0.1390783229375,0.25351411147499997,28.421052631578945,Mid-Range
gaussian_noise_3,0.329643250462,0.22348913657500002,0.46066032787499994,41.05263157894737,Mid-Range
gaussian_noise_4,0.409445599512,0.2739179565,0.5814523849,47.368421052631575,Mid-Range
gaussian_noise_5,0.496694748341,0.3121495986,0.7218991604749999,52.63157894736842,Mid-Range
impulse_noise_1,0.14187891127249996,0.11177360951750002,0.17092641705000003,23.157894736842106,Lowest
impulse_noise_2,0.2865104925975,0.2180979675625,0.35494745539999994,38.94736842105263,Mid-Range
impulse_noise_3,0.416898851114,0.3146690733750001,0.5193001591499999,48.421052631578945,Mid-Range
impulse_noise_4,0.689627680878,0.5111320014499999,0.925634079075,70.52631578947368,Mid-Range
impulse_noise_5,0.9673157267279999,0.7002540628500001,1.3005433862749998,80.0,Highest
jpeg_compression_1,0.0649823307165,0.047604910102499995,0.082519820725,8.421052631578947,Lowest
jpeg_compression_2,0.10967646184999999,0.07893238444999999,0.13679686430500002,18.947368421052634,Lowest
jpeg_compression_3,0.129173701138,0.09461457574,0.159789524125,20.0,Lowest
jpeg_compression_4,0.15131080734969998,0.11054472810000003,0.18714602614999998,24.210526315789473,Lowest
jpeg_compression_5,0.1862102752615,0.13822024323750004,0.22726802435,27.368421052631582,Mid-Range
motion_blur_1,0.17858750793999997,0.15400246065,0.20252483279999997,26.31578947368421,Mid-Range
motion_blur_2,0.372199900123,0.31548894390000004,0.4216304381,44.21052631578947,Mid-Range
motion_blur_3,0.542570030039,0.4674757909000001,0.6137715036999999,58.94736842105262,Mid-Range
motion_blur_4,0.541935161172,0.46265466782500003,0.6090608249749999,57.89473684210527,Mid-Range
motion_blur_5,0.690716236446,0.5992819844,0.7702268803749999,71.57894736842105,Mid-Range
pixelate_1,0.0550905541461,0.040802290240000004,0.06822721991249998,5.263157894736842,Lowest
pixelate_2,0.095694066696,0.069553265535,0.11697927016,13.684210526315791,Lowest
pixelate_3,0.1042673786403,0.07709482029999999,0.13026414703749997,17.894736842105264,Lowest
pixelate_4,0.16037294591620002,0.11703473258,0.20037514275,25.263157894736842,Mid-Range
pixelate_5,0.252437109689,0.17398951838,0.3234616988999999,32.631578947368425,Mid-Range
saturate_1,0.28243334892200006,0.26140996634999997,0.30064630245,37.89473684210527,Mid-Range
saturate_2,0.471994334477,0.432257798325,0.509522241925,51.578947368421055,Mid-Range
saturate_3,0.0981874843206,0.09252195242,0.10423390492500002,14.736842105263156,Lowest
saturate_4,0.652911093166,0.43076627092499997,1.01307254755,65.26315789473685,Mid-Range
saturate_5,1.0747498891020002,0.7743121740500001,1.5855351700999998,84.21052631578947,Highest
shot_noise_1,0.063616077168,0.04181361830000002,0.08888945582749998,7.368421052631578,Lowest
shot_noise_2,0.12966997234320002,0.07886928601250003,0.19243253320000003,21.052631578947366,Lowest
shot_noise_3,0.3185537798692,0.1690112558450001,0.523253885735,40.0,Mid-Range
shot_noise_4,0.4064505498906,0.20905227820000002,0.679217990615,46.31578947368421,Mid-Range
shot_noise_5,0.552202220015,0.275532573575,0.994388187475,61.05263157894737,Mid-Range
snow_1,0.19589964429600001,0.163818415975,0.231510553975,29.47368421052631,Mid-Range
snow_2,0.595864747758,0.45925035132500003,0.7750523973999999,63.1578947368421,Mid-Range
snow_3,0.7413156299429999,0.600615660325,0.9195109570500001,73.68421052631578,Mid-Range
snow_4,1.0417372659460002,0.8790967037500002,1.247237779875,82.10526315789474,Highest
snow_5,1.38365058509,1.205555662,1.5748110105,96.84210526315789,Highest
spatter_1,0.0883638937608,0.07243905528500001,0.10443497445750001,10.526315789473683,Lowest
spatter_2,0.236644666544,0.202703594225,0.26684836370000004,30.526315789473685,Mid-Range
