corruption_type,mean,lower,upper,percentile,category,cat_avg_mean,cat_avg_lower,cat_avg_upper
frosted_glass_blur_2,0.0067078212220083415,0.005148490142107261,0.008324952511041728,12.631578947368421,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
frosted_glass_blur_3,0.009546588723248274,0.008000501751306465,0.011130472672193819,21.052631578947366,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
frosted_glass_blur_4,0.012015846640759368,0.009081279459289666,0.015012181470516493,23.157894736842106,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
frosted_glass_blur_5,0.008338956383099144,0.006883363955759964,0.009790254196353156,17.894736842105264,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
gaussian_blur_1,0.007176542005537187,0.005615431153705275,0.008640804400960071,14.736842105263156,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
gaussian_blur_2,0.025603999522294807,0.019736488168781666,0.031400803436739,42.10526315789473,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
gaussian_blur_3,0.03161294449423661,0.024333422932169866,0.03865496423221095,57.89473684210527,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
gaussian_blur_4,0.03656978935700814,0.028422865124467435,0.04454627195743739,65.26315789473685,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
gaussian_blur_5,0.04405677648817999,0.03379067582553768,0.0539142886357026,76.84210526315789,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
gaussian_noise_1,0.009180231522185923,0.00658459560128668,0.011760887376325909,20.0,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
gaussian_noise_2,0.01827631010749478,0.013170617561809823,0.022786862866546628,31.57894736842105,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
gaussian_noise_3,0.029617320890854514,0.021416478097692433,0.037462990719504444,53.68421052631579,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
gaussian_noise_4,0.03533915766290321,0.025134432112095262,0.045506824362366194,64.21052631578948,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
gaussian_noise_5,0.04164700997419711,0.03060768004647151,0.05254125752553923,73.68421052631578,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
impulse_noise_1,0.013922901157414756,0.010417838974092165,0.017399345690260117,24.210526315789473,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
impulse_noise_2,0.02623158280881863,0.019667992744939255,0.03254038985085885,44.21052631578947,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
impulse_noise_3,0.03769613046436206,0.028495836243456283,0.047141544473599806,67.36842105263158,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
impulse_noise_4,0.05798692203066271,0.042715795574625015,0.07312944647829901,80.0,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
impulse_noise_5,0.07645352275921181,0.05539292524897355,0.09574628094396385,91.57894736842105,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
jpeg_compression_1,0.0014732895115003655,0.001190926627863944,0.0017367474069866636,1.0526315789473684,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
jpeg_compression_2,0.001732691504370027,0.0015141901327669772,0.0019243491808503533,2.1052631578947367,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
jpeg_compression_3,0.0021360009564767623,0.0018474339778065966,0.00239648860669774,4.2105263157894735,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
jpeg_compression_4,0.00274964167633895,0.0023386258486711906,0.003136544247419465,5.263157894736842,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
jpeg_compression_5,0.003655118317350689,0.003035422967611936,0.004237883747644168,7.368421052631578,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
motion_blur_1,0.018421777292571724,0.014099248526265032,0.022516434599048403,33.68421052631579,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
motion_blur_2,0.02647287969098573,0.020697580991431777,0.0322895097527554,46.31578947368421,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
motion_blur_3,0.032572533044090406,0.025850101902212264,0.03965749607160928,60.0,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
motion_blur_4,0.03265700328613087,0.02530653571855102,0.03955464394272466,61.05263157894737,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
motion_blur_5,0.03744881856074365,0.029618100086483967,0.04541520458127795,66.3157894736842,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
pixelate_1,0.0020089342388014135,0.0016936533873649377,0.0023343666101187936,3.1578947368421053,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
pixelate_2,0.003581496563220481,0.002889139322019005,0.004222474493741,6.315789473684211,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
pixelate_3,0.003822274575021839,0.003265052604223908,0.004334048266183863,8.421052631578947,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
pixelate_4,0.0057338742431662934,0.004937105771929594,0.006572435253854135,9.473684210526317,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
pixelate_5,0.007239019846633737,0.006097911259292213,0.008533438163280943,15.789473684210526,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
saturate_1,0.0262377416162253,0.022062496362082205,0.029913407533157688,45.26315789473684,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
saturate_2,0.031224350778868957,0.026647659163164722,0.03584825397330445,55.78947368421052,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
saturate_3,0.027533971873070405,0.022093926249393644,0.032772440366998765,49.473684210526315,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
saturate_4,0.06872217187687954,0.055055213313654226,0.08112638108279681,87.36842105263159,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
saturate_5,0.10355808480424551,0.08411667394158208,0.12295201828333212,100.0,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
shot_noise_1,0.005936811998826057,0.004336512748592358,0.007382195749423513,10.526315789473683,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
shot_noise_2,0.010573798716246228,0.007762672982769384,0.013533155830371273,22.105263157894736,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
shot_noise_3,0.022633531207973782,0.01650303870128235,0.028199124623763498,37.89473684210527,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
shot_noise_4,0.028461705372101916,0.02059458320676817,0.036159953143250344,50.526315789473685,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
shot_noise_5,0.039240996273635566,0.02787023386091205,0.05017646554327129,70.52631578947368,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
snow_1,0.01960031354590906,0.016222907260270966,0.023142943754337935,35.78947368421053,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
snow_2,0.04307574198998257,0.035932197367910645,0.05160828335856708,75.78947368421053,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
snow_3,0.0478175347977716,0.03936845473030961,0.056653620891492985,77.89473684210526,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
snow_4,0.06589991421589995,0.05354740534405999,0.08027208282988585,84.21052631578947,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
snow_5,0.08939673592531772,0.07360390280994081,0.11026747397067022,96.84210526315789,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
spatter_1,0.006798233190177577,0.0053429103250760245,0.0082202605008779,13.684210526315791,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
spatter_2,0.01629544241338987,0.012834622982016302,0.01966943080791697,28.421052631578945,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
spatter_3,0.02698332889365234,0.021763570447574914,0.03196526744408853,47.368421052631575,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
spatter_4,0.01668641806826476,0.013009242158100945,0.019976068997143014,29.47368421052631,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
spatter_5,0.02886338031246303,0.021493658316824135,0.03516856824326205,51.578947368421055,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
speckle_noise_1,0.0062266685142986855,0.004643753474386675,0.0077155065582081355,11.578947368421053,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
speckle_noise_2,0.014101233527923232,0.01056695192210438,0.017584079245717452,25.263157894736842,Lowest,0.009002603305833403,0.0069356026279817256,0.010894798141925021
speckle_noise_3,0.01878663626965041,0.014089430729802269,0.02361548387939289,34.73684210526316,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
speckle_noise_4,0.0292995958051896,0.02170666231146283,0.03720005310338736,52.63157894736842,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
speckle_noise_5,0.040635001820650433,0.029411314424902447,0.05144899980926306,72.63157894736842,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
zoom_blur_1,0.02348656142381684,0.01804738644838097,0.028132884333503815,38.94736842105263,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
zoom_blur_2,0.027482110078899603,0.02135823448495077,0.033251430017226836,48.421052631578945,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
zoom_blur_3,0.031438772568232014,0.02456205798320574,0.03783088730705349,56.84210526315789,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
zoom_blur_4,0.034474724180955776,0.02749074394699361,0.04171725640621031,62.10526315789474,Mid-Range,0.02792886807213149,0.026109390190533807,0.02967876274575899
zoom_blur_5,0.038251488383558664,0.030036510553445247,0.04555937951190648,68.42105263157895,Highest,0.06226410440943336,0.055560319037348274,0.06942390722105425
