corruption_type,mean,lower,upper,percentile,category
frosted_glass_blur_2,0.006729121862151882,0.0051549254332337174,0.008319884875887027,12.631578947368421,Lowest
frosted_glass_blur_3,0.009574930960758583,0.008105651798005766,0.011063152914630918,21.052631578947366,Lowest
frosted_glass_blur_4,0.01194075709491243,0.009088375548054695,0.01502024848259193,23.157894736842106,Lowest
frosted_glass_blur_5,0.008329729682995935,0.006975628402278608,0.009632203710398983,17.894736842105264,Lowest
gaussian_blur_1,0.007184427539495182,0.005766470545869917,0.008675721434976722,14.736842105263156,Lowest
gaussian_blur_2,0.025654815793697185,0.019932795858597172,0.03126432857883451,42.10526315789473,Mid-Range
gaussian_blur_3,0.03152090750861003,0.024006556606307468,0.038092561853242134,57.89473684210527,Mid-Range
gaussian_blur_4,0.03659922911636054,0.028435173457155846,0.044672624656955845,65.26315789473685,Mid-Range
gaussian_blur_5,0.04383839415039796,0.033899643699845036,0.053323086403456385,76.84210526315789,Highest
gaussian_noise_1,0.009204311298508475,0.006912878002692403,0.011433257522121532,20.0,Lowest
gaussian_noise_2,0.018363582952396765,0.013447043796616548,0.022946124197919335,32.631578947368425,Lowest
gaussian_noise_3,0.029309268705090367,0.020821572175373948,0.037322692333201186,53.68421052631579,Mid-Range
gaussian_noise_4,0.03546269165376062,0.025312215066062863,0.04511205905134957,64.21052631578948,Mid-Range
gaussian_noise_5,0.04162291465584812,0.03071097195599672,0.051870296201190255,73.68421052631578,Highest
impulse_noise_1,0.013767090597114432,0.010026967632670393,0.017298472369096214,24.210526315789473,Lowest
impulse_noise_2,0.026053156398438717,0.01905329663980049,0.032579297948605784,44.21052631578947,Mid-Range
impulse_noise_3,0.03748388829481891,0.02658158936717332,0.04698729604387659,67.36842105263158,Highest
impulse_noise_4,0.058224090291008265,0.04397393251495609,0.072297396309132,80.0,Highest
impulse_noise_5,0.07622176445869323,0.0561861417157976,0.09604903233418816,91.57894736842105,Highest
jpeg_compression_1,0.0014708532506962776,0.0012150783030922302,0.0017237940557353257,1.0526315789473684,Lowest
jpeg_compression_2,0.0017345473742984658,0.001531108788227227,0.0019102418839915668,2.1052631578947367,Lowest
jpeg_compression_3,0.002139265711135562,0.0018399522562364142,0.0023895035833900813,4.2105263157894735,Lowest
jpeg_compression_4,0.002756873735808413,0.00235764920759371,0.0031162472647165876,5.263157894736842,Lowest
jpeg_compression_5,0.0036665262598959787,0.00305282339497654,0.004258255597673679,7.368421052631578,Lowest
motion_blur_1,0.01845423891252655,0.014303432075658781,0.02259955383920462,33.68421052631579,Mid-Range
motion_blur_2,0.026495943005316866,0.020476595512504976,0.03188392185258638,46.31578947368421,Mid-Range
motion_blur_3,0.03268087195501218,0.025206289709267575,0.03971357641587412,61.05263157894737,Mid-Range
motion_blur_4,0.032316420919548734,0.025563380426039995,0.039443050519512524,60.0,Mid-Range
motion_blur_5,0.03748351442921346,0.02941753399987686,0.045419413397645714,66.3157894736842,Highest
pixelate_1,0.0019969890610029403,0.0016672593662139664,0.0023341477062417434,3.1578947368421053,Lowest
pixelate_2,0.0035870292676916976,0.0029112624953541045,0.004229100076027508,6.315789473684211,Lowest
pixelate_3,0.0038153713081723623,0.003263274587187353,0.004348677497083057,8.421052631578947,Lowest
pixelate_4,0.005749763217235572,0.004859154422751553,0.0065803694125284775,9.473684210526317,Lowest
pixelate_5,0.007277829717729793,0.0061074595212706854,0.008637547799832581,15.789473684210526,Lowest
saturate_1,0.026219353271126143,0.021969414857105483,0.029951218224609773,45.26315789473684,Mid-Range
saturate_2,0.03131334323690252,0.02633532641371832,0.03581301671033377,56.84210526315789,Mid-Range
saturate_3,0.02758716476370328,0.022208567654415153,0.032759113569276355,48.421052631578945,Mid-Range
saturate_4,0.06856786512120104,0.056007431209301246,0.0815515207564381,87.36842105263159,Highest
saturate_5,0.10358540070789227,0.08268902211508355,0.12347216298213588,100.0,Highest
shot_noise_1,0.005945185531632522,0.0044327935930089215,0.007335049449556186,10.526315789473683,Lowest
shot_noise_2,0.010569780686910118,0.0077480124484377595,0.013201432525420054,22.105263157894736,Lowest
shot_noise_3,0.022758255994901024,0.016431002730827992,0.028582651745751583,37.89473684210527,Mid-Range
shot_noise_4,0.02855945777001358,0.020125173229013027,0.03621628339973941,50.526315789473685,Mid-Range
shot_noise_5,0.039127667164461796,0.028321140082949718,0.049627339543778515,69.47368421052632,Highest
snow_1,0.01940916321412363,0.01617045459229171,0.023230911175947205,35.78947368421053,Mid-Range
snow_2,0.04302011102278423,0.035967116029443094,0.05153634179995214,75.78947368421053,Highest
snow_3,0.04748136927357554,0.03998815902555592,0.056560058638752374,77.89473684210526,Highest
snow_4,0.06556759791356256,0.054432721842417604,0.07909922989375047,84.21052631578947,Highest
snow_5,0.08926188900111677,0.07329894513440369,0.11022243677222375,96.84210526315789,Highest
spatter_1,0.00676482903323878,0.005315792357131531,0.008109756072788596,13.684210526315791,Lowest
spatter_2,0.0163067052916889,0.01282194643420588,0.019603733763038624,28.421052631578945,Lowest
spatter_3,0.02697590610629271,0.022124791425173394,0.03186934758301815,47.368421052631575,Mid-Range
spatter_4,0.01681761174791048,0.013109843119318974,0.020326397248719826,29.47368421052631,Lowest
spatter_5,0.02885573788304179,0.02233728208915487,0.03559809143490222,51.578947368421055,Mid-Range
speckle_noise_1,0.006193873883011527,0.004712346901421059,0.007671300195245752,11.578947368421053,Lowest
speckle_noise_2,0.01414838438005454,0.01049533099467345,0.017794015711425158,25.263157894736842,Lowest
speckle_noise_3,0.018860123079457267,0.013888420011253634,0.02364336991968388,34.73684210526316,Mid-Range
speckle_noise_4,0.029058688545887237,0.021098810033588263,0.03623082671229846,52.63157894736842,Mid-Range
speckle_noise_5,0.040576507647238115,0.02931955709453777,0.05082455698673917,72.63157894736842,Highest
zoom_blur_1,0.02361486197902002,0.01854047369329685,0.028624982660464045,38.94736842105263,Mid-Range
zoom_blur_2,0.027775594747914696,0.022185982591681464,0.03332838739368005,49.473684210526315,Mid-Range
zoom_blur_3,0.03106677904774667,0.024117643725436604,0.03788882835436239,55.78947368421052,Mid-Range
zoom_blur_4,0.034417539331304495,0.02686549530984614,0.04164699595469652,62.10526315789474,Mid-Range
zoom_blur_5,0.038425045230337115,0.03038952894202156,0.04649504977418678,68.42105263157895,Highest
