corruption_type,mean,lower,upper,percentile,category
brightness_1,0.015168002009854525,0.012244690466267725,0.019295280047568752,26.31578947368421,Lowest
brightness_2,0.032057070373302333,0.025798120248196135,0.04025026645981407,58.94736842105262,Mid-Range
brightness_3,0.04907575924432895,0.03968880739846261,0.062044970603775014,78.94736842105263,Highest
brightness_4,0.06660028707850725,0.05474165418361141,0.08185063943460108,85.26315789473684,Highest
brightness_5,0.09886128281797908,0.08122354204722658,0.12353308508565619,98.94736842105263,Highest
contrast_1,0.03956725726957893,0.03194270644415702,0.04665971785497497,71.57894736842105,Highest
contrast_2,0.0686582859288495,0.055502070254426224,0.08120332534988059,88.42105263157895,Highest
contrast_3,0.07907044494982345,0.06443176179628994,0.09365256474121408,93.6842105263158,Highest
contrast_4,0.08717091961544925,0.07022987240405235,0.1027136858960186,95.78947368421052,Highest
contrast_5,0.09795685126390609,0.08011830824843935,0.1153139107430402,97.89473684210527,Highest
defocus_blur_1,0.007401837132111915,0.005905779418423515,0.008732973787129018,16.842105263157894,Lowest
defocus_blur_2,0.01772076946286003,0.013790519691747603,0.021778770655119115,30.526315789473685,Lowest
defocus_blur_3,0.025738256898393076,0.020270675932359403,0.03125056611855696,43.15789473684211,Mid-Range
defocus_blur_4,0.03084139082926783,0.023631061860015127,0.03794475132120922,54.736842105263165,Mid-Range
defocus_blur_5,0.0394249850077361,0.031362019072143525,0.0479335944274118,70.52631578947368,Highest
elastic_1,0.015349753415884035,0.012111333836182174,0.01862173608278219,27.368421052631582,Lowest
elastic_2,0.018322435490094414,0.014393121878981037,0.022083103769280837,31.57894736842105,Lowest
elastic_3,0.024015930439868986,0.018786841620906984,0.02910894688594515,40.0,Mid-Range
elastic_4,0.024730786909240885,0.019420351301963124,0.029932445374036255,41.05263157894737,Mid-Range
elastic_5,0.02207888539534609,0.017588245352949384,0.0267610514567097,36.84210526315789,Mid-Range
fog_1,0.03524814963506543,0.028968285403437367,0.040627951686799335,63.1578947368421,Mid-Range
fog_2,0.060548100267957164,0.05029983087474634,0.06997582104223822,82.10526315789474,Highest
fog_3,0.07172264539907243,0.05801261719713155,0.08418332874760698,90.52631578947368,Highest
fog_4,0.0782563695396295,0.0641540939429312,0.09211251175048164,92.63157894736842,Highest
fog_5,0.08437309233864888,0.0696228921338984,0.10003455065033735,94.73684210526315,Highest
frost_1,0.042755581795910845,0.035200616469732084,0.052801552038616154,74.73684210526315,Highest
frost_2,0.06678540762055732,0.05548108010797629,0.08291306191701671,86.31578947368422,Highest
frost_3,0.07167902593134981,0.05899791204508275,0.0889338114299637,89.47368421052632,Highest
frost_4,0.06233740022242855,0.051810141187186784,0.07393432370408923,83.15789473684211,Highest
frost_5,0.05824159470938356,0.048115241803144256,0.06813928764995654,81.05263157894737,Highest
frosted_glass_blur_1,0.008436927131074953,0.006069659195730551,0.010871009726031701,18.947368421052634,Lowest
