corruption_type,mean,lower,upper,percentile,category
saturate_5,1.08165239066,0.7755556065999999,1.5611654842000002,84.21052631578947,Highest
shot_noise_1,0.063669920624,0.040590008067499996,0.089753992715,7.368421052631578,Lowest
shot_noise_2,0.12933660727860002,0.0761445765475,0.19325707743499998,20.0,Lowest
shot_noise_3,0.3177446300338,0.170553516985,0.5111030040649998,40.0,Mid-Range
shot_noise_4,0.4010662972736,0.2089258954,0.663359475825,46.31578947368421,Mid-Range
shot_noise_5,0.5639978934140001,0.27379862167499996,0.975032614225,62.10526315789474,Mid-Range
snow_1,0.19570053048,0.16323210729999998,0.22837768280000004,29.47368421052631,Lowest
snow_2,0.592162543156,0.4564033083,0.7508104207499999,63.1578947368421,Mid-Range
snow_3,0.74355525799,0.59720640755,0.917782567125,74.73684210526315,Highest
snow_4,1.0422101038320002,0.8786471493,1.24509425275,82.10526315789474,Highest
snow_5,1.38507059366,1.2090683185,1.5781478759999998,96.84210526315789,Highest
spatter_1,0.0881927495649,0.07233244381,0.1034817650325,10.526315789473683,Lowest
spatter_2,0.237488896237,0.20363941172500002,0.26788997172499995,30.526315789473685,Lowest
spatter_3,0.471883504443,0.42113452459999995,0.520322152775,50.526315789473685,Mid-Range
spatter_4,0.409533258047,0.2766820758250001,0.6060659635749999,47.368421052631575,Mid-Range
spatter_5,0.673348524401,0.44642896940000004,1.0025451810000001,69.47368421052632,Highest
speckle_noise_1,0.0861856817602,0.04864809708,0.13540290491999996,9.473684210526317,Lowest
speckle_noise_2,0.2527626146954,0.11085981669500002,0.45085838149999985,32.631578947368425,Lowest
speckle_noise_3,0.35261568415499994,0.14931284127500005,0.65346152575,42.10526315789473,Mid-Range
speckle_noise_4,0.533787794522,0.22628853915000008,1.0306851417499998,56.84210526315789,Mid-Range
speckle_noise_5,0.6391780254730001,0.29510841145,1.200608851325,65.26315789473685,Mid-Range
zoom_blur_1,0.27945416774,0.23459368562500002,0.31964140315,36.84210526315789,Mid-Range
zoom_blur_2,0.383503500811,0.3185272269,0.44275729547500003,45.26315789473684,Mid-Range
zoom_blur_3,0.530939625553,0.44220507732500003,0.6043200137000001,55.78947368421052,Mid-Range
zoom_blur_4,0.6948855038739999,0.5831036139250001,0.7955352170250001,72.63157894736842,Highest
zoom_blur_5,0.8382210062859999,0.701283148725,0.952105197625,77.89473684210526,Highest
