Approach,Model,Corruption Type,Date,Training Time,Fscore
Baseline,ResNet50,in-sample,2024-04-17 10:39:16.618486,817.9330806732178,0.7187615079126194
Baseline,ResNet50,brightness_3,2024-04-17 10:39:19.642971,817.9330806732178,0.6947461010421951
Baseline,ResNet50,contrast_3,2024-04-17 10:39:22.143584,817.9330806732178,0.4539162146983989
Baseline,ResNet50,defocus_blur_3,2024-04-17 10:39:24.613233,817.9330806732178,0.6898789668462402
Baseline,ResNet50,elastic_3,2024-04-17 10:39:27.095587,817.9330806732178,0.6577168979549768
Baseline,ResNet50,fog_3,2024-04-17 10:39:29.580448,817.9330806732178,0.6298708139228567
Baseline,ResNet50,frost_3,2024-04-17 10:39:32.079666,817.9330806732178,0.5948244680420176
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 10:39:34.552405,817.9330806732178,0.6450060485386733
Baseline,ResNet50,gaussian_blur_3,2024-04-17 10:39:37.041951,817.9330806732178,0.6601131442984876
Baseline,ResNet50,gaussian_noise_3,2024-04-17 10:39:39.524180,817.9330806732178,0.623772226995728
Baseline,ResNet50,impulse_noise_3,2024-04-17 10:39:42.011705,817.9330806732178,0.601441532677132
Baseline,ResNet50,jpeg_compression_3,2024-04-17 10:39:44.490306,817.9330806732178,0.6974950455219265
Baseline,ResNet50,motion_blur_3,2024-04-17 10:39:46.992175,817.9330806732178,0.5857353696446366
Baseline,ResNet50,pixelate_3,2024-04-17 10:39:49.473007,817.9330806732178,0.7073075520270344
Baseline,ResNet50,saturate_3,2024-04-17 10:39:51.946481,817.9330806732178,0.6970316808727156
Baseline,ResNet50,shot_noise_3,2024-04-17 10:39:54.425497,817.9330806732178,0.6573368930735548
Baseline,ResNet50,snow_3,2024-04-17 10:39:56.918651,817.9330806732178,0.604654139910769
Baseline,ResNet50,spatter_3,2024-04-17 10:39:59.419222,817.9330806732178,0.5967975963062551
Baseline,ResNet50,speckle_noise_3,2024-04-17 10:40:01.900203,817.9330806732178,0.6724047665016644
Baseline,ResNet50,zoom_blur_3,2024-04-17 10:40:04.368627,817.9330806732178,0.6381190135798909
Baseline,ResNet50,in-sample,2024-04-17 10:56:09.490344,960.4408574104308,0.7202977294375081
Baseline,ResNet50,brightness_3,2024-04-17 10:56:12.370365,960.4408574104308,0.6736534085839756
Baseline,ResNet50,contrast_3,2024-04-17 10:56:14.736287,960.4408574104308,0.422085371917954
Baseline,ResNet50,defocus_blur_3,2024-04-17 10:56:17.119821,960.4408574104308,0.6726584544517598
Baseline,ResNet50,elastic_3,2024-04-17 10:56:19.474695,960.4408574104308,0.6372130281288824
Baseline,ResNet50,fog_3,2024-04-17 10:56:21.854594,960.4408574104308,0.5919072433986898
Baseline,ResNet50,frost_3,2024-04-17 10:56:24.217299,960.4408574104308,0.5329758311053306
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 10:56:26.568745,960.4408574104308,0.6409717613768132
Baseline,ResNet50,gaussian_blur_3,2024-04-17 10:56:28.927956,960.4408574104308,0.6282771615454421
Baseline,ResNet50,gaussian_noise_3,2024-04-17 10:56:31.271288,960.4408574104308,0.6264533207839997
Baseline,ResNet50,impulse_noise_3,2024-04-17 10:56:33.619696,960.4408574104308,0.5741765744376653
Baseline,ResNet50,jpeg_compression_3,2024-04-17 10:56:36.014735,960.4408574104308,0.6958958257970244
Baseline,ResNet50,motion_blur_3,2024-04-17 10:56:38.371177,960.4408574104308,0.5224120333994101
Baseline,ResNet50,pixelate_3,2024-04-17 10:56:40.726513,960.4408574104308,0.7046692167141796
Baseline,ResNet50,saturate_3,2024-04-17 10:56:43.070466,960.4408574104308,0.7179406005342702
Baseline,ResNet50,shot_noise_3,2024-04-17 10:56:45.450724,960.4408574104308,0.6720511801919267
Baseline,ResNet50,snow_3,2024-04-17 10:56:47.824780,960.4408574104308,0.5965063603005442
Baseline,ResNet50,spatter_3,2024-04-17 10:56:50.186053,960.4408574104308,0.6000494415430146
Baseline,ResNet50,speckle_noise_3,2024-04-17 10:56:52.533438,960.4408574104308,0.6841977549319403
Baseline,ResNet50,zoom_blur_3,2024-04-17 10:56:54.905851,960.4408574104308,0.6366306600481361
Salt&Pepper,ResNet50,in-sample,2024-04-17 11:08:05.157990,664.7229697704315,0.678454459356219
Salt&Pepper,ResNet50,brightness_3,2024-04-17 11:08:08.171129,664.7229697704315,0.6296292880867411
Salt&Pepper,ResNet50,contrast_3,2024-04-17 11:08:10.637444,664.7229697704315,0.3327827855172175
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 11:08:13.091534,664.7229697704315,0.6497993297990352
Salt&Pepper,ResNet50,elastic_3,2024-04-17 11:08:15.558733,664.7229697704315,0.6247966066088598
Salt&Pepper,ResNet50,fog_3,2024-04-17 11:08:18.025871,664.7229697704315,0.508259586327409
Salt&Pepper,ResNet50,frost_3,2024-04-17 11:08:20.476419,664.7229697704315,0.5151096597749063
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 11:08:22.923988,664.7229697704315,0.6400877214824179
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 11:08:25.380329,664.7229697704315,0.628743795146672
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 11:08:27.842972,664.7229697704315,0.6636727841858646
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 11:08:30.291922,664.7229697704315,0.6591881894359157
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 11:08:32.744389,664.7229697704315,0.6697355758500131
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 11:08:35.241967,664.7229697704315,0.6050939414413828
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 11:08:37.707972,664.7229697704315,0.6691287586780752
Salt&Pepper,ResNet50,saturate_3,2024-04-17 11:08:40.162792,664.7229697704315,0.6567278114687334
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 11:08:42.619940,664.7229697704315,0.6708898504072491
Salt&Pepper,ResNet50,snow_3,2024-04-17 11:08:45.104648,664.7229697704315,0.5864791215227606
Salt&Pepper,ResNet50,spatter_3,2024-04-17 11:08:47.567349,664.7229697704315,0.6109095022669268
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 11:08:50.040783,664.7229697704315,0.6737651635043888
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 11:08:52.525785,664.7229697704315,0.6200930590490098
Salt&Pepper,ResNet50,in-sample,2024-04-17 11:18:05.763663,547.9806442260742,0.5704243914107352
Salt&Pepper,ResNet50,brightness_3,2024-04-17 11:18:08.747094,547.9806442260742,0.5541696706906064
Salt&Pepper,ResNet50,contrast_3,2024-04-17 11:18:11.252112,547.9806442260742,0.3281800674173646
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 11:18:13.698637,547.9806442260742,0.575169009758748
Salt&Pepper,ResNet50,elastic_3,2024-04-17 11:18:16.164814,547.9806442260742,0.5642453259173849
Salt&Pepper,ResNet50,fog_3,2024-04-17 11:18:18.609734,547.9806442260742,0.4660341603365886
Salt&Pepper,ResNet50,frost_3,2024-04-17 11:18:21.057034,547.9806442260742,0.4587665821012697
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 11:18:23.504849,547.9806442260742,0.5594236980786398
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 11:18:25.951601,547.9806442260742,0.5705011811530418
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 11:18:28.395699,547.9806442260742,0.5358643228164668
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 11:18:30.865047,547.9806442260742,0.526776271675856
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 11:18:33.301521,547.9806442260742,0.555792353468943
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 11:18:35.739005,547.9806442260742,0.5475734923684626
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 11:18:38.170552,547.9806442260742,0.5714049426064218
Salt&Pepper,ResNet50,saturate_3,2024-04-17 11:18:40.608975,547.9806442260742,0.5673388499892547
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 11:18:43.066602,547.9806442260742,0.5459503600191875
Salt&Pepper,ResNet50,snow_3,2024-04-17 11:18:45.512939,547.9806442260742,0.4826383391214664
Salt&Pepper,ResNet50,spatter_3,2024-04-17 11:18:47.964894,547.9806442260742,0.4733556110562613
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 11:18:50.423965,547.9806442260742,0.5501725350691993
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 11:18:52.865246,547.9806442260742,0.5688941284185933
Salt&Pepper,ResNet50,in-sample,2024-04-17 11:28:41.009644,582.8182380199432,0.6161332041958071
Salt&Pepper,ResNet50,brightness_3,2024-04-17 11:28:44.020841,582.8182380199432,0.5897215257529025
Salt&Pepper,ResNet50,contrast_3,2024-04-17 11:28:46.494629,582.8182380199432,0.246904466215787
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 11:28:48.982911,582.8182380199432,0.5934330891649614
Salt&Pepper,ResNet50,elastic_3,2024-04-17 11:28:51.453753,582.8182380199432,0.5706663505416769
Salt&Pepper,ResNet50,fog_3,2024-04-17 11:28:53.926542,582.8182380199432,0.4147549368638781
Salt&Pepper,ResNet50,frost_3,2024-04-17 11:28:56.389487,582.8182380199432,0.42341644944921
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 11:28:58.851735,582.8182380199432,0.5575064898601586
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 11:29:01.316401,582.8182380199432,0.5725147750701163
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 11:29:03.778674,582.8182380199432,0.5503386836244728
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 11:29:06.238595,582.8182380199432,0.5213234199567133
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 11:29:08.716470,582.8182380199432,0.5987057501078071
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 11:29:11.189961,582.8182380199432,0.5145046938203871
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 11:29:13.654093,582.8182380199432,0.6106164977935296
Salt&Pepper,ResNet50,saturate_3,2024-04-17 11:29:16.124919,582.8182380199432,0.6248004633633502
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 11:29:18.612407,582.8182380199432,0.5715644082121434
Salt&Pepper,ResNet50,snow_3,2024-04-17 11:29:21.084582,582.8182380199432,0.504046677429901
Salt&Pepper,ResNet50,spatter_3,2024-04-17 11:29:23.551195,582.8182380199432,0.4872338842882677
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 11:29:26.010993,582.8182380199432,0.5873198751375958
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 11:29:28.502900,582.8182380199432,0.5768556000626993
Salt&Pepper,ResNet50,in-sample,2024-04-17 11:38:07.189920,512.7333838939667,0.6163321827659011
Salt&Pepper,ResNet50,brightness_3,2024-04-17 11:38:10.188781,512.7333838939667,0.6086428688093941
Salt&Pepper,ResNet50,contrast_3,2024-04-17 11:38:12.650345,512.7333838939667,0.3498314551953903
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 11:38:15.116074,512.7333838939667,0.6251802360036336
Salt&Pepper,ResNet50,elastic_3,2024-04-17 11:38:17.566503,512.7333838939667,0.6073665522186018
Salt&Pepper,ResNet50,fog_3,2024-04-17 11:38:20.023167,512.7333838939667,0.5259347362377264
Salt&Pepper,ResNet50,frost_3,2024-04-17 11:38:22.463159,512.7333838939667,0.5087292015032442
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 11:38:24.915498,512.7333838939667,0.6054374830311333
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 11:38:27.359783,512.7333838939667,0.6228572459393256
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 11:38:29.818113,512.7333838939667,0.5815732736896043
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 11:38:32.298633,512.7333838939667,0.5646204303141997
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 11:38:34.775114,512.7333838939667,0.6072322624636822
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 11:38:37.250903,512.7333838939667,0.5993325853486048
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 11:38:39.731314,512.7333838939667,0.6230187935470687
Salt&Pepper,ResNet50,saturate_3,2024-04-17 11:38:42.193199,512.7333838939667,0.6025040450763404
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 11:38:44.651468,512.7333838939667,0.5948931505480897
Salt&Pepper,ResNet50,snow_3,2024-04-17 11:38:47.113164,512.7333838939667,0.5479231747789108
Salt&Pepper,ResNet50,spatter_3,2024-04-17 11:38:49.593372,512.7333838939667,0.5287640922578829
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 11:38:52.045037,512.7333838939667,0.6092124703027895
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 11:38:54.493548,512.7333838939667,0.6162384590906418
Salt&Pepper,ResNet50,in-sample,2024-04-17 11:48:07.229704,547.4481477737427,0.5582598566721548
Salt&Pepper,ResNet50,brightness_3,2024-04-17 11:48:10.251653,547.4481477737427,0.494725710468137
Salt&Pepper,ResNet50,contrast_3,2024-04-17 11:48:12.714392,547.4481477737427,0.195183305308265
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 11:48:15.160664,547.4481477737427,0.5075543871239042
Salt&Pepper,ResNet50,elastic_3,2024-04-17 11:48:17.619551,547.4481477737427,0.4931624039631354
Salt&Pepper,ResNet50,fog_3,2024-04-17 11:48:20.104236,547.4481477737427,0.3224531491859822
Salt&Pepper,ResNet50,frost_3,2024-04-17 11:48:22.578904,547.4481477737427,0.3230556542299302
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 11:48:25.051382,547.4481477737427,0.5141729941237237
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 11:48:27.522119,547.4481477737427,0.4815598468903951
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 11:48:29.975834,547.4481477737427,0.5582678494469983
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 11:48:32.445969,547.4481477737427,0.555053565639598
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 11:48:34.909323,547.4481477737427,0.5573094267085877
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 11:48:37.518234,547.4481477737427,0.4250761662547006
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 11:48:40.014013,547.4481477737427,0.5420834903313629
Salt&Pepper,ResNet50,saturate_3,2024-04-17 11:48:42.480277,547.4481477737427,0.5630377779460771
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 11:48:44.942025,547.4481477737427,0.5605116070158278
Salt&Pepper,ResNet50,snow_3,2024-04-17 11:48:47.405528,547.4481477737427,0.4959867025972552
Salt&Pepper,ResNet50,spatter_3,2024-04-17 11:48:49.851829,547.4481477737427,0.5373679318491036
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 11:48:52.303029,547.4481477737427,0.5597688454560161
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 11:48:54.793116,547.4481477737427,0.4704896741151962
Gaussian,ResNet50,in-sample,2024-04-17 12:12:24.235598,1404.507535457611,0.6129659313661687
Gaussian,ResNet50,brightness_3,2024-04-17 12:12:28.176823,1404.507535457611,0.568997948537673
Gaussian,ResNet50,contrast_3,2024-04-17 12:12:30.676244,1404.507535457611,0.1459506917411793
Gaussian,ResNet50,defocus_blur_3,2024-04-17 12:12:33.128892,1404.507535457611,0.5415745141374583
Gaussian,ResNet50,elastic_3,2024-04-17 12:12:35.583675,1404.507535457611,0.5108716371337988
Gaussian,ResNet50,fog_3,2024-04-17 12:12:38.055936,1404.507535457611,0.2498133573571528
Gaussian,ResNet50,frost_3,2024-04-17 12:12:40.503306,1404.507535457611,0.397998765103224
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 12:12:42.957383,1404.507535457611,0.5457924908227515
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 12:12:45.457309,1404.507535457611,0.5123901057161603
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 12:12:47.915954,1404.507535457611,0.6263673304791513
Gaussian,ResNet50,impulse_noise_3,2024-04-17 12:12:50.393545,1404.507535457611,0.6239930462099702
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 12:12:52.862626,1404.507535457611,0.6059011414443718
Gaussian,ResNet50,motion_blur_3,2024-04-17 12:12:55.340730,1404.507535457611,0.4686590954360595
Gaussian,ResNet50,pixelate_3,2024-04-17 12:12:57.791759,1404.507535457611,0.5905989786047173
Gaussian,ResNet50,saturate_3,2024-04-17 12:13:00.239336,1404.507535457611,0.6284455678288093
Gaussian,ResNet50,shot_noise_3,2024-04-17 12:13:02.701046,1404.507535457611,0.6244136947414872
Gaussian,ResNet50,snow_3,2024-04-17 12:13:05.163335,1404.507535457611,0.5657479769535088
Gaussian,ResNet50,spatter_3,2024-04-17 12:13:07.624487,1404.507535457611,0.6085940928786748
Gaussian,ResNet50,speckle_noise_3,2024-04-17 12:13:10.090204,1404.507535457611,0.6205768668498397
Gaussian,ResNet50,zoom_blur_3,2024-04-17 12:13:12.548403,1404.507535457611,0.5030886178480152
Gaussian,ResNet50,in-sample,2024-04-17 12:26:50.929658,813.4719738960266,0.6311203544765354
Gaussian,ResNet50,brightness_3,2024-04-17 12:26:54.871330,813.4719738960266,0.5882254151654269
Gaussian,ResNet50,contrast_3,2024-04-17 12:26:57.305404,813.4719738960266,0.1848825575249718
Gaussian,ResNet50,defocus_blur_3,2024-04-17 12:26:59.727456,813.4719738960266,0.5785649429837275
Gaussian,ResNet50,elastic_3,2024-04-17 12:27:02.176005,813.4719738960266,0.546132441179048
Gaussian,ResNet50,fog_3,2024-04-17 12:27:04.617449,813.4719738960266,0.3329251846513779
Gaussian,ResNet50,frost_3,2024-04-17 12:27:07.045045,813.4719738960266,0.45289046615281
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 12:27:09.512654,813.4719738960266,0.5729611091254629
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 12:27:11.964406,813.4719738960266,0.5581352349247743
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 12:27:14.412767,813.4719738960266,0.6336647102526163
Gaussian,ResNet50,impulse_noise_3,2024-04-17 12:27:16.864224,813.4719738960266,0.6323529788417226
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 12:27:19.289268,813.4719738960266,0.6252905492053119
Gaussian,ResNet50,motion_blur_3,2024-04-17 12:27:21.783665,813.4719738960266,0.5150646034099653
Gaussian,ResNet50,pixelate_3,2024-04-17 12:27:24.217277,813.4719738960266,0.614952883842919
Gaussian,ResNet50,saturate_3,2024-04-17 12:27:26.668381,813.4719738960266,0.6324559430564284
Gaussian,ResNet50,shot_noise_3,2024-04-17 12:27:29.096095,813.4719738960266,0.6306005976487936
Gaussian,ResNet50,snow_3,2024-04-17 12:27:31.537087,813.4719738960266,0.5825574101924913
Gaussian,ResNet50,spatter_3,2024-04-17 12:27:33.971996,813.4719738960266,0.614050801979243
Gaussian,ResNet50,speckle_noise_3,2024-04-17 12:27:36.392858,813.4719738960266,0.6337214493741883
Gaussian,ResNet50,zoom_blur_3,2024-04-17 12:27:38.824172,813.4719738960266,0.5387474543523386
Gaussian,ResNet50,in-sample,2024-04-17 12:39:33.495823,709.7884194850922,0.5844196658935432
Gaussian,ResNet50,brightness_3,2024-04-17 12:39:36.492803,709.7884194850922,0.5427283720589726
Gaussian,ResNet50,contrast_3,2024-04-17 12:39:38.967241,709.7884194850922,0.1830193760064811
Gaussian,ResNet50,defocus_blur_3,2024-04-17 12:39:41.433031,709.7884194850922,0.5383563803206128
Gaussian,ResNet50,elastic_3,2024-04-17 12:39:43.897040,709.7884194850922,0.5098377928935738
Gaussian,ResNet50,fog_3,2024-04-17 12:39:46.348247,709.7884194850922,0.2946841220130537
Gaussian,ResNet50,frost_3,2024-04-17 12:39:48.801266,709.7884194850922,0.4050354371616878
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 12:39:51.250681,709.7884194850922,0.53531823036336
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 12:39:53.709554,709.7884194850922,0.5151684085321937
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 12:39:56.160665,709.7884194850922,0.5906261725140375
Gaussian,ResNet50,impulse_noise_3,2024-04-17 12:39:58.615245,709.7884194850922,0.587240917221699
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 12:40:01.111089,709.7884194850922,0.5798031002083068
Gaussian,ResNet50,motion_blur_3,2024-04-17 12:40:03.555747,709.7884194850922,0.4754878648026432
Gaussian,ResNet50,pixelate_3,2024-04-17 12:40:06.013716,709.7884194850922,0.5639292981008959
Gaussian,ResNet50,saturate_3,2024-04-17 12:40:08.459987,709.7884194850922,0.5971493661546693
Gaussian,ResNet50,shot_noise_3,2024-04-17 12:40:10.906388,709.7884194850922,0.5871261506579804
Gaussian,ResNet50,snow_3,2024-04-17 12:40:13.420421,709.7884194850922,0.5350425889465604
Gaussian,ResNet50,spatter_3,2024-04-17 12:40:15.924806,709.7884194850922,0.5642914450880505
Gaussian,ResNet50,speckle_noise_3,2024-04-17 12:40:18.369290,709.7884194850922,0.5884858648400018
Gaussian,ResNet50,zoom_blur_3,2024-04-17 12:40:20.824045,709.7884194850922,0.4836863126670639
