Approach,Model,Corruption Type,Date,Training Time,Fscore
Gaussian,ResNet50,snow_3,2024-04-14 07:41:43.846667,862.2957224845886,0.7867955058632239
Gaussian,ResNet50,spatter_3,2024-04-14 07:41:46.188749,862.2957224845886,0.7993283273591095
Gaussian,ResNet50,speckle_noise_3,2024-04-14 07:41:48.541190,862.2957224845886,0.8729311918536606
Gaussian,ResNet50,zoom_blur_3,2024-04-14 07:41:50.896455,862.2957224845886,0.6627032512748724
Gaussian,ResNet50,brightness_3,2024-04-14 07:57:37.832674,941.2809660434724,0.8522036367248875
Gaussian,ResNet50,contrast_3,2024-04-14 07:57:40.193872,941.2809660434724,0.3766044146469273
Gaussian,ResNet50,defocus_blur_3,2024-04-14 07:57:42.556800,941.2809660434724,0.8684343214740176
Gaussian,ResNet50,elastic_3,2024-04-14 07:57:44.930072,941.2809660434724,0.7824301713197243
Gaussian,ResNet50,fog_3,2024-04-14 07:57:47.295959,941.2809660434724,0.6253952376085417
Gaussian,ResNet50,frost_3,2024-04-14 07:57:49.657584,941.2809660434724,0.6686794890260052
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-14 07:57:52.015651,941.2809660434724,0.8266440614619672
Gaussian,ResNet50,gaussian_blur_3,2024-04-14 07:57:54.384989,941.2809660434724,0.814295604678135
Gaussian,ResNet50,gaussian_noise_3,2024-04-14 07:57:56.741782,941.2809660434724,0.842258846490954
Gaussian,ResNet50,impulse_noise_3,2024-04-14 07:57:59.098563,941.2809660434724,0.789434308504642
Gaussian,ResNet50,jpeg_compression_3,2024-04-14 07:58:01.463401,941.2809660434724,0.8949721562638464
Gaussian,ResNet50,motion_blur_3,2024-04-14 07:58:03.838872,941.2809660434724,0.6874128571904211
Gaussian,ResNet50,pixelate_3,2024-04-14 07:58:06.204032,941.2809660434724,0.8986865066544631
Gaussian,ResNet50,saturate_3,2024-04-14 07:58:08.561704,941.2809660434724,0.8983674630211634
Gaussian,ResNet50,shot_noise_3,2024-04-14 07:58:10.933058,941.2809660434724,0.8702379579763857
Gaussian,ResNet50,snow_3,2024-04-14 07:58:13.316544,941.2809660434724,0.7778373644769194
Gaussian,ResNet50,spatter_3,2024-04-14 07:58:15.684909,941.2809660434724,0.7697406127765914
Gaussian,ResNet50,speckle_noise_3,2024-04-14 07:58:18.054055,941.2809660434724,0.8782522210404806
Gaussian,ResNet50,zoom_blur_3,2024-04-14 07:58:20.421239,941.2809660434724,0.7954593520841855
Gaussian,ResNet50,brightness_3,2024-04-14 08:17:03.576094,1118.608592748642,0.7335357165719778
Gaussian,ResNet50,contrast_3,2024-04-14 08:17:06.881837,1118.608592748642,0.2994995456000601
Gaussian,ResNet50,defocus_blur_3,2024-04-14 08:17:09.705135,1118.608592748642,0.6807506168569117
Gaussian,ResNet50,elastic_3,2024-04-14 08:17:12.060612,1118.608592748642,0.6245586433577726
Gaussian,ResNet50,fog_3,2024-04-14 08:17:14.432003,1118.608592748642,0.4639033056780837
Gaussian,ResNet50,frost_3,2024-04-14 08:17:16.852033,1118.608592748642,0.5099392160004826
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-14 08:17:19.215118,1118.608592748642,0.6951468034033356
Gaussian,ResNet50,gaussian_blur_3,2024-04-14 08:17:21.584101,1118.608592748642,0.6061348633035246
Gaussian,ResNet50,gaussian_noise_3,2024-04-14 08:17:23.963950,1118.608592748642,0.7991048545495435
Gaussian,ResNet50,impulse_noise_3,2024-04-14 08:17:26.340603,1118.608592748642,0.7730183232129084
Gaussian,ResNet50,jpeg_compression_3,2024-04-14 08:17:28.700787,1118.608592748642,0.786841266292366
Gaussian,ResNet50,motion_blur_3,2024-04-14 08:17:31.069978,1118.608592748642,0.4820174557968343
Gaussian,ResNet50,pixelate_3,2024-04-14 08:17:33.457139,1118.608592748642,0.7614644046103376
Gaussian,ResNet50,saturate_3,2024-04-14 08:17:35.828995,1118.608592748642,0.8263975801110135
Gaussian,ResNet50,shot_noise_3,2024-04-14 08:17:38.197448,1118.608592748642,0.8020828270849443
Gaussian,ResNet50,snow_3,2024-04-14 08:17:40.566042,1118.608592748642,0.700504191345526
Gaussian,ResNet50,spatter_3,2024-04-14 08:17:42.922083,1118.608592748642,0.7277963876403344
Gaussian,ResNet50,speckle_noise_3,2024-04-14 08:17:45.294810,1118.608592748642,0.8008583303356144
Gaussian,ResNet50,zoom_blur_3,2024-04-14 08:17:47.653255,1118.608592748642,0.5999658550834285
Gaussian,ResNet50,brightness_3,2024-04-14 08:29:25.649047,693.3936269283295,0.7187537931532499
Gaussian,ResNet50,contrast_3,2024-04-14 08:29:28.003597,693.3936269283295,0.1719512346985909
Gaussian,ResNet50,defocus_blur_3,2024-04-14 08:29:30.344259,693.3936269283295,0.6233836371193188
Gaussian,ResNet50,elastic_3,2024-04-14 08:29:32.689741,693.3936269283295,0.574685784179732
Gaussian,ResNet50,fog_3,2024-04-14 08:29:35.031979,693.3936269283295,0.3653135993620161
Gaussian,ResNet50,frost_3,2024-04-14 08:29:37.383501,693.3936269283295,0.5402419816084503
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-14 08:29:39.716813,693.3936269283295,0.6603505966510695
Gaussian,ResNet50,gaussian_blur_3,2024-04-14 08:29:42.056191,693.3936269283295,0.5427316837496896
Gaussian,ResNet50,gaussian_noise_3,2024-04-14 08:29:44.407104,693.3936269283295,0.7958796926896128
Gaussian,ResNet50,impulse_noise_3,2024-04-14 08:29:46.755959,693.3936269283295,0.7680985403990178
Gaussian,ResNet50,jpeg_compression_3,2024-04-14 08:29:49.090980,693.3936269283295,0.7576010325551537
Gaussian,ResNet50,motion_blur_3,2024-04-14 08:29:51.430411,693.3936269283295,0.4228170238593839
Gaussian,ResNet50,pixelate_3,2024-04-14 08:29:53.767170,693.3936269283295,0.7395662566906654
Gaussian,ResNet50,saturate_3,2024-04-14 08:29:56.104547,693.3936269283295,0.782958443011423
Gaussian,ResNet50,shot_noise_3,2024-04-14 08:29:58.457273,693.3936269283295,0.7950444267853358
Gaussian,ResNet50,snow_3,2024-04-14 08:30:00.820712,693.3936269283295,0.6939676054463553
Gaussian,ResNet50,spatter_3,2024-04-14 08:30:03.164595,693.3936269283295,0.7349561145401003
Gaussian,ResNet50,speckle_noise_3,2024-04-14 08:30:05.518290,693.3936269283295,0.7815417717640899
Gaussian,ResNet50,zoom_blur_3,2024-04-14 08:30:07.857882,693.3936269283295,0.5342957029227389
Gaussian,ResNet50,brightness_3,2024-04-14 08:43:14.137789,781.7182538509369,0.7486311875938723
Gaussian,ResNet50,contrast_3,2024-04-14 08:43:17.392743,781.7182538509369,0.2593635549363691
Gaussian,ResNet50,defocus_blur_3,2024-04-14 08:43:19.723787,781.7182538509369,0.7072947666357886
Gaussian,ResNet50,elastic_3,2024-04-14 08:43:22.040941,781.7182538509369,0.6405349802332154
Gaussian,ResNet50,fog_3,2024-04-14 08:43:24.398621,781.7182538509369,0.4509426401866371
Gaussian,ResNet50,frost_3,2024-04-14 08:43:26.726915,781.7182538509369,0.5549410336681084
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-14 08:43:29.046182,781.7182538509369,0.7011205174149568
Gaussian,ResNet50,gaussian_blur_3,2024-04-14 08:43:31.372657,781.7182538509369,0.6265397757765878
Gaussian,ResNet50,gaussian_noise_3,2024-04-14 08:43:33.694934,781.7182538509369,0.7921525971828908
Gaussian,ResNet50,impulse_noise_3,2024-04-14 08:43:36.025990,781.7182538509369,0.7601149110371751
Gaussian,ResNet50,jpeg_compression_3,2024-04-14 08:43:38.371541,781.7182538509369,0.812487705094652
Gaussian,ResNet50,motion_blur_3,2024-04-14 08:43:40.695498,781.7182538509369,0.4643845974916344
Gaussian,ResNet50,pixelate_3,2024-04-14 08:43:43.011970,781.7182538509369,0.8068687228212953
Gaussian,ResNet50,saturate_3,2024-04-14 08:43:45.345403,781.7182538509369,0.8238940399686244
Gaussian,ResNet50,shot_noise_3,2024-04-14 08:43:47.677029,781.7182538509369,0.8100083260155817
Gaussian,ResNet50,snow_3,2024-04-14 08:43:49.995558,781.7182538509369,0.71460062030697
Gaussian,ResNet50,spatter_3,2024-04-14 08:43:52.323995,781.7182538509369,0.7149682964337424
Gaussian,ResNet50,speckle_noise_3,2024-04-14 08:43:54.654013,781.7182538509369,0.8082266845095187
Gaussian,ResNet50,zoom_blur_3,2024-04-14 08:43:56.980506,781.7182538509369,0.6083922402064743
Gaussian,ResNet50,brightness_3,2024-04-14 08:56:22.259026,740.7596402168274,0.7823495493864911
Gaussian,ResNet50,contrast_3,2024-04-14 08:56:25.504445,740.7596402168274,0.2409845532200035
Gaussian,ResNet50,defocus_blur_3,2024-04-14 08:56:27.847622,740.7596402168274,0.7371278497989454
Gaussian,ResNet50,elastic_3,2024-04-14 08:56:30.178203,740.7596402168274,0.6701848924657485
Gaussian,ResNet50,fog_3,2024-04-14 08:56:32.527633,740.7596402168274,0.4741566731246922
Gaussian,ResNet50,frost_3,2024-04-14 08:56:34.877113,740.7596402168274,0.6334400991508764
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-14 08:56:37.225699,740.7596402168274,0.739658071536226
Gaussian,ResNet50,gaussian_blur_3,2024-04-14 08:56:39.575303,740.7596402168274,0.6730801737756831
Gaussian,ResNet50,gaussian_noise_3,2024-04-14 08:56:41.925492,740.7596402168274,0.8164417190251261
Gaussian,ResNet50,impulse_noise_3,2024-04-14 08:56:44.256394,740.7596402168274,0.7769599090517476
Gaussian,ResNet50,jpeg_compression_3,2024-04-14 08:56:46.592023,740.7596402168274,0.8270987931195201
Gaussian,ResNet50,motion_blur_3,2024-04-14 08:56:48.944110,740.7596402168274,0.5323897481034204
Gaussian,ResNet50,pixelate_3,2024-04-14 08:56:51.286162,740.7596402168274,0.8088531543172278
Gaussian,ResNet50,saturate_3,2024-04-14 08:56:53.632087,740.7596402168274,0.8085065538787761
Gaussian,ResNet50,shot_noise_3,2024-04-14 08:56:55.970044,740.7596402168274,0.8220980293784406
Gaussian,ResNet50,snow_3,2024-04-14 08:56:58.313405,740.7596402168274,0.7621424115384883
Gaussian,ResNet50,spatter_3,2024-04-14 08:57:00.671257,740.7596402168274,0.7559271621046927
Gaussian,ResNet50,speckle_noise_3,2024-04-14 08:57:03.025426,740.7596402168274,0.8191920765371836
Gaussian,ResNet50,zoom_blur_3,2024-04-14 08:57:05.368622,740.7596402168274,0.6498627924541734
DefaultAug,ResNet50,brightness_3,2024-04-14 09:14:42.932155,1052.593896150589,0.8682413018641837
DefaultAug,ResNet50,contrast_3,2024-04-14 09:14:46.226837,1052.593896150589,0.6175947937982056
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 09:14:48.586390,1052.593896150589,0.8334379528330118
DefaultAug,ResNet50,elastic_3,2024-04-14 09:14:50.925764,1052.593896150589,0.7897081842998159
DefaultAug,ResNet50,fog_3,2024-04-14 09:14:53.269918,1052.593896150589,0.764295197568157
DefaultAug,ResNet50,frost_3,2024-04-14 09:14:55.624221,1052.593896150589,0.7451577991708384
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 09:14:57.968474,1052.593896150589,0.7680595741084766
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 09:15:00.319654,1052.593896150589,0.7873612492379893
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 09:15:02.664691,1052.593896150589,0.7576012815962743
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 09:15:05.027097,1052.593896150589,0.7211488131891322
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 09:15:07.378832,1052.593896150589,0.8513623376188895
DefaultAug,ResNet50,motion_blur_3,2024-04-14 09:15:09.720736,1052.593896150589,0.674372934486357
DefaultAug,ResNet50,pixelate_3,2024-04-14 09:15:12.058585,1052.593896150589,0.8724046586998604
DefaultAug,ResNet50,saturate_3,2024-04-14 09:15:14.414632,1052.593896150589,0.8771541892677069
DefaultAug,ResNet50,shot_noise_3,2024-04-14 09:15:16.778510,1052.593896150589,0.806806392182183
DefaultAug,ResNet50,snow_3,2024-04-14 09:15:19.101210,1052.593896150589,0.7922651332361462
DefaultAug,ResNet50,spatter_3,2024-04-14 09:15:21.447379,1052.593896150589,0.7810440168412572
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 09:15:23.791471,1052.593896150589,0.8321809045084722
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 09:15:26.129837,1052.593896150589,0.7796373721470233
DefaultAug,ResNet50,brightness_3,2024-04-14 09:33:44.751127,1093.8753564357758,0.8577950833929211
DefaultAug,ResNet50,contrast_3,2024-04-14 09:33:48.758474,1093.8753564357758,0.628056702738377
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 09:33:51.091755,1093.8753564357758,0.8275097922440496
DefaultAug,ResNet50,elastic_3,2024-04-14 09:33:53.419938,1093.8753564357758,0.7940073832230132
DefaultAug,ResNet50,fog_3,2024-04-14 09:33:55.778067,1093.8753564357758,0.7541542863963845
DefaultAug,ResNet50,frost_3,2024-04-14 09:33:58.132793,1093.8753564357758,0.7365613351051794
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 09:34:00.464933,1093.8753564357758,0.7596342994674834
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 09:34:02.844214,1093.8753564357758,0.7809147692605686
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 09:34:05.229292,1093.8753564357758,0.7038351955802479
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 09:34:07.588083,1093.8753564357758,0.6654706856089987
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 09:34:09.943716,1093.8753564357758,0.8330174096411037
DefaultAug,ResNet50,motion_blur_3,2024-04-14 09:34:12.309205,1093.8753564357758,0.6741976177350415
DefaultAug,ResNet50,pixelate_3,2024-04-14 09:34:14.664288,1093.8753564357758,0.868260183772162
DefaultAug,ResNet50,saturate_3,2024-04-14 09:34:17.051757,1093.8753564357758,0.874569424213826
DefaultAug,ResNet50,shot_noise_3,2024-04-14 09:34:19.403127,1093.8753564357758,0.7685146252043705
DefaultAug,ResNet50,snow_3,2024-04-14 09:34:21.759733,1093.8753564357758,0.7627462600631196
DefaultAug,ResNet50,spatter_3,2024-04-14 09:34:24.126807,1093.8753564357758,0.7508465836853455
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 09:34:26.476057,1093.8753564357758,0.8037544671944803
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 09:34:28.818230,1093.8753564357758,0.7716664550609342
DefaultAug,ResNet50,brightness_3,2024-04-14 09:53:34.531666,1140.9071643352509,0.8819566393582026
DefaultAug,ResNet50,contrast_3,2024-04-14 09:53:37.794415,1140.9071643352509,0.5615862646140067
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 09:53:40.129101,1140.9071643352509,0.8473671645988781
DefaultAug,ResNet50,elastic_3,2024-04-14 09:53:42.469971,1140.9071643352509,0.8127455717122366
DefaultAug,ResNet50,fog_3,2024-04-14 09:53:44.825719,1140.9071643352509,0.7521200178611591
DefaultAug,ResNet50,frost_3,2024-04-14 09:53:47.172587,1140.9071643352509,0.7427424129018182
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 09:53:49.514205,1140.9071643352509,0.7349386412585248
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 09:53:51.857860,1140.9071643352509,0.8042571764311554
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 09:53:54.207466,1140.9071643352509,0.660239652373471
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 09:53:57.049368,1140.9071643352509,0.651997255910214
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 09:53:59.407401,1140.9071643352509,0.8310871628691231
DefaultAug,ResNet50,motion_blur_3,2024-04-14 09:54:01.766779,1140.9071643352509,0.7206160563168948
DefaultAug,ResNet50,pixelate_3,2024-04-14 09:54:04.120660,1140.9071643352509,0.85484805359337
DefaultAug,ResNet50,saturate_3,2024-04-14 09:54:06.484628,1140.9071643352509,0.8814526236443798
DefaultAug,ResNet50,shot_noise_3,2024-04-14 09:54:08.913781,1140.9071643352509,0.7254436833443159
DefaultAug,ResNet50,snow_3,2024-04-14 09:54:11.280475,1140.9071643352509,0.7627164279193197
DefaultAug,ResNet50,spatter_3,2024-04-14 09:54:13.649530,1140.9071643352509,0.738174413309868
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 09:54:16.012571,1140.9071643352509,0.7563096778295901
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 09:54:18.381308,1140.9071643352509,0.7960741371033868
DefaultAug,ResNet50,brightness_3,2024-04-14 10:13:21.692822,1138.4766862392426,0.8476534846103452
DefaultAug,ResNet50,contrast_3,2024-04-14 10:13:24.049515,1138.4766862392426,0.5918876608256787
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 10:13:26.410808,1138.4766862392426,0.8437927892962611
DefaultAug,ResNet50,elastic_3,2024-04-14 10:13:28.784554,1138.4766862392426,0.8013678080504525
DefaultAug,ResNet50,fog_3,2024-04-14 10:13:31.165217,1138.4766862392426,0.7471407095826881
DefaultAug,ResNet50,frost_3,2024-04-14 10:13:33.491928,1138.4766862392426,0.6751997041243263
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 10:13:35.841118,1138.4766862392426,0.7500875631464639
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 10:13:38.183432,1138.4766862392426,0.7936034406090334
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 10:13:40.538016,1138.4766862392426,0.6618170541684751
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 10:13:42.879614,1138.4766862392426,0.6229885822027585
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 10:13:45.227105,1138.4766862392426,0.8298487055938386
DefaultAug,ResNet50,motion_blur_3,2024-04-14 10:13:47.578577,1138.4766862392426,0.6628819607622801
DefaultAug,ResNet50,pixelate_3,2024-04-14 10:13:49.920369,1138.4766862392426,0.8733690740603576
DefaultAug,ResNet50,saturate_3,2024-04-14 10:13:52.258729,1138.4766862392426,0.8802289469088009
DefaultAug,ResNet50,shot_noise_3,2024-04-14 10:13:54.600822,1138.4766862392426,0.7264248836507355
DefaultAug,ResNet50,snow_3,2024-04-14 10:13:56.956551,1138.4766862392426,0.7299328465949778
DefaultAug,ResNet50,spatter_3,2024-04-14 10:13:59.293541,1138.4766862392426,0.7327232021423962
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 10:14:01.633149,1138.4766862392426,0.7640314987866151
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 10:14:03.963142,1138.4766862392426,0.7844507572201292
DefaultAug,ResNet50,brightness_3,2024-04-14 10:30:56.249855,1007.6035256385804,0.8636262889690608
DefaultAug,ResNet50,contrast_3,2024-04-14 10:30:58.607489,1007.6035256385804,0.6561445444080134
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 10:31:00.966070,1007.6035256385804,0.8367292272215432
DefaultAug,ResNet50,elastic_3,2024-04-14 10:31:03.319227,1007.6035256385804,0.8036610907217048
DefaultAug,ResNet50,fog_3,2024-04-14 10:31:05.676078,1007.6035256385804,0.7874884492535825
DefaultAug,ResNet50,frost_3,2024-04-14 10:31:08.022765,1007.6035256385804,0.7507319910063509
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 10:31:10.360855,1007.6035256385804,0.7645016789242176
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 10:31:12.709078,1007.6035256385804,0.7937322123741724
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 10:31:15.060113,1007.6035256385804,0.732333278006646
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 10:31:17.406029,1007.6035256385804,0.6975354925519572
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 10:31:19.753048,1007.6035256385804,0.8440298979357745
DefaultAug,ResNet50,motion_blur_3,2024-04-14 10:31:22.122471,1007.6035256385804,0.7078063753248917
DefaultAug,ResNet50,pixelate_3,2024-04-14 10:31:24.478020,1007.6035256385804,0.8709992065193098
DefaultAug,ResNet50,saturate_3,2024-04-14 10:31:26.862411,1007.6035256385804,0.8707470651123168
DefaultAug,ResNet50,shot_noise_3,2024-04-14 10:31:29.222416,1007.6035256385804,0.7993865763760981
DefaultAug,ResNet50,snow_3,2024-04-14 10:31:31.569983,1007.6035256385804,0.7742193536441613
DefaultAug,ResNet50,spatter_3,2024-04-14 10:31:33.913810,1007.6035256385804,0.7626809027395633
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 10:31:36.271184,1007.6035256385804,0.8282515408277231
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 10:31:38.624589,1007.6035256385804,0.7791102228796414
DefaultAug,ResNet50,brightness_3,2024-04-14 10:55:46.922805,1443.4776260852814,0.9175404333402843
DefaultAug,ResNet50,contrast_3,2024-04-14 10:55:49.302488,1443.4776260852814,0.6694939092817004
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 10:55:51.657440,1443.4776260852814,0.8997176264413378
DefaultAug,ResNet50,elastic_3,2024-04-14 10:55:54.016226,1443.4776260852814,0.8642434584050502
DefaultAug,ResNet50,fog_3,2024-04-14 10:55:56.383516,1443.4776260852814,0.8159107653693816
DefaultAug,ResNet50,frost_3,2024-04-14 10:55:58.752029,1443.4776260852814,0.7573978484864818
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 10:56:01.112120,1443.4776260852814,0.7643649042517535
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 10:56:03.455233,1443.4776260852814,0.8536890747032873
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 10:56:05.818918,1443.4776260852814,0.6452401012964128
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 10:56:08.194369,1443.4776260852814,0.6245309299125628
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 10:56:10.552760,1443.4776260852814,0.86219802836051
DefaultAug,ResNet50,motion_blur_3,2024-04-14 10:56:12.915813,1443.4776260852814,0.7384606995657675
DefaultAug,ResNet50,pixelate_3,2024-04-14 10:56:15.304526,1443.4776260852814,0.907798249192106
DefaultAug,ResNet50,saturate_3,2024-04-14 10:56:17.713043,1443.4776260852814,0.9250667105183096
DefaultAug,ResNet50,shot_noise_3,2024-04-14 10:56:20.069838,1443.4776260852814,0.7261196692411296
DefaultAug,ResNet50,snow_3,2024-04-14 10:56:22.436759,1443.4776260852814,0.7986121926774851
DefaultAug,ResNet50,spatter_3,2024-04-14 10:56:24.796066,1443.4776260852814,0.7756512070931735
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 10:56:27.145624,1443.4776260852814,0.7733799508434848
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 10:56:29.510463,1443.4776260852814,0.8567404339641544
DefaultAug,ResNet50,brightness_3,2024-04-14 11:19:07.796160,1353.5699820518494,0.8840266403752974
DefaultAug,ResNet50,contrast_3,2024-04-14 11:19:10.136855,1353.5699820518494,0.5692363997148105
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 11:19:12.478950,1353.5699820518494,0.8697060678716284
DefaultAug,ResNet50,elastic_3,2024-04-14 11:19:14.819609,1353.5699820518494,0.8354136015756245
DefaultAug,ResNet50,fog_3,2024-04-14 11:19:17.172351,1353.5699820518494,0.761276009833776
DefaultAug,ResNet50,frost_3,2024-04-14 11:19:20.309101,1353.5699820518494,0.7474321170361087
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 11:19:22.675977,1353.5699820518494,0.7074739106888231
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 11:19:25.047205,1353.5699820518494,0.8386524625580396
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 11:19:27.408746,1353.5699820518494,0.6699039971841023
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 11:19:29.768957,1353.5699820518494,0.6432895453615195
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 11:19:32.130997,1353.5699820518494,0.8206105114523016
DefaultAug,ResNet50,motion_blur_3,2024-04-14 11:19:34.493017,1353.5699820518494,0.7726724915393662
DefaultAug,ResNet50,pixelate_3,2024-04-14 11:19:36.862046,1353.5699820518494,0.8643792729849766
DefaultAug,ResNet50,saturate_3,2024-04-14 11:19:39.217402,1353.5699820518494,0.8939975901958389
DefaultAug,ResNet50,shot_noise_3,2024-04-14 11:19:41.570791,1353.5699820518494,0.7301636870717364
DefaultAug,ResNet50,snow_3,2024-04-14 11:19:43.916358,1353.5699820518494,0.7654525804938908
DefaultAug,ResNet50,spatter_3,2024-04-14 11:19:46.281813,1353.5699820518494,0.7298688742450714
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 11:19:48.656265,1353.5699820518494,0.7631718094797793
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 11:19:51.017439,1353.5699820518494,0.8413404568315
DefaultAug,ResNet50,brightness_3,2024-04-14 11:45:17.686934,1521.8801174163818,0.9090581202813462
DefaultAug,ResNet50,contrast_3,2024-04-14 11:45:20.975717,1521.8801174163818,0.679182528746339
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 11:45:23.327362,1521.8801174163818,0.8968199402995769
DefaultAug,ResNet50,elastic_3,2024-04-14 11:45:25.675588,1521.8801174163818,0.8537606713157679
DefaultAug,ResNet50,fog_3,2024-04-14 11:45:28.047669,1521.8801174163818,0.826614244724398
DefaultAug,ResNet50,frost_3,2024-04-14 11:45:30.380374,1521.8801174163818,0.7518177435985511
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 11:45:32.728796,1521.8801174163818,0.8065686390975154
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 11:45:35.064237,1521.8801174163818,0.8603375075247722
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 11:45:37.417631,1521.8801174163818,0.8016614453503734
DefaultAug,ResNet50,impulse_noise_3,2024-04-14 11:45:39.766647,1521.8801174163818,0.746410333228578
DefaultAug,ResNet50,jpeg_compression_3,2024-04-14 11:45:42.103051,1521.8801174163818,0.8900287756466565
DefaultAug,ResNet50,motion_blur_3,2024-04-14 11:45:44.441402,1521.8801174163818,0.7621959185483103
DefaultAug,ResNet50,pixelate_3,2024-04-14 11:45:46.780681,1521.8801174163818,0.9209933349877686
DefaultAug,ResNet50,saturate_3,2024-04-14 11:45:49.110780,1521.8801174163818,0.9396930275889854
DefaultAug,ResNet50,shot_noise_3,2024-04-14 11:45:51.458655,1521.8801174163818,0.8567098071008292
DefaultAug,ResNet50,snow_3,2024-04-14 11:45:53.798898,1521.8801174163818,0.8207371197681665
DefaultAug,ResNet50,spatter_3,2024-04-14 11:45:56.152702,1521.8801174163818,0.8194544001476552
DefaultAug,ResNet50,speckle_noise_3,2024-04-14 11:45:58.493448,1521.8801174163818,0.8820708153322275
DefaultAug,ResNet50,zoom_blur_3,2024-04-14 11:46:00.838302,1521.8801174163818,0.8340998467103642
DefaultAug,ResNet50,brightness_3,2024-04-14 12:05:05.672226,1139.5908935070038,0.8931681770780848
DefaultAug,ResNet50,contrast_3,2024-04-14 12:05:08.012408,1139.5908935070038,0.6649942801518866
DefaultAug,ResNet50,defocus_blur_3,2024-04-14 12:05:10.362641,1139.5908935070038,0.8799852921305149
DefaultAug,ResNet50,elastic_3,2024-04-14 12:05:12.698076,1139.5908935070038,0.8385171023380487
DefaultAug,ResNet50,fog_3,2024-04-14 12:05:15.026875,1139.5908935070038,0.8118431193449973
DefaultAug,ResNet50,frost_3,2024-04-14 12:05:17.368613,1139.5908935070038,0.7823581499302963
DefaultAug,ResNet50,frosted_glass_blur_3,2024-04-14 12:05:19.709869,1139.5908935070038,0.7684743231165497
DefaultAug,ResNet50,gaussian_blur_3,2024-04-14 12:05:22.070703,1139.5908935070038,0.8431822610975456
DefaultAug,ResNet50,gaussian_noise_3,2024-04-14 12:05:24.416678,1139.5908935070038,0.7046259165403297
