Approach,Model,Corruption Type,Date,Training Time,Fscore
Gaussian,ResNet50,in-sample,2024-04-16 22:24:02.245412,755.1358506679535,0.7187487715098617
Gaussian,ResNet50,brightness_3,2024-04-16 22:24:05.095527,755.1358506679535,0.6913613155197073
Gaussian,ResNet50,contrast_3,2024-04-16 22:24:07.502269,755.1358506679535,0.316408544694559
Gaussian,ResNet50,defocus_blur_3,2024-04-16 22:24:09.976627,755.1358506679535,0.6717368879443456
Gaussian,ResNet50,elastic_3,2024-04-16 22:24:12.425310,755.1358506679535,0.6467744777192648
Gaussian,ResNet50,fog_3,2024-04-16 22:24:14.836034,755.1358506679535,0.53713163213896
Gaussian,ResNet50,frost_3,2024-04-16 22:24:17.164568,755.1358506679535,0.5958433045100007
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-16 22:24:19.487389,755.1358506679535,0.6652476108629063
Gaussian,ResNet50,gaussian_blur_3,2024-04-16 22:24:21.812295,755.1358506679535,0.647748510283327
Gaussian,ResNet50,gaussian_noise_3,2024-04-16 22:24:24.138110,755.1358506679535,0.6991548563496535
Gaussian,ResNet50,impulse_noise_3,2024-04-16 22:24:26.467772,755.1358506679535,0.6818326823833495
Gaussian,ResNet50,jpeg_compression_3,2024-04-16 22:24:28.782820,755.1358506679535,0.7073805526340778
Gaussian,ResNet50,motion_blur_3,2024-04-16 22:24:31.108501,755.1358506679535,0.5910981987502515
Gaussian,ResNet50,pixelate_3,2024-04-16 22:24:33.449176,755.1358506679535,0.7024287238884515
Gaussian,ResNet50,saturate_3,2024-04-16 22:24:35.767927,755.1358506679535,0.7032137984594169
Gaussian,ResNet50,shot_noise_3,2024-04-16 22:24:38.087888,755.1358506679535,0.7075510213106473
Gaussian,ResNet50,snow_3,2024-04-16 22:24:40.418322,755.1358506679535,0.653411633206072
Gaussian,ResNet50,spatter_3,2024-04-16 22:24:42.758568,755.1358506679535,0.6508543412030361
Gaussian,ResNet50,speckle_noise_3,2024-04-16 22:24:45.087225,755.1358506679535,0.7098568202701238
Gaussian,ResNet50,zoom_blur_3,2024-04-16 22:24:47.411049,755.1358506679535,0.633644427361228
Gaussian,ResNet50,in-sample,2024-04-16 22:38:09.468565,797.384476184845,0.6734935931768599
Gaussian,ResNet50,brightness_3,2024-04-16 22:38:12.323192,797.384476184845,0.6327258197622166
Gaussian,ResNet50,contrast_3,2024-04-16 22:38:14.677046,797.384476184845,0.188104565808421
Gaussian,ResNet50,defocus_blur_3,2024-04-16 22:38:17.064692,797.384476184845,0.5800466722687354
Gaussian,ResNet50,elastic_3,2024-04-16 22:38:19.404191,797.384476184845,0.5632911785952105
Gaussian,ResNet50,fog_3,2024-04-16 22:38:21.744377,797.384476184845,0.3764004358573775
Gaussian,ResNet50,frost_3,2024-04-16 22:38:24.085807,797.384476184845,0.5094467131025999
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-16 22:38:26.430440,797.384476184845,0.5798339230356726
Gaussian,ResNet50,gaussian_blur_3,2024-04-16 22:38:28.771160,797.384476184845,0.534154294033684
Gaussian,ResNet50,gaussian_noise_3,2024-04-16 22:38:31.096057,797.384476184845,0.6792768373111873
Gaussian,ResNet50,impulse_noise_3,2024-04-16 22:38:33.451184,797.384476184845,0.6597055415337867
Gaussian,ResNet50,jpeg_compression_3,2024-04-16 22:38:35.785621,797.384476184845,0.6603761671648767
Gaussian,ResNet50,motion_blur_3,2024-04-16 22:38:38.128337,797.384476184845,0.5040792066084638
Gaussian,ResNet50,pixelate_3,2024-04-16 22:38:40.469767,797.384476184845,0.6452450782219776
Gaussian,ResNet50,saturate_3,2024-04-16 22:38:42.798349,797.384476184845,0.6760240657179009
Gaussian,ResNet50,shot_noise_3,2024-04-16 22:38:45.126839,797.384476184845,0.6847044823862818
Gaussian,ResNet50,snow_3,2024-04-16 22:38:47.449674,797.384476184845,0.5947511326440329
Gaussian,ResNet50,spatter_3,2024-04-16 22:38:49.788639,797.384476184845,0.6241348441115757
Gaussian,ResNet50,speckle_noise_3,2024-04-16 22:38:52.140050,797.384476184845,0.6833608711527293
Gaussian,ResNet50,zoom_blur_3,2024-04-16 22:38:54.486982,797.384476184845,0.5171225431829544
