,fold,corruption_type,kl_divergences
782,8,fog_3,0.6974907
783,8,fog_4,0.92956966
784,8,fog_5,1.3763791
785,8,frost_1,0.4761582
786,8,frost_2,0.9322286
787,8,frost_3,1.1516081
788,8,frost_4,1.0348295
789,8,frost_5,1.1564323
790,8,frosted_glass_blur_1,0.7751296
791,8,frosted_glass_blur_2,0.76676166
792,8,frosted_glass_blur_3,0.7301396
793,8,frosted_glass_blur_4,1.5475024
794,8,frosted_glass_blur_5,1.4970593
795,8,gaussian_blur_1,0.004475225
796,8,gaussian_blur_2,0.07301176
797,8,gaussian_blur_3,0.12815896
798,8,gaussian_blur_4,0.18969144
799,8,gaussian_blur_5,0.32697845
800,8,gaussian_noise_1,0.14015
801,8,gaussian_noise_2,0.30872163
802,8,gaussian_noise_3,0.5338587
803,8,gaussian_noise_4,0.6278601
804,8,gaussian_noise_5,0.7085927
805,8,impulse_noise_1,0.2108233
806,8,impulse_noise_2,0.45049548
807,8,impulse_noise_3,0.60298467
808,8,impulse_noise_4,0.86993605
809,8,impulse_noise_5,1.0355926
810,8,jpeg_compression_1,0.10531702
811,8,jpeg_compression_2,0.17249924
812,8,jpeg_compression_3,0.20002437
813,8,jpeg_compression_4,0.23175651
814,8,jpeg_compression_5,0.27820376
815,8,motion_blur_1,0.23010209
816,8,motion_blur_2,0.47198197
817,8,motion_blur_3,0.67793995
818,8,motion_blur_4,0.6767811
819,8,motion_blur_5,0.84877694
820,8,pixelate_1,0.09023912
821,8,pixelate_2,0.14349382
822,8,pixelate_3,0.17247967
823,8,pixelate_4,0.27071553
824,8,pixelate_5,0.3995678
825,8,saturate_1,0.27554685
826,8,saturate_2,0.47724658
827,8,saturate_3,0.09412374
828,8,saturate_4,0.6517884
829,8,saturate_5,0.9702341
830,8,shot_noise_1,0.105639935
831,8,shot_noise_2,0.23066972
832,8,shot_noise_3,0.49628407
833,8,shot_noise_4,0.5709686
834,8,shot_noise_5,0.68411225
835,8,snow_1,0.20204519
836,8,snow_2,0.50945413
837,8,snow_3,0.6521227
838,8,snow_4,0.94376147
839,8,snow_5,1.3324946
840,8,spatter_1,0.11998265
841,8,spatter_2,0.300367
842,8,spatter_3,0.52336097
843,8,spatter_4,0.5107509
844,8,spatter_5,0.79202414
845,8,speckle_noise_1,0.16017868
846,8,speckle_noise_2,0.3985435
847,8,speckle_noise_3,0.47007245
848,8,speckle_noise_4,0.59768313
849,8,speckle_noise_5,0.7226962
850,8,zoom_blur_1,0.35282472
851,8,zoom_blur_2,0.49428323
852,8,zoom_blur_3,0.6766332
853,8,zoom_blur_4,0.876584
854,8,zoom_blur_5,1.0466425
855,9,brightness_1,0.21646519
856,9,brightness_2,1.0838526
857,9,brightness_3,1.3412569
858,9,brightness_4,1.4246323
859,9,brightness_5,1.6876396
860,9,contrast_1,0.16530342
861,9,contrast_2,0.777491
862,9,contrast_3,0.88608766
863,9,contrast_4,1.0535897
864,9,contrast_5,1.4936438
865,9,defocus_blur_1,0.0037604286
866,9,defocus_blur_2,0.019689765
867,9,defocus_blur_3,0.046514925
868,9,defocus_blur_4,0.077887826
869,9,defocus_blur_5,0.20292749
870,9,elastic_1,1.1119459
871,9,elastic_2,0.99161726
872,9,elastic_3,0.8359667
873,9,elastic_4,0.7429156
874,9,elastic_5,0.5534109
875,9,fog_1,0.806634
876,9,fog_2,1.2675407
877,9,fog_3,1.4602545
878,9,fog_4,1.6159003
879,9,fog_5,1.9241349
880,9,frost_1,1.3333158
881,9,frost_2,1.5736469
882,9,frost_3,1.7326199
883,9,frost_4,1.6959264
884,9,frost_5,1.7589383
885,9,frosted_glass_blur_1,0.4255971
886,9,frosted_glass_blur_2,0.41990337
887,9,frosted_glass_blur_3,0.3972085
888,9,frosted_glass_blur_4,0.91529405
889,9,frosted_glass_blur_5,0.86507136
890,9,gaussian_blur_1,0.0035387299
891,9,gaussian_blur_2,0.04414753
892,9,gaussian_blur_3,0.07589079
893,9,gaussian_blur_4,0.11171267
894,9,gaussian_blur_5,0.19295862
895,9,gaussian_noise_1,0.062604934
896,9,gaussian_noise_2,0.13749611
897,9,gaussian_noise_3,0.24307418
898,9,gaussian_noise_4,0.30898425
899,9,gaussian_noise_5,0.38141698
900,9,impulse_noise_1,0.1224279
901,9,impulse_noise_2,0.23722476
902,9,impulse_noise_3,0.3855505
903,9,impulse_noise_4,0.68174464
904,9,impulse_noise_5,1.1973585
905,9,jpeg_compression_1,0.04842203
906,9,jpeg_compression_2,0.082912594
907,9,jpeg_compression_3,0.09750159
908,9,jpeg_compression_4,0.114060186
909,9,jpeg_compression_5,0.14105166
910,9,motion_blur_1,0.14069061
911,9,motion_blur_2,0.290077
912,9,motion_blur_3,0.42255518
913,9,motion_blur_4,0.4190263
914,9,motion_blur_5,0.5369203
915,9,pixelate_1,0.039859246
916,9,pixelate_2,0.07031672
917,9,pixelate_3,0.07211978
918,9,pixelate_4,0.102165624
919,9,pixelate_5,0.18647456
920,9,saturate_1,0.22816728
921,9,saturate_2,0.3646042
922,9,saturate_3,0.08595341
923,9,saturate_4,0.3621552
924,9,saturate_5,0.64952594
925,9,shot_noise_1,0.034891568
926,9,shot_noise_2,0.06309107
927,9,shot_noise_3,0.1337384
928,9,shot_noise_4,0.1674138
929,9,shot_noise_5,0.22698721
930,9,snow_1,0.26029122
931,9,snow_2,1.1582975
932,9,snow_3,1.3716476
933,9,snow_4,1.6765091
934,9,snow_5,1.7887317
935,9,spatter_1,0.07139709
936,9,spatter_2,0.23348331
937,9,spatter_3,0.6024327
938,9,spatter_4,0.2294837
939,9,spatter_5,0.37071592
940,9,speckle_noise_1,0.036562838
941,9,speckle_noise_2,0.08490832
942,9,speckle_noise_3,0.113092
943,9,speckle_noise_4,0.17453806
944,9,speckle_noise_5,0.24174398
945,9,zoom_blur_1,0.21474744
946,9,zoom_blur_2,0.29269
947,9,zoom_blur_3,0.40051165
948,9,zoom_blur_4,0.51966363
949,9,zoom_blur_5,0.6262642
