Approach,Model,Corruption Type,Date,Training Time,Fscore
Baseline,ResNet50,fog_3,2024-04-17 02:07:31.509600,1051.1845138072968,0.6145723421902901
Baseline,ResNet50,frost_3,2024-04-17 02:07:34.016457,1051.1845138072968,0.5783038471401022
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 02:07:36.533378,1051.1845138072968,0.6559014023664285
Baseline,ResNet50,gaussian_blur_3,2024-04-17 02:07:39.045940,1051.1845138072968,0.6545398469812284
Baseline,ResNet50,gaussian_noise_3,2024-04-17 02:07:41.558677,1051.1845138072968,0.6503156132320079
Baseline,ResNet50,impulse_noise_3,2024-04-17 02:07:44.504975,1051.1845138072968,0.616067430118473
Baseline,ResNet50,jpeg_compression_3,2024-04-17 02:07:47.033558,1051.1845138072968,0.7301885882347156
Baseline,ResNet50,motion_blur_3,2024-04-17 02:07:49.572865,1051.1845138072968,0.5771220237553897
Baseline,ResNet50,pixelate_3,2024-04-17 02:07:52.100410,1051.1845138072968,0.732896694805864
Baseline,ResNet50,saturate_3,2024-04-17 02:07:54.641824,1051.1845138072968,0.7331174112498686
Baseline,ResNet50,shot_noise_3,2024-04-17 02:07:57.178051,1051.1845138072968,0.6974178390009246
Baseline,ResNet50,snow_3,2024-04-17 02:07:59.722001,1051.1845138072968,0.6481570889087289
Baseline,ResNet50,spatter_3,2024-04-17 02:08:02.262077,1051.1845138072968,0.6350811338926505
Baseline,ResNet50,speckle_noise_3,2024-04-17 02:08:04.811035,1051.1845138072968,0.7135324158736831
Baseline,ResNet50,zoom_blur_3,2024-04-17 02:08:07.345438,1051.1845138072968,0.6433278192591602
Baseline,ResNet50,in-sample,2024-04-17 02:15:42.971210,450.710289478302,0.5470438992931795
Baseline,ResNet50,brightness_3,2024-04-17 02:15:46.060248,450.710289478302,0.5396560305351857
Baseline,ResNet50,contrast_3,2024-04-17 02:15:48.599342,450.710289478302,0.280057493450631
Baseline,ResNet50,defocus_blur_3,2024-04-17 02:15:51.153129,450.710289478302,0.559784192748664
Baseline,ResNet50,elastic_3,2024-04-17 02:15:53.696950,450.710289478302,0.542708680122177
Baseline,ResNet50,fog_3,2024-04-17 02:15:56.224614,450.710289478302,0.4488820328511356
Baseline,ResNet50,frost_3,2024-04-17 02:15:58.778419,450.710289478302,0.4286193318735333
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 02:16:01.327562,450.710289478302,0.5261785604572535
Baseline,ResNet50,gaussian_blur_3,2024-04-17 02:16:03.847490,450.710289478302,0.5502771896166812
Baseline,ResNet50,gaussian_noise_3,2024-04-17 02:16:06.409771,450.710289478302,0.3995387076570982
Baseline,ResNet50,impulse_noise_3,2024-04-17 02:16:08.948498,450.710289478302,0.3792118301542416
Baseline,ResNet50,jpeg_compression_3,2024-04-17 02:16:11.477842,450.710289478302,0.5414410975061488
Baseline,ResNet50,motion_blur_3,2024-04-17 02:16:14.030609,450.710289478302,0.5070745335525875
Baseline,ResNet50,pixelate_3,2024-04-17 02:16:16.590418,450.710289478302,0.5534136008940037
Baseline,ResNet50,saturate_3,2024-04-17 02:16:19.112581,450.710289478302,0.5337763543251762
Baseline,ResNet50,shot_noise_3,2024-04-17 02:16:21.671915,450.710289478302,0.4531139382896413
Baseline,ResNet50,snow_3,2024-04-17 02:16:24.201038,450.710289478302,0.4631537596686588
Baseline,ResNet50,spatter_3,2024-04-17 02:16:26.737168,450.710289478302,0.4365671867824258
Baseline,ResNet50,speckle_noise_3,2024-04-17 02:16:29.273965,450.710289478302,0.4823658315068965
Baseline,ResNet50,zoom_blur_3,2024-04-17 02:16:31.861828,450.710289478302,0.5529581675362142
Baseline,ResNet50,in-sample,2024-04-17 02:24:04.969655,448.2483813762665,0.5505824467496074
Baseline,ResNet50,brightness_3,2024-04-17 02:24:08.049034,448.2483813762665,0.5203558954619638
Baseline,ResNet50,contrast_3,2024-04-17 02:24:10.578986,448.2483813762665,0.2524465331948585
Baseline,ResNet50,defocus_blur_3,2024-04-17 02:24:13.119979,448.2483813762665,0.5568890962352805
Baseline,ResNet50,elastic_3,2024-04-17 02:24:15.690155,448.2483813762665,0.5394369398925057
Baseline,ResNet50,fog_3,2024-04-17 02:24:18.252249,448.2483813762665,0.3945859341279939
Baseline,ResNet50,frost_3,2024-04-17 02:24:20.778014,448.2483813762665,0.4190719393650469
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 02:24:23.314421,448.2483813762665,0.5315912780555487
Baseline,ResNet50,gaussian_blur_3,2024-04-17 02:24:25.830208,448.2483813762665,0.5436304493785867
Baseline,ResNet50,gaussian_noise_3,2024-04-17 02:24:28.374442,448.2483813762665,0.4065919188800077
Baseline,ResNet50,impulse_noise_3,2024-04-17 02:24:30.911706,448.2483813762665,0.3876372620565509
Baseline,ResNet50,jpeg_compression_3,2024-04-17 02:24:33.455119,448.2483813762665,0.5422926080988755
Baseline,ResNet50,motion_blur_3,2024-04-17 02:24:35.977723,448.2483813762665,0.5102405079402693
Baseline,ResNet50,pixelate_3,2024-04-17 02:24:38.520380,448.2483813762665,0.5523091561169192
Baseline,ResNet50,saturate_3,2024-04-17 02:24:41.064503,448.2483813762665,0.5322917027455927
Baseline,ResNet50,shot_noise_3,2024-04-17 02:24:43.605490,448.2483813762665,0.4559708722665164
Baseline,ResNet50,snow_3,2024-04-17 02:24:46.153856,448.2483813762665,0.4656284522968632
Baseline,ResNet50,spatter_3,2024-04-17 02:24:48.699521,448.2483813762665,0.4488652191559542
Baseline,ResNet50,speckle_noise_3,2024-04-17 02:24:51.256936,448.2483813762665,0.4812654664876194
Baseline,ResNet50,zoom_blur_3,2024-04-17 02:24:53.807296,448.2483813762665,0.5396366692728666
Baseline,ResNet50,in-sample,2024-04-17 02:39:07.509541,848.8397536277771,0.7087929408195313
Baseline,ResNet50,brightness_3,2024-04-17 02:39:10.608506,848.8397536277771,0.6737036442871545
Baseline,ResNet50,contrast_3,2024-04-17 02:39:13.170092,848.8397536277771,0.3446661685559074
Baseline,ResNet50,defocus_blur_3,2024-04-17 02:39:15.710119,848.8397536277771,0.622326118213156
Baseline,ResNet50,elastic_3,2024-04-17 02:39:18.288624,848.8397536277771,0.6001926183544644
Baseline,ResNet50,fog_3,2024-04-17 02:39:20.841239,848.8397536277771,0.4982337565022308
Baseline,ResNet50,frost_3,2024-04-17 02:39:23.388092,848.8397536277771,0.5196982671874067
Baseline,ResNet50,frosted_glass_blur_3,2024-04-17 02:39:25.921988,848.8397536277771,0.6103663270858952
Baseline,ResNet50,gaussian_blur_3,2024-04-17 02:39:28.452983,848.8397536277771,0.5654596114035269
Baseline,ResNet50,gaussian_noise_3,2024-04-17 02:39:30.986357,848.8397536277771,0.6044190667080646
Baseline,ResNet50,impulse_noise_3,2024-04-17 02:39:33.553108,848.8397536277771,0.5715676954391793
Baseline,ResNet50,jpeg_compression_3,2024-04-17 02:39:36.092287,848.8397536277771,0.6723677199163018
Baseline,ResNet50,motion_blur_3,2024-04-17 02:39:38.628017,848.8397536277771,0.4915876119154704
Baseline,ResNet50,pixelate_3,2024-04-17 02:39:41.204128,848.8397536277771,0.6804606207656771
Baseline,ResNet50,saturate_3,2024-04-17 02:39:43.751838,848.8397536277771,0.70612459827472
Baseline,ResNet50,shot_noise_3,2024-04-17 02:39:46.297370,848.8397536277771,0.6435191267020264
Baseline,ResNet50,snow_3,2024-04-17 02:39:48.840347,848.8397536277771,0.6033629711871414
Baseline,ResNet50,spatter_3,2024-04-17 02:39:51.378434,848.8397536277771,0.6035159429403396
Baseline,ResNet50,speckle_noise_3,2024-04-17 02:39:53.920223,848.8397536277771,0.6582879546645247
Baseline,ResNet50,zoom_blur_3,2024-04-17 02:39:56.445062,848.8397536277771,0.5697255537978848
Salt&Pepper,ResNet50,in-sample,2024-04-17 02:54:15.128953,853.2326145172119,0.6970436201637088
Salt&Pepper,ResNet50,brightness_3,2024-04-17 02:54:18.190201,853.2326145172119,0.6642249043268669
Salt&Pepper,ResNet50,contrast_3,2024-04-17 02:54:20.729180,853.2326145172119,0.3151533985517736
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 02:54:23.258120,853.2326145172119,0.6628202619096857
Salt&Pepper,ResNet50,elastic_3,2024-04-17 02:54:25.831703,853.2326145172119,0.6404869509554143
Salt&Pepper,ResNet50,fog_3,2024-04-17 02:54:28.371028,853.2326145172119,0.5285382932976773
Salt&Pepper,ResNet50,frost_3,2024-04-17 02:54:30.900432,853.2326145172119,0.5539495707548456
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 02:54:33.431536,853.2326145172119,0.6499504917068554
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 02:54:35.961627,853.2326145172119,0.6445336999986082
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 02:54:38.537780,853.2326145172119,0.6858567169506529
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 02:54:41.056761,853.2326145172119,0.6770407437042646
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 02:54:43.588208,853.2326145172119,0.6909253805434766
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 02:54:46.109023,853.2326145172119,0.5903424861267963
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 02:54:48.638914,853.2326145172119,0.6900666464065439
Salt&Pepper,ResNet50,saturate_3,2024-04-17 02:54:51.170797,853.2326145172119,0.6882354560615247
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 02:54:53.711392,853.2326145172119,0.6919547834445564
Salt&Pepper,ResNet50,snow_3,2024-04-17 02:54:56.276974,853.2326145172119,0.6379808637885492
Salt&Pepper,ResNet50,spatter_3,2024-04-17 02:54:58.836971,853.2326145172119,0.6365997907471728
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 02:55:01.368250,853.2326145172119,0.6911390884882163
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 02:55:03.896483,853.2326145172119,0.6385483150618589
Salt&Pepper,ResNet50,in-sample,2024-04-17 03:05:45.438277,636.2300541400909,0.6193960389353489
Salt&Pepper,ResNet50,brightness_3,2024-04-17 03:05:48.514345,636.2300541400909,0.5926403148424988
Salt&Pepper,ResNet50,contrast_3,2024-04-17 03:05:51.046770,636.2300541400909,0.2926067235765394
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 03:05:53.580906,636.2300541400909,0.584838706058408
Salt&Pepper,ResNet50,elastic_3,2024-04-17 03:05:56.099401,636.2300541400909,0.5684686365821036
Salt&Pepper,ResNet50,fog_3,2024-04-17 03:05:58.612504,636.2300541400909,0.4538973921349054
Salt&Pepper,ResNet50,frost_3,2024-04-17 03:06:01.131304,636.2300541400909,0.5212742586949443
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 03:06:03.651563,636.2300541400909,0.5784224698047928
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 03:06:06.165771,636.2300541400909,0.567685179151564
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 03:06:08.748304,636.2300541400909,0.6010074378428208
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 03:06:11.285212,636.2300541400909,0.6032678157813272
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 03:06:13.793928,636.2300541400909,0.6118802461621862
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 03:06:16.309453,636.2300541400909,0.5618073730303571
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 03:06:18.813629,636.2300541400909,0.6104698890769062
Salt&Pepper,ResNet50,saturate_3,2024-04-17 03:06:21.336692,636.2300541400909,0.5911576233540747
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 03:06:23.858284,636.2300541400909,0.6132715509805147
Salt&Pepper,ResNet50,snow_3,2024-04-17 03:06:26.372976,636.2300541400909,0.5551485438790551
Salt&Pepper,ResNet50,spatter_3,2024-04-17 03:06:28.891306,636.2300541400909,0.5524617965306244
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 03:06:31.408480,636.2300541400909,0.6186927663497637
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 03:06:33.933002,636.2300541400909,0.5458974951542854
Salt&Pepper,ResNet50,in-sample,2024-04-17 03:16:04.168816,564.8826911449432,0.5765432930655617
Salt&Pepper,ResNet50,brightness_3,2024-04-17 03:16:07.246519,564.8826911449432,0.5818608234798782
Salt&Pepper,ResNet50,contrast_3,2024-04-17 03:16:09.807249,564.8826911449432,0.2728999721350418
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 03:16:12.342581,564.8826911449432,0.5927363560475911
Salt&Pepper,ResNet50,elastic_3,2024-04-17 03:16:14.976272,564.8826911449432,0.5738050146749233
Salt&Pepper,ResNet50,fog_3,2024-04-17 03:16:17.521457,564.8826911449432,0.4565649038503404
Salt&Pepper,ResNet50,frost_3,2024-04-17 03:16:20.067511,564.8826911449432,0.5163108972344115
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 03:16:22.625079,564.8826911449432,0.5496404831231162
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 03:16:25.183644,564.8826911449432,0.5853301625874004
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 03:16:27.740421,564.8826911449432,0.5210916569711233
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 03:16:30.280714,564.8826911449432,0.4959825012227917
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 03:16:32.834510,564.8826911449432,0.5667777609706568
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 03:16:35.367415,564.8826911449432,0.5673077046696337
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 03:16:37.922412,564.8826911449432,0.584209824209505
Salt&Pepper,ResNet50,saturate_3,2024-04-17 03:16:40.453232,564.8826911449432,0.5739501268481854
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 03:16:43.018542,564.8826911449432,0.534774606953539
Salt&Pepper,ResNet50,snow_3,2024-04-17 03:16:45.590849,564.8826911449432,0.4773340438666608
Salt&Pepper,ResNet50,spatter_3,2024-04-17 03:16:48.117157,564.8826911449432,0.4472653018060848
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 03:16:50.663142,564.8826911449432,0.5437931478265404
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 03:16:53.741975,564.8826911449432,0.5854050100269116
Salt&Pepper,ResNet50,in-sample,2024-04-17 03:31:15.633512,856.420413017273,0.6758141438310913
Salt&Pepper,ResNet50,brightness_3,2024-04-17 03:31:18.724036,856.420413017273,0.6428064113787763
Salt&Pepper,ResNet50,contrast_3,2024-04-17 03:31:21.309239,856.420413017273,0.3842906948038433
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 03:31:23.910006,856.420413017273,0.6562221938808255
Salt&Pepper,ResNet50,elastic_3,2024-04-17 03:31:26.506832,856.420413017273,0.6284016404248096
Salt&Pepper,ResNet50,fog_3,2024-04-17 03:31:29.066569,856.420413017273,0.5266818031601821
Salt&Pepper,ResNet50,frost_3,2024-04-17 03:31:31.619403,856.420413017273,0.564005491203097
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 03:31:34.195028,856.420413017273,0.6401136166939126
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 03:31:36.770077,856.420413017273,0.6444461300453711
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 03:31:39.351872,856.420413017273,0.6593381404532652
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 03:31:41.899718,856.420413017273,0.6550389155897969
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 03:31:44.420715,856.420413017273,0.667344630170838
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 03:31:46.975960,856.420413017273,0.6177013812414064
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 03:31:49.526467,856.420413017273,0.6673423503131001
Salt&Pepper,ResNet50,saturate_3,2024-04-17 03:31:52.077653,856.420413017273,0.6700888252732498
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 03:31:54.621969,856.420413017273,0.6648744083202663
Salt&Pepper,ResNet50,snow_3,2024-04-17 03:31:57.187643,856.420413017273,0.5901815822339618
Salt&Pepper,ResNet50,spatter_3,2024-04-17 03:31:59.743621,856.420413017273,0.5985261454568268
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 03:32:02.347033,856.420413017273,0.6710490275975232
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 03:32:04.925407,856.420413017273,0.633151129472122
Salt&Pepper,ResNet50,in-sample,2024-04-17 03:44:01.375439,711.0844447612762,0.6491297907190343
Salt&Pepper,ResNet50,brightness_3,2024-04-17 03:44:04.539150,711.0844447612762,0.6099014463887269
Salt&Pepper,ResNet50,contrast_3,2024-04-17 03:44:07.072547,711.0844447612762,0.3123065403742171
Salt&Pepper,ResNet50,defocus_blur_3,2024-04-17 03:44:09.627463,711.0844447612762,0.6168821076059793
Salt&Pepper,ResNet50,elastic_3,2024-04-17 03:44:12.218203,711.0844447612762,0.5930181553858428
Salt&Pepper,ResNet50,fog_3,2024-04-17 03:44:14.767440,711.0844447612762,0.4914765219061661
Salt&Pepper,ResNet50,frost_3,2024-04-17 03:44:17.293065,711.0844447612762,0.471435031654006
Salt&Pepper,ResNet50,frosted_glass_blur_3,2024-04-17 03:44:19.825830,711.0844447612762,0.605946095040747
Salt&Pepper,ResNet50,gaussian_blur_3,2024-04-17 03:44:22.361481,711.0844447612762,0.5961598820807618
Salt&Pepper,ResNet50,gaussian_noise_3,2024-04-17 03:44:24.929385,711.0844447612762,0.6381610065153508
Salt&Pepper,ResNet50,impulse_noise_3,2024-04-17 03:44:27.458426,711.0844447612762,0.6228665287660556
Salt&Pepper,ResNet50,jpeg_compression_3,2024-04-17 03:44:30.005547,711.0844447612762,0.6415675625768221
Salt&Pepper,ResNet50,motion_blur_3,2024-04-17 03:44:32.533025,711.0844447612762,0.5552035784087129
Salt&Pepper,ResNet50,pixelate_3,2024-04-17 03:44:35.066512,711.0844447612762,0.6394791199185776
Salt&Pepper,ResNet50,saturate_3,2024-04-17 03:44:37.602628,711.0844447612762,0.6565723509703336
Salt&Pepper,ResNet50,shot_noise_3,2024-04-17 03:44:40.150016,711.0844447612762,0.6461488277739688
Salt&Pepper,ResNet50,snow_3,2024-04-17 03:44:42.698976,711.0844447612762,0.5786224660031631
Salt&Pepper,ResNet50,spatter_3,2024-04-17 03:44:45.240156,711.0844447612762,0.597784408372299
Salt&Pepper,ResNet50,speckle_noise_3,2024-04-17 03:44:47.794359,711.0844447612762,0.6488973127578832
Salt&Pepper,ResNet50,zoom_blur_3,2024-04-17 03:44:50.353011,711.0844447612762,0.5746010320081263
Gaussian,ResNet50,in-sample,2024-04-17 04:04:15.533244,1160.1298396587372,0.6016841058180523
Gaussian,ResNet50,brightness_3,2024-04-17 04:04:18.532158,1160.1298396587372,0.5488877798545525
Gaussian,ResNet50,contrast_3,2024-04-17 04:04:21.003278,1160.1298396587372,0.133286361701592
Gaussian,ResNet50,defocus_blur_3,2024-04-17 04:04:23.481571,1160.1298396587372,0.5187321528045147
Gaussian,ResNet50,elastic_3,2024-04-17 04:04:25.955724,1160.1298396587372,0.490757144564117
Gaussian,ResNet50,fog_3,2024-04-17 04:04:28.430858,1160.1298396587372,0.228436989501264
Gaussian,ResNet50,frost_3,2024-04-17 04:04:30.899583,1160.1298396587372,0.3690121141093793
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 04:04:33.381078,1160.1298396587372,0.5297657923298801
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 04:04:35.854960,1160.1298396587372,0.4849872583938022
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 04:04:38.335369,1160.1298396587372,0.6124248781122293
Gaussian,ResNet50,impulse_noise_3,2024-04-17 04:04:40.823990,1160.1298396587372,0.6119168845604643
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 04:04:43.307067,1160.1298396587372,0.5968844630625044
Gaussian,ResNet50,motion_blur_3,2024-04-17 04:04:45.780809,1160.1298396587372,0.435212264191317
Gaussian,ResNet50,pixelate_3,2024-04-17 04:04:48.271657,1160.1298396587372,0.5733728230467445
Gaussian,ResNet50,saturate_3,2024-04-17 04:04:50.744135,1160.1298396587372,0.6159395686194297
Gaussian,ResNet50,shot_noise_3,2024-04-17 04:04:53.187616,1160.1298396587372,0.6091414239127138
Gaussian,ResNet50,snow_3,2024-04-17 04:04:55.662855,1160.1298396587372,0.554571005327865
Gaussian,ResNet50,spatter_3,2024-04-17 04:04:58.136772,1160.1298396587372,0.6012534458603602
Gaussian,ResNet50,speckle_noise_3,2024-04-17 04:05:00.593916,1160.1298396587372,0.6093893719800826
Gaussian,ResNet50,zoom_blur_3,2024-04-17 04:05:03.048204,1160.1298396587372,0.4712044638111967
Gaussian,ResNet50,in-sample,2024-04-17 04:18:10.025322,782.0133397579193,0.6121215249869585
Gaussian,ResNet50,brightness_3,2024-04-17 04:18:13.002327,782.0133397579193,0.581511008530121
Gaussian,ResNet50,contrast_3,2024-04-17 04:18:15.451490,782.0133397579193,0.1664414781844372
Gaussian,ResNet50,defocus_blur_3,2024-04-17 04:18:17.925362,782.0133397579193,0.5559425746972022
Gaussian,ResNet50,elastic_3,2024-04-17 04:18:20.390458,782.0133397579193,0.5301308854556007
Gaussian,ResNet50,fog_3,2024-04-17 04:18:22.860179,782.0133397579193,0.2997419274371627
Gaussian,ResNet50,frost_3,2024-04-17 04:18:25.336708,782.0133397579193,0.4390431825259331
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 04:18:27.816539,782.0133397579193,0.559075146601781
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 04:18:30.301117,782.0133397579193,0.5302515264430703
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 04:18:32.775136,782.0133397579193,0.6217232026224608
Gaussian,ResNet50,impulse_noise_3,2024-04-17 04:18:35.260010,782.0133397579193,0.6168005093106141
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 04:18:37.719202,782.0133397579193,0.6092072106430504
Gaussian,ResNet50,motion_blur_3,2024-04-17 04:18:40.181662,782.0133397579193,0.4953970380111888
Gaussian,ResNet50,pixelate_3,2024-04-17 04:18:42.632357,782.0133397579193,0.5933883679405603
Gaussian,ResNet50,saturate_3,2024-04-17 04:18:45.102150,782.0133397579193,0.6133437009429001
Gaussian,ResNet50,shot_noise_3,2024-04-17 04:18:47.575290,782.0133397579193,0.6190784122558782
Gaussian,ResNet50,snow_3,2024-04-17 04:18:50.035684,782.0133397579193,0.562702572515519
Gaussian,ResNet50,spatter_3,2024-04-17 04:18:52.500711,782.0133397579193,0.6015825239780174
Gaussian,ResNet50,speckle_noise_3,2024-04-17 04:18:55.019490,782.0133397579193,0.6165045491240775
Gaussian,ResNet50,zoom_blur_3,2024-04-17 04:18:57.471053,782.0133397579193,0.518299264197012
Gaussian,ResNet50,in-sample,2024-04-17 04:29:13.124786,610.7152853012085,0.5278790917924826
Gaussian,ResNet50,brightness_3,2024-04-17 04:29:16.114690,610.7152853012085,0.4744484431730014
Gaussian,ResNet50,contrast_3,2024-04-17 04:29:18.567204,610.7152853012085,0.140415684984115
Gaussian,ResNet50,defocus_blur_3,2024-04-17 04:29:21.013908,610.7152853012085,0.4529565437740432
Gaussian,ResNet50,elastic_3,2024-04-17 04:29:23.506557,610.7152853012085,0.4280023468772063
Gaussian,ResNet50,fog_3,2024-04-17 04:29:25.953157,610.7152853012085,0.2212210492253019
Gaussian,ResNet50,frost_3,2024-04-17 04:29:28.448371,610.7152853012085,0.3213026232109109
Gaussian,ResNet50,frosted_glass_blur_3,2024-04-17 04:29:30.902011,610.7152853012085,0.4586228664324866
Gaussian,ResNet50,gaussian_blur_3,2024-04-17 04:29:33.444658,610.7152853012085,0.4218555588159522
Gaussian,ResNet50,gaussian_noise_3,2024-04-17 04:29:35.906651,610.7152853012085,0.5435963045804142
Gaussian,ResNet50,impulse_noise_3,2024-04-17 04:29:38.390622,610.7152853012085,0.5389156127661343
Gaussian,ResNet50,jpeg_compression_3,2024-04-17 04:29:40.862406,610.7152853012085,0.5259284798559332
Gaussian,ResNet50,motion_blur_3,2024-04-17 04:29:43.329149,610.7152853012085,0.3992018555348474
Gaussian,ResNet50,pixelate_3,2024-04-17 04:29:45.784897,610.7152853012085,0.503079992682459
Gaussian,ResNet50,saturate_3,2024-04-17 04:29:48.234013,610.7152853012085,0.543736459616084
Gaussian,ResNet50,shot_noise_3,2024-04-17 04:29:50.688811,610.7152853012085,0.5377156016856557
Gaussian,ResNet50,snow_3,2024-04-17 04:29:53.148900,610.7152853012085,0.4790074894742934
Gaussian,ResNet50,spatter_3,2024-04-17 04:29:55.591398,610.7152853012085,0.5283554119635584
Gaussian,ResNet50,speckle_noise_3,2024-04-17 04:29:58.050475,610.7152853012085,0.5341568690138907
Gaussian,ResNet50,zoom_blur_3,2024-04-17 04:30:00.517770,610.7152853012085,0.4107083433335106
Gaussian,ResNet50,in-sample,2024-04-17 04:48:15.951782,1090.634568452835,0.6027868537432934
Gaussian,ResNet50,brightness_3,2024-04-17 04:48:18.933700,1090.634568452835,0.5538159352733872
