strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(4),recall(4),f1-score(4),support(4),precision(5),recall(5),f1-score(5),support(5),precision(6),recall(6),f1-score(6),support(6),precision(7),recall(7),f1-score(7),support(7),precision(8),recall(8),f1-score(8),support(8),precision(9),recall(9),f1-score(9),support(9),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg),severity
Mixed,ResNet50,Jpeg Compression 3,2024-11-05 05:05:26.138619,4352.32763004303,6,0.7941,0.6790051460266113,0.7964946445959105,0.818,0.8071040947212629,1000.0,0.8762088974854932,0.906,0.8908554572271387,1000.0,0.722820763956905,0.738,0.7303315190499753,1000.0,0.635305528612997,0.655,0.6450024618414575,1000.0,0.765,0.765,0.765,1000.0,0.7311015118790497,0.677,0.703011422637591,1000.0,0.7873263888888888,0.907,0.8429368029739777,1000.0,0.8732240437158469,0.799,0.8344647519582247,1000.0,0.9258426966292136,0.824,0.8719576719576718,1000.0,0.848605577689243,0.852,0.8502994011976047,1000.0,0.7961930053453548,0.7941,0.7940963583564905,10000.0,0.7961930053453546,0.7941,0.7940963583564904,10000.0,Lowest
Mixed,ResNet50,Jpeg Compression 4,2024-11-05 05:05:35.751186,4352.32763004303,6,0.7903,0.694137454032898,0.7955641272902604,0.825,0.8100147275405006,1000.0,0.8872549019607843,0.905,0.8960396039603961,1000.0,0.7219463753723933,0.727,0.7244643746885898,1000.0,0.6264478764478765,0.649,0.637524557956778,1000.0,0.7590725806451613,0.753,0.7560240963855422,1000.0,0.7175974710221286,0.681,0.6988199076449462,1000.0,0.7793223284100782,0.897,0.8340306834030684,1000.0,0.8721311475409836,0.798,0.833420365535248,1000.0,0.9220338983050848,0.816,0.8657824933687002,1000.0,0.8452380952380952,0.852,0.8486055776892429,1000.0,0.7926608802232845,0.7903,0.7904726388173012,10000.0,0.7926608802232846,0.7903,0.7904726388173012,10000.0,Lowest
Mixed,ResNet50,Jpeg Compression 5,2024-11-05 05:05:46.388526,4352.32763004303,6,0.7834,0.704632580280304,0.7950738916256158,0.807,0.8009925558312656,1000.0,0.8854886475814413,0.897,0.8912071535022356,1000.0,0.718562874251497,0.72,0.7192807192807192,1000.0,0.611531190926276,0.647,0.6287657920310982,1000.0,0.7422577422577422,0.743,0.7426286856571714,1000.0,0.7073684210526315,0.672,0.6892307692307692,1000.0,0.7750865051903114,0.896,0.8311688311688312,1000.0,0.8699453551912568,0.796,0.8313315926892951,1000.0,0.91289592760181,0.807,0.8566878980891719,1000.0,0.8439363817097415,0.849,0.8464606181455632,1000.0,0.7862146937388323,0.7834000000000001,0.7837754615626121,10000.0,0.7862146937388322,0.7834,0.7837754615626119,10000.0,Mid-Range
Mixed,ResNet50,Motion Blur 1,2024-11-05 05:05:56.758328,4352.32763004303,6,0.7893,0.6863309144973755,0.7858472998137802,0.844,0.8138862102217935,1000.0,0.878167641325536,0.901,0.8894373149062192,1000.0,0.651277823577906,0.79,0.7139629462268414,1000.0,0.5920066611157369,0.711,0.6460699681962745,1000.0,0.7756345177664975,0.764,0.7697732997481108,1000.0,0.7645659928656362,0.643,0.6985334057577403,1000.0,0.8526100307062436,0.833,0.8426909458775923,1000.0,0.9091981132075472,0.771,0.8344155844155844,1000.0,0.8922091782283885,0.836,0.8631905007743933,1000.0,0.89086859688196,0.8,0.8429926238145418,1000.0,0.7992385855489232,0.7893,0.7914952799939091,10000.0,0.7992385855489232,0.7893,0.7914952799939091,10000.0,Mid-Range
Mixed,ResNet50,Motion Blur 2,2024-11-05 05:06:06.974992,4352.32763004303,6,0.7542,0.7922664284706116,0.7551594746716698,0.805,0.7792836398838335,1000.0,0.8812691914022518,0.861,0.8710166919575114,1000.0,0.5768390386016023,0.792,0.6675094816687738,1000.0,0.5345864661654135,0.711,0.6103004291845493,1000.0,0.7352342158859471,0.722,0.7285570131180625,1000.0,0.7617765814266487,0.566,0.6494549627079746,1000.0,0.8465665236051502,0.789,0.8167701863354037,1000.0,0.9197368421052632,0.699,0.7943181818181818,1000.0,0.843687374749499,0.842,0.8428428428428428,1000.0,0.899880810488677,0.755,0.8210984230560087,1000.0,0.7754736519102121,0.7542,0.7581151852573143,10000.0,0.7754736519102122,0.7542,0.7581151852573141,10000.0,Mid-Range
Mixed,ResNet50,Motion Blur 3,2024-11-05 05:06:17.528146,4352.32763004303,6,0.7128,0.9359935522079468,0.724907063197026,0.78,0.7514450867052024,1000.0,0.8818474758324383,0.821,0.8503366131538063,1000.0,0.5139257294429708,0.775,0.6180223285486443,1000.0,0.4801078894133513,0.712,0.5734997986306888,1000.0,0.7033639143730887,0.69,0.696617869762746,1000.0,0.7290419161676647,0.487,0.5839328537170264,1000.0,0.8410138248847926,0.73,0.7815845824411135,1000.0,0.9161676646706588,0.612,0.7338129496402876,1000.0,0.7939508506616257,0.84,0.8163265306122449,1000.0,0.8972332015810277,0.681,0.7743035815804434,1000.0,0.7481559530224644,0.7128,0.7179882194792203,10000.0,0.7481559530224645,0.7128,0.7179882194792203,10000.0,Mid-Range
Mixed,ResNet50,Motion Blur 4,2024-11-05 05:06:29.208068,4352.32763004303,6,0.7145,0.9304214715957642,0.7389255419415646,0.784,0.7607957302280446,1000.0,0.8856526429341963,0.821,0.8521017125064868,1000.0,0.5088293001962066,0.778,0.6152629497825227,1000.0,0.4830393487109905,0.712,0.5755860953920776,1000.0,0.7141372141372141,0.687,0.7003058103975536,1000.0,0.7163958641063516,0.485,0.5784138342277877,1000.0,0.8247422680412371,0.72,0.7688200747463962,1000.0,0.9269746646795828,0.622,0.7444643925792939,1000.0,0.7950664136622391,0.838,0.8159688412852969,1000.0,0.9041450777202072,0.698,0.7878103837471783,1000.0,0.7497908336129789,0.7144999999999999,0.719952982489264,10000.0,0.749790833612979,0.7145,0.7199529824892638,10000.0,Mid-Range
Mixed,ResNet50,Motion Blur 5,2024-11-05 05:06:39.024486,4352.32763004303,6,0.667,1.08162260055542,0.7117537313432836,0.763,0.7364864864864866,1000.0,0.8745644599303136,0.753,0.8092423428264374,1000.0,0.4700801974090068,0.762,0.5814574589851202,1000.0,0.4255713403335392,0.689,0.5261550210003819,1000.0,0.6616616616616616,0.661,0.6613306653326664,1000.0,0.6770293609671848,0.392,0.4965167827739075,1000.0,0.7980997624703088,0.672,0.7296416938110749,1000.0,0.9342560553633218,0.54,0.6844106463878328,1000.0,0.7241079199303743,0.832,0.7743136342484878,1000.0,0.8911764705882353,0.606,0.7214285714285714,1000.0,0.716830095999723,0.667,0.6720983303280967,10000.0,0.7168300959997229,0.667,0.6720983303280967,10000.0,Mid-Range
Mixed,ResNet50,Pixelate 1,2024-11-05 05:06:49.791928,4352.32763004303,6,0.8074,0.6276095509529114,0.7800369685767098,0.844,0.8107588856868395,1000.0,0.8748815165876778,0.923,0.8982968369829685,1000.0,0.7244318181818182,0.765,0.7441634241245136,1000.0,0.6650197628458498,0.673,0.668986083499006,1000.0,0.7989637305699482,0.771,0.7847328244274809,1000.0,0.7399577167019028,0.7,0.7194244604316546,1000.0,0.8367924528301887,0.887,0.8611650485436892,1000.0,0.8818474758324383,0.821,0.8503366131538063,1000.0,0.9299221357063404,0.836,0.8804634017904159,1000.0,0.8591549295774648,0.854,0.8565697091273822,1000.0,0.8091008507410338,0.8074,0.8074897287767756,10000.0,0.8091008507410339,0.8074,0.8074897287767756,10000.0,Lowest
Mixed,ResNet50,Pixelate 2,2024-11-05 05:07:00.682813,4352.32763004303,6,0.8046,0.6328058838844299,0.7754158964879853,0.839,0.8059558117195005,1000.0,0.8827519379844961,0.911,0.8966535433070867,1000.0,0.728515625,0.746,0.7371541501976284,1000.0,0.6527909176915799,0.69,0.6708799222168205,1000.0,0.8026859504132231,0.777,0.7896341463414633,1000.0,0.7239958805355304,0.703,0.7133434804667681,1000.0,0.8400383141762452,0.877,0.8581213307240705,1000.0,0.8810810810810811,0.815,0.8467532467532468,1000.0,0.9246119733924612,0.834,0.8769716088328076,1000.0,0.8582914572864322,0.854,0.856140350877193,1000.0,0.8070179034049033,0.8046,0.8051607591436586,10000.0,0.8070179034049033,0.8046,0.8051607591436586,10000.0,Lowest
Mixed,ResNet50,Pixelate 3,2024-11-05 05:07:11.810601,4352.32763004303,6,0.8041,0.6321768164634705,0.7818012999071495,0.842,0.810784785748676,1000.0,0.8775313404050145,0.91,0.8934707903780069,1000.0,0.7517587939698492,0.748,0.7498746867167919,1000.0,0.6404494382022472,0.684,0.6615087040618955,1000.0,0.7898989898989899,0.782,0.785929648241206,1000.0,0.7171717171717171,0.71,0.7135678391959798,1000.0,0.8407335907335908,0.871,0.8555992141453832,1000.0,0.8868335146898803,0.815,0.8494007295466388,1000.0,0.925389755011136,0.831,0.8756585879873551,1000.0,0.8565656565656565,0.848,0.8522613065326632,1000.0,0.8068134096555231,0.8041,0.8048056292554596,10000.0,0.8068134096555231,0.8041,0.8048056292554597,10000.0,Lowest
Mixed,ResNet50,Pixelate 4,2024-11-05 05:07:24.846959,4352.32763004303,6,0.7971,0.648140549659729,0.7934678194044188,0.826,0.809407153356198,1000.0,0.8887785501489573,0.895,0.8918784255107125,1000.0,0.7401015228426396,0.729,0.7345088161209068,1000.0,0.6044052863436123,0.686,0.6426229508196721,1000.0,0.782051282051282,0.793,0.7874875868917577,1000.0,0.7163561076604554,0.692,0.7039674465920651,1000.0,0.8393731635651323,0.857,0.8480950024740228,1000.0,0.888268156424581,0.795,0.8390501319261214,1000.0,0.9087947882736156,0.837,0.8714211348256117,1000.0,0.8482758620689655,0.861,0.8545905707196031,1000.0,0.8009872538783659,0.7970999999999999,0.7983029219236671,10000.0,0.800987253878366,0.7971,0.7983029219236673,10000.0,Lowest
Mixed,ResNet50,Pixelate 5,2024-11-05 05:07:37.259120,4352.32763004303,6,0.7834,0.6882192492485046,0.7924151696606786,0.794,0.7932067932067932,1000.0,0.8946830265848671,0.875,0.884732052578362,1000.0,0.743298969072165,0.721,0.731979695431472,1000.0,0.5832635983263599,0.697,0.6350797266514807,1000.0,0.7583170254403131,0.775,0.7665677546983185,1000.0,0.7042842215256009,0.674,0.6888094021461422,1000.0,0.8363636363636363,0.828,0.8321608040201005,1000.0,0.8740331491712707,0.791,0.8304461942257219,1000.0,0.8719832109129066,0.831,0.8509984639016898,1000.0,0.8249027237354085,0.848,0.8362919132149901,1000.0,0.7883544730793207,0.7833999999999999,0.7850272800075071,10000.0,0.7883544730793206,0.7834,0.7850272800075071,10000.0,Mid-Range
Mixed,ResNet50,Saturate 1,2024-11-05 05:07:45.857827,4352.32763004303,6,0.7767,0.7381993532180786,0.7711069418386491,0.822,0.7957405614714425,1000.0,0.8869565217391304,0.918,0.9022113022113024,1000.0,0.7057613168724279,0.686,0.6957403651115618,1000.0,0.5522979397781299,0.697,0.6162687886825817,1000.0,0.789873417721519,0.624,0.6972067039106146,1000.0,0.694331983805668,0.686,0.6901408450704226,1000.0,0.8232373386295928,0.829,0.8261086198305929,1000.0,0.8647450110864745,0.78,0.8201892744479495,1000.0,0.8854166666666666,0.85,0.8673469387755102,1000.0,0.8595284872298625,0.875,0.867195242814668,1000.0,0.7833255625368122,0.7767,0.7778148642326645,10000.0,0.7833255625368122,0.7767,0.7778148642326645,10000.0,Mid-Range
Mixed,ResNet50,Saturate 2,2024-11-05 05:07:56.876715,4352.32763004303,6,0.75,0.8346663117408752,0.7390134529147983,0.824,0.7791962174940898,1000.0,0.8559401309635173,0.915,0.8844852585790237,1000.0,0.695364238410596,0.63,0.6610703043022035,1000.0,0.4943502824858757,0.7,0.5794701986754968,1000.0,0.7822931785195936,0.539,0.6382474837181764,1000.0,0.6854508196721312,0.669,0.6771255060728745,1000.0,0.8189563365282215,0.769,0.7931923671995874,1000.0,0.8513513513513513,0.756,0.8008474576271186,1000.0,0.8623853211009175,0.846,0.8541140837960627,1000.0,0.8344760039177277,0.852,0.8431469569520038,1000.0,0.761958111586473,0.75,0.7510895834416637,10000.0,0.7619581115864729,0.75,0.7510895834416638,10000.0,Mid-Range
Mixed,ResNet50,Saturate 3,2024-11-05 05:08:08.566088,4352.32763004303,6,0.7861,0.7231157422065735,0.7180355630821338,0.848,0.7776249426868409,1000.0,0.8223214285714285,0.921,0.868867924528302,1000.0,0.6689895470383276,0.768,0.7150837988826816,1000.0,0.654690618762475,0.656,0.6553446553446552,1000.0,0.8146892655367232,0.721,0.7649867374005305,1000.0,0.7398015435501654,0.671,0.7037231253277398,1000.0,0.8266666666666667,0.868,0.846829268292683,1000.0,0.8815931108719053,0.819,0.8491446345256609,1000.0,0.9363207547169812,0.794,0.8593073593073594,1000.0,0.8548387096774194,0.795,0.8238341968911918,1000.0,0.7917947208474225,0.7861,0.7864746643187646,10000.0,0.7917947208474226,0.7861,0.7864746643187644,10000.0,Lowest
Mixed,ResNet50,Saturate 4,2024-11-05 05:08:19.779377,4352.32763004303,6,0.7102,1.0133663415908811,0.5679779158040028,0.823,0.6721110657411188,1000.0,0.7571428571428571,0.901,0.8228310502283105,1000.0,0.5378844711177795,0.717,0.6146592370338619,1000.0,0.5669515669515669,0.597,0.5815879201169021,1000.0,0.8125874125874126,0.581,0.6775510204081633,1000.0,0.7521739130434782,0.519,0.6142011834319527,1000.0,0.740236148955495,0.815,0.7758210376011423,1000.0,0.85385500575374,0.742,0.7940074906367041,1000.0,0.9346938775510204,0.687,0.7919308357348704,1000.0,0.8323699421965318,0.72,0.772117962466488,1000.0,0.7355873111103884,0.7102,0.7116818803399514,10000.0,0.7355873111103886,0.7102,0.7116818803399515,10000.0,Highest
Mixed,ResNet50,Saturate 5,2024-11-05 05:08:32.779718,4352.32763004303,6,0.6326,1.3817497491836548,0.4358144552319309,0.808,0.5662228451296426,1000.0,0.710016155088853,0.879,0.7855227882037534,1000.0,0.4466898954703833,0.641,0.526488706365503,1000.0,0.4947569113441373,0.519,0.506588579795022,1000.0,0.7709090909090909,0.424,0.5470967741935483,1000.0,0.7479508196721312,0.365,0.4905913978494624,1000.0,0.6612627986348123,0.775,0.7136279926335176,1000.0,0.8522292993630574,0.669,0.7495798319327731,1000.0,0.9235569422776913,0.592,0.7215112736136502,1000.0,0.8299492385786802,0.654,0.7315436241610738,1000.0,0.6873135606570767,0.6325999999999999,0.6338773813877946,10000.0,0.6873135606570768,0.6326,0.6338773813877947,10000.0,Highest
Mixed,ResNet50,Shot Noise 1,2024-11-05 05:08:43.844180,4352.32763004303,6,0.8074,0.6343433856964111,0.7875939849624061,0.838,0.812015503875969,1000.0,0.8718428437792329,0.932,0.9009183180280328,1000.0,0.7125581395348837,0.766,0.7383132530120482,1000.0,0.6751012145748988,0.667,0.67102615694165,1000.0,0.80083857442348,0.764,0.781985670419652,1000.0,0.7304075235109718,0.699,0.7143587123147676,1000.0,0.8226691042047533,0.9,0.8595988538681949,1000.0,0.8875675675675676,0.821,0.852987012987013,1000.0,0.94211123723042,0.83,0.8825093035619351,1000.0,0.8630412890231621,0.857,0.8600100351229303,1000.0,0.8093731478811778,0.8074,0.8073722820132193,10000.0,0.8093731478811775,0.8074,0.8073722820132192,10000.0,Lowest
Mixed,ResNet50,Shot Noise 2,2024-11-05 05:08:55.355721,4352.32763004303,6,0.8012,0.6449845433235168,0.7872744539411206,0.829,0.807598636142231,1000.0,0.8714555765595463,0.922,0.8960155490767736,1000.0,0.7168560606060606,0.757,0.7363813229571983,1000.0,0.6597633136094675,0.669,0.6643495531281033,1000.0,0.7883817427385892,0.76,0.7739307535641547,1000.0,0.7341772151898734,0.696,0.7145790554414784,1000.0,0.8062780269058296,0.899,0.8501182033096927,1000.0,0.8927789934354485,0.816,0.8526645768025078,1000.0,0.9311926605504588,0.812,0.8675213675213674,1000.0,0.8469184890656064,0.852,0.8494516450648055,1000.0,0.8035076532602001,0.8012,0.8012610663008314,10000.0,0.8035076532602,0.8012,0.8012610663008313,10000.0,Mid-Range
Mixed,ResNet50,Shot Noise 3,2024-11-05 05:09:06.607554,4352.32763004303,6,0.7921,0.6891176104545593,0.7982017982017982,0.799,0.798600699650175,1000.0,0.8671065032987747,0.92,0.8927704997573993,1000.0,0.7080152671755725,0.742,0.724609375,1000.0,0.6649048625792812,0.629,0.646454265159301,1000.0,0.7691532258064516,0.763,0.7660642570281124,1000.0,0.7335456475583864,0.691,0.7116374871266735,1000.0,0.7529021558872305,0.908,0.8232094288304623,1000.0,0.8792165397170838,0.808,0.8421052631578949,1000.0,0.9298850574712644,0.809,0.86524064171123,1000.0,0.8394088669950739,0.852,0.8456575682382133,1000.0,0.7942339924690918,0.7921,0.7916349485659462,10000.0,0.7942339924690918,0.7921,0.7916349485659462,10000.0,Mid-Range
Mixed,ResNet50,Shot Noise 4,2024-11-05 05:09:18.610454,4352.32763004303,6,0.7822,0.7093220353126526,0.7979695431472081,0.786,0.7919395465994962,1000.0,0.8715509039010466,0.916,0.8932228181374939,1000.0,0.7006673021925643,0.735,0.7174231332357247,1000.0,0.6547743966421826,0.624,0.6390168970814133,1000.0,0.7432296890672017,0.741,0.742113169754632,1000.0,0.7263736263736263,0.661,0.6921465968586387,1000.0,0.7285031847133758,0.915,0.8111702127659575,1000.0,0.8665943600867679,0.799,0.8314255983350676,1000.0,0.935560859188544,0.784,0.8531011969532101,1000.0,0.8286814244465832,0.861,0.8445316331535065,1000.0,0.78539052897591,0.7821999999999999,0.781609080287514,10000.0,0.78539052897591,0.7822,0.781609080287514,10000.0,Mid-Range
Mixed,ResNet50,Shot Noise 5,2024-11-05 05:09:30.481546,4352.32763004303,6,0.7678,0.7730665802955627,0.7866108786610879,0.752,0.768916155419223,1000.0,0.8643410852713178,0.892,0.8779527559055117,1000.0,0.6964285714285714,0.702,0.699203187250996,1000.0,0.6537216828478964,0.606,0.6289569278671511,1000.0,0.7205882352941176,0.735,0.7277227722772278,1000.0,0.7255343082114736,0.645,0.6829010058231869,1000.0,0.671062271062271,0.916,0.774630021141649,1000.0,0.8773480662983425,0.794,0.8335958005249344,1000.0,0.9289156626506024,0.771,0.8426229508196721,1000.0,0.8099250936329588,0.865,0.8365570599613154,1000.0,0.773447585535864,0.7678,0.7673058636990867,10000.0,0.773447585535864,0.7678,0.7673058636990868,10000.0,Mid-Range
Mixed,ResNet50,Snow 1,2024-11-05 05:09:42.416809,4352.32763004303,6,0.7918,0.6783697009086609,0.7813688212927756,0.822,0.8011695906432746,1000.0,0.8788461538461538,0.914,0.8960784313725491,1000.0,0.7413087934560327,0.725,0.7330637007077856,1000.0,0.6429277942631059,0.65,0.6464445549477872,1000.0,0.7706422018348624,0.756,0.7632508833922261,1000.0,0.7192066805845512,0.689,0.703779366700715,1000.0,0.7780656303972366,0.901,0.835032437442076,1000.0,0.8740331491712707,0.791,0.8304461942257219,1000.0,0.9292343387470998,0.801,0.8603651987110634,1000.0,0.8236966824644549,0.869,0.8457420924574209,1000.0,0.7939330246057543,0.7918,0.791537245060062,10000.0,0.7939330246057544,0.7918,0.7915372450600621,10000.0,Mid-Range
Mixed,ResNet50,Snow 2,2024-11-05 05:09:51.532768,4352.32763004303,6,0.763,0.779175877571106,0.7821393523061825,0.797,0.7894997523526498,1000.0,0.8812691914022518,0.861,0.8710166919575114,1000.0,0.7302631578947368,0.666,0.696652719665272,1000.0,0.5883977900552486,0.639,0.6126558005752636,1000.0,0.7265388496468214,0.72,0.7232546459065796,1000.0,0.7,0.651,0.6746113989637306,1000.0,0.7077045274027005,0.891,0.7888446215139442,1000.0,0.880648899188876,0.76,0.8158883521202362,1000.0,0.9078179696616102,0.778,0.8379106085083468,1000.0,0.7839059674502713,0.867,0.8233618233618234,1000.0,0.7688685705008698,0.763,0.7633696414925357,10000.0,0.7688685705008699,0.763,0.7633696414925357,10000.0,Mid-Range
Mixed,ResNet50,Snow 3,2024-11-05 05:10:02.075623,4352.32763004303,6,0.7246,0.9092283248901368,0.7399014778325124,0.751,0.7454094292803971,1000.0,0.8556701030927835,0.83,0.8426395939086294,1000.0,0.6845714285714286,0.599,0.6389333333333334,1000.0,0.5469314079422383,0.606,0.5749525616698291,1000.0,0.6898454746136865,0.625,0.6558237145855194,1000.0,0.6556224899598394,0.653,0.6543086172344689,1000.0,0.6574420344053852,0.879,0.7522464698331193,1000.0,0.8516801853997682,0.735,0.7890499194847019,1000.0,0.8876262626262627,0.703,0.7845982142857143,1000.0,0.7601054481546573,0.865,0.8091674462114125,1000.0,0.7329396312598563,0.7246,0.7247129299827125,10000.0,0.7329396312598561,0.7246,0.7247129299827125,10000.0,Mid-Range
Mixed,ResNet50,Snow 4,2024-11-05 05:10:12.841581,4352.32763004303,6,0.6906,1.0491211414337158,0.6871609403254972,0.76,0.7217473884140551,1000.0,0.8615548455804047,0.809,0.8344507478081485,1000.0,0.6741854636591479,0.538,0.5984427141268077,1000.0,0.459051724137931,0.639,0.5342809364548495,1000.0,0.6877323420074349,0.555,0.6142778085224129,1000.0,0.6210855949895616,0.595,0.6077630234933605,1000.0,0.6317829457364341,0.815,0.7117903930131004,1000.0,0.822463768115942,0.681,0.7450765864332605,1000.0,0.8589263420724095,0.688,0.7640199888950583,1000.0,0.7641073080481036,0.826,0.7938491110043248,1000.0,0.7068051274672867,0.6905999999999999,0.6925698698165379,10000.0,0.7068051274672867,0.6906,0.6925698698165378,10000.0,Highest
Mixed,ResNet50,Snow 5,2024-11-05 05:10:21.829992,4352.32763004303,6,0.6959,1.019139528274536,0.6913470115967886,0.775,0.7307873644507308,1000.0,0.9045977011494252,0.787,0.841711229946524,1000.0,0.7656716417910447,0.513,0.6143712574850299,1000.0,0.4232209737827715,0.678,0.5211375864719446,1000.0,0.6793540945790081,0.589,0.6309587573647563,1000.0,0.645124716553288,0.569,0.6046758767268864,1000.0,0.6936708860759494,0.822,0.7524027459954233,1000.0,0.8375,0.67,0.7444444444444446,1000.0,0.7816091954022989,0.748,0.7644353602452734,1000.0,0.7724665391969407,0.808,0.7898338220918867,1000.0,0.7194562760127516,0.6959000000000001,0.6994758445222901,10000.0,0.7194562760127514,0.6959,0.6994758445222901,10000.0,Highest
Mixed,ResNet50,Spatter 1,2024-11-05 05:10:31.997385,4352.32763004303,6,0.7969,0.6532629132270813,0.7826904985888994,0.832,0.8065923412506059,1000.0,0.8687440982058546,0.92,0.8936376881981546,1000.0,0.7148362235067437,0.742,0.7281648675171737,1000.0,0.6614906832298136,0.639,0.6500508646998983,1000.0,0.7889237199582028,0.755,0.7715891670924885,1000.0,0.7167868177136972,0.696,0.7062404870624048,1000.0,0.7906772207563765,0.899,0.8413664014974264,1000.0,0.8806941431670282,0.812,0.8449531737773154,1000.0,0.9386574074074074,0.811,0.8701716738197426,1000.0,0.8435972629521017,0.863,0.8531883341571923,1000.0,0.7987098075486125,0.7968999999999999,0.7965954999072402,10000.0,0.7987098075486124,0.7969,0.7965954999072402,10000.0,Lowest
Mixed,ResNet50,Spatter 2,2024-11-05 05:10:42.277002,4352.32763004303,6,0.7711,0.7437109351158142,0.761633428300095,0.802,0.7812956648806625,1000.0,0.8706225680933852,0.895,0.8826429980276134,1000.0,0.7112462006079028,0.702,0.7065928535480624,1000.0,0.6220145379023884,0.599,0.6102903718797759,1000.0,0.7645161290322581,0.711,0.7367875647668394,1000.0,0.6951219512195121,0.684,0.6895161290322581,1000.0,0.71847739888977,0.906,0.8014153029632906,1000.0,0.8707182320441988,0.788,0.8272965879265092,1000.0,0.9428208386277002,0.742,0.8304420817011752,1000.0,0.8003629764065335,0.882,0.8392007611798287,1000.0,0.7757534261123744,0.7710999999999999,0.7705480315906016,10000.0,0.7757534261123744,0.7711,0.7705480315906016,10000.0,Mid-Range
Mixed,ResNet50,Spatter 3,2024-11-05 05:10:52.558036,4352.32763004303,6,0.7148,0.9443440437316896,0.7398373983739838,0.728,0.7338709677419354,1000.0,0.8494516450648056,0.852,0.8507239141288068,1000.0,0.6706521739130434,0.617,0.6427083333333333,1000.0,0.583420776495278,0.556,0.5693804403481822,1000.0,0.6738894907908992,0.622,0.6469058762350494,1000.0,0.6481854838709677,0.643,0.6455823293172691,1000.0,0.6078431372549019,0.899,0.72529245663574,1000.0,0.8404624277456647,0.727,0.7796246648793566,1000.0,0.9244186046511628,0.636,0.7535545023696681,1000.0,0.7275775356244761,0.868,0.791609667122663,1000.0,0.7265738673785184,0.7148000000000001,0.7139253152112003,10000.0,0.7265738673785184,0.7148,0.7139253152112004,10000.0,Mid-Range
Mixed,ResNet50,Spatter 4,2024-11-05 05:11:03.715946,4352.32763004303,6,0.7512,0.8418156504631042,0.7162661737523105,0.775,0.74447646493756,1000.0,0.8514285714285714,0.894,0.8721951219512195,1000.0,0.6787463271302644,0.693,0.685799109351806,1000.0,0.619914346895075,0.579,0.5987590486039296,1000.0,0.7483801295896328,0.693,0.7196261682242989,1000.0,0.6558441558441559,0.707,0.6804619826756497,1000.0,0.7261712439418416,0.899,0.8033958891867737,1000.0,0.8310880829015544,0.802,0.8162849872773538,1000.0,0.9525222551928784,0.642,0.7670250896057348,1000.0,0.8023255813953488,0.828,0.8149606299212598,1000.0,0.7582686868071633,0.7512000000000001,0.7502984491735586,10000.0,0.7582686868071632,0.7512,0.7502984491735587,10000.0,Mid-Range
Mixed,ResNet50,Spatter 5,2024-11-05 05:11:15.130870,4352.32763004303,6,0.6988,1.0449533462524414,0.6965376782077393,0.684,0.6902119071644803,1000.0,0.8248587570621468,0.876,0.8496605237633365,1000.0,0.6554621848739496,0.624,0.6393442622950819,1000.0,0.6063084112149533,0.519,0.5592672413793104,1000.0,0.667016806722689,0.635,0.6506147540983606,1000.0,0.5912663755458515,0.677,0.6312354312354314,1000.0,0.5976331360946746,0.909,0.7211424038080128,1000.0,0.7985074626865671,0.749,0.7729618163054695,1000.0,0.9573643410852714,0.494,0.6517150395778364,1000.0,0.7630111524163569,0.821,0.7909441233140656,1000.0,0.71579663059102,0.6988,0.6957097502941385,10000.0,0.71579663059102,0.6988,0.6957097502941386,10000.0,Highest
Mixed,ResNet50,Speckle Noise 1,2024-11-05 05:11:25.782050,4352.32763004303,6,0.8081,0.6305849552154541,0.7790157845868152,0.839,0.8078960038517091,1000.0,0.8726591760299626,0.932,0.9013539651837524,1000.0,0.724007561436673,0.766,0.7444120505344995,1000.0,0.6775178026449644,0.666,0.6717095310136157,1000.0,0.8067226890756303,0.768,0.7868852459016394,1000.0,0.7361256544502618,0.703,0.7191815856777494,1000.0,0.8186763372620127,0.903,0.8587731811697575,1000.0,0.8890086206896551,0.825,0.8558091286307054,1000.0,0.9387060158910328,0.827,0.8793195108984583,1000.0,0.8562814070351759,0.852,0.8541353383458647,1000.0,0.8098721049102183,0.8080999999999999,0.8079475541207752,10000.0,0.8098721049102183,0.8081,0.8079475541207752,10000.0,Lowest
Mixed,ResNet50,Speckle Noise 2,2024-11-05 05:11:34.945620,4352.32763004303,6,0.8006,0.6487472057342529,0.7886100386100386,0.817,0.8025540275049116,1000.0,0.8731060606060606,0.922,0.8968871595330739,1000.0,0.7134778510838832,0.757,0.7345948568655992,1000.0,0.6738683127572016,0.655,0.6643002028397565,1000.0,0.7809621289662231,0.763,0.7718765806777946,1000.0,0.7369542066027689,0.692,0.7137699845281072,1000.0,0.7930131004366813,0.908,0.8466200466200466,1000.0,0.8820346320346321,0.815,0.847193347193347,1000.0,0.9307604994324632,0.82,0.8718766613503455,1000.0,0.8493557978196233,0.857,0.8531607765057242,1000.0,0.8022142628349576,0.8006,0.8002833643618705,10000.0,0.8022142628349576,0.8006,0.8002833643618708,10000.0,Mid-Range
