strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(4),recall(4),f1-score(4),support(4),precision(5),recall(5),f1-score(5),support(5),precision(6),recall(6),f1-score(6),support(6),precision(7),recall(7),f1-score(7),support(7),precision(8),recall(8),f1-score(8),support(8),precision(9),recall(9),f1-score(9),support(9),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg)
Mixed,ResNet50,Gaussian Noise 2,2024-11-04 12:08:36.741340,1949.316257953644,5,0.8098,0.6863903999328613,0.8297455968688845,0.848,0.8387734915924827,1000.0,0.9173553719008264,0.888,0.902439024390244,1000.0,0.8471177944862155,0.676,0.7519466073414905,1000.0,0.6995249406175772,0.589,0.6395222584147665,1000.0,0.7439570277529096,0.831,0.7850732168162494,1000.0,0.762954796030871,0.692,0.7257472469847929,1000.0,0.7768090671316478,0.891,0.8299953423381462,1000.0,0.7975022301516503,0.894,0.8429985855728429,1000.0,0.9072164948453608,0.88,0.8934010152284264,1000.0,0.8203971119133574,0.909,0.8624288425047439,1000.0,0.81025804316993,0.8098000000000001,0.8072325631184185,10000.0,0.8102580431699301,0.8098,0.8072325631184185,10000.0
Mixed,ResNet50,Gaussian Noise 3,2024-11-04 12:08:43.632637,1949.316257953644,5,0.7954,0.7506276965141296,0.8198818897637795,0.833,0.826388888888889,1000.0,0.9138110072689511,0.88,0.8965868568517577,1000.0,0.8651994497936726,0.629,0.7284308048639259,1000.0,0.6979695431472082,0.55,0.6152125279642059,1000.0,0.7119796091758709,0.838,0.7698667891593935,1000.0,0.7477876106194691,0.676,0.7100840336134454,1000.0,0.7282343368592351,0.895,0.8030506953790937,1000.0,0.7981981981981981,0.886,0.8398104265402844,1000.0,0.9107332624867164,0.857,0.8830499742400825,1000.0,0.7947598253275109,0.91,0.8484848484848485,1000.0,0.7988554732640611,0.7954000000000001,0.7920965845985927,10000.0,0.7988554732640611,0.7954,0.7920965845985926,10000.0
Mixed,ResNet50,Gaussian Noise 4,2024-11-04 12:08:50.419750,1949.316257953644,5,0.7865,0.7846034169197083,0.8274111675126904,0.815,0.8211586901763224,1000.0,0.9140461215932912,0.872,0.8925281473899693,1000.0,0.8603988603988604,0.604,0.709753231492362,1000.0,0.6831683168316832,0.552,0.6106194690265486,1000.0,0.6943972835314092,0.818,0.751147842056933,1000.0,0.7337807606263982,0.656,0.6927138331573389,1000.0,0.719551282051282,0.898,0.7989323843416369,1000.0,0.7920072661217076,0.872,0.8300809138505473,1000.0,0.9052631578947368,0.86,0.8820512820512821,1000.0,0.7779661016949152,0.918,0.8422018348623853,1000.0,0.7907990318256974,0.7865,0.7831187628405327,10000.0,0.7907990318256974,0.7865,0.7831187628405326,10000.0
Mixed,ResNet50,Gaussian Noise 5,2024-11-04 12:08:57.418843,1949.316257953644,5,0.7756,0.8233064413070679,0.8190091001011123,0.81,0.8144796380090499,1000.0,0.905857740585774,0.866,0.885480572597137,1000.0,0.861764705882353,0.586,0.6976190476190477,1000.0,0.6816431322207959,0.531,0.596964586846543,1000.0,0.6907563025210084,0.822,0.7506849315068493,1000.0,0.7392290249433107,0.652,0.6928799149840595,1000.0,0.6817484662576687,0.889,0.771701388888889,1000.0,0.791970802919708,0.868,0.8282442748091602,1000.0,0.9021739130434784,0.83,0.8645833333333334,1000.0,0.7491694352159468,0.902,0.8185117967332124,1000.0,0.7823322623691157,0.7756000000000001,0.7721149485327281,10000.0,0.7823322623691156,0.7756,0.7721149485327281,10000.0
Mixed,ResNet50,Impulse Noise 1,2024-11-04 12:09:03.986561,1949.316257953644,5,0.8146,0.6773917078971863,0.825503355704698,0.861,0.8428781204111601,1000.0,0.916155419222904,0.896,0.9059656218402428,1000.0,0.8517587939698492,0.678,0.7550111358574612,1000.0,0.7096774193548387,0.594,0.6467065868263472,1000.0,0.7433392539964476,0.837,0.7873941674506115,1000.0,0.7628415300546448,0.698,0.7289817232375979,1000.0,0.7883082373782108,0.89,0.8360732738374824,1000.0,0.8030438675022381,0.897,0.8474256022673594,1000.0,0.9213250517598344,0.89,0.9053916581892169,1000.0,0.827996340347667,0.905,0.8647873865265171,1000.0,0.8149949269291332,0.8145999999999999,0.8120615276443995,10000.0,0.8149949269291332,0.8146,0.8120615276443995,10000.0
Mixed,ResNet50,Impulse Noise 2,2024-11-04 12:09:10.798433,1949.316257953644,5,0.8007,0.7305751442909241,0.8368368368368369,0.836,0.8364182091045522,1000.0,0.9129989764585466,0.892,0.902377339403136,1000.0,0.8606224627875507,0.636,0.7314548591144335,1000.0,0.6913730255164034,0.569,0.6242457487657707,1000.0,0.7028181041844578,0.823,0.7581759557807463,1000.0,0.7591564927857936,0.684,0.719621251972646,1000.0,0.7616624257845632,0.898,0.8242312987608996,1000.0,0.7905525846702317,0.887,0.8360037700282752,1000.0,0.9012345679012346,0.876,0.8884381338742394,1000.0,0.8111011638316921,0.906,0.85592820028342,1000.0,0.802835664075731,0.8007,0.7976894767088119,10000.0,0.802835664075731,0.8007,0.7976894767088119,10000.0
Mixed,ResNet50,Impulse Noise 3,2024-11-04 12:09:17.579651,1949.316257953644,5,0.7844,0.799887478351593,0.8229376257545271,0.818,0.8204613841524574,1000.0,0.9066390041493776,0.874,0.890020366598778,1000.0,0.8655834564254062,0.586,0.6988670244484199,1000.0,0.6950444726810674,0.547,0.612199216564074,1000.0,0.6949872557349193,0.818,0.7514928801102433,1000.0,0.7440811724915445,0.66,0.699523052464229,1000.0,0.7005516154452325,0.889,0.7836051123843103,1000.0,0.7871956717763751,0.873,0.8278805120910383,1000.0,0.8989583333333333,0.863,0.8806122448979592,1000.0,0.7789115646258503,0.916,0.8419117647058824,1000.0,0.7894890172417633,0.7844000000000001,0.7806573558417391,10000.0,0.7894890172417633,0.7844,0.7806573558417391,10000.0
Mixed,ResNet50,Impulse Noise 4,2024-11-04 12:09:24.258819,1949.316257953644,5,0.7431,0.950508177280426,0.7976694915254238,0.753,0.7746913580246915,1000.0,0.9019189765458422,0.846,0.8730650154798761,1000.0,0.8441127694859039,0.509,0.6350592638802246,1000.0,0.6638888888888889,0.478,0.5558139534883719,1000.0,0.6173228346456693,0.784,0.690748898678414,1000.0,0.7694300518134715,0.594,0.6704288939051919,1000.0,0.6208791208791209,0.904,0.736156351791531,1000.0,0.7560106856634016,0.849,0.7998115873763542,1000.0,0.8812636165577342,0.809,0.8435870698644422,1000.0,0.7205414012738853,0.905,0.8023049645390071,1000.0,0.7573037837279342,0.7431000000000001,0.7381667357028104,10000.0,0.7573037837279342,0.7431,0.7381667357028104,10000.0
Mixed,ResNet50,Impulse Noise 5,2024-11-04 12:09:31.143447,1949.316257953644,5,0.7035,1.115095853805542,0.7990970654627539,0.708,0.750795334040297,1000.0,0.8867102396514162,0.814,0.848800834202294,1000.0,0.8065134099616859,0.421,0.5532194480946124,1000.0,0.6273932253313697,0.426,0.5074449076831447,1000.0,0.5916061339790153,0.733,0.6547565877623939,1000.0,0.7328042328042328,0.554,0.6309794988610479,1000.0,0.5501538461538461,0.894,0.6811428571428572,1000.0,0.7448522829006267,0.832,0.786017949929145,1000.0,0.8826347305389222,0.737,0.8032697547683924,1000.0,0.6437104708362614,0.916,0.756087494841106,1000.0,0.7265475637620129,0.7035,0.6972514667325289,10000.0,0.726547563762013,0.7035,0.6972514667325289,10000.0
Mixed,ResNet50,Jpeg Compression 1,2024-11-04 12:09:37.924527,1949.316257953644,5,0.8169,0.6648017168045044,0.8222433460076045,0.865,0.8430799220272904,1000.0,0.9253886010362694,0.893,0.9089058524173028,1000.0,0.8528678304239401,0.684,0.7591564927857936,1000.0,0.7058152793614595,0.619,0.6595631326584976,1000.0,0.7524841915085817,0.833,0.7906976744186046,1000.0,0.756786102062975,0.697,0.7256637168141593,1000.0,0.8105646630236795,0.89,0.8484270734032413,1000.0,0.8028802880288028,0.892,0.8450971103742301,1000.0,0.9056795131845842,0.893,0.8992950654582075,1000.0,0.8353376503237743,0.903,0.8678519942335415,1000.0,0.8170047464961672,0.8168999999999998,0.8147738034590868,10000.0,0.8170047464961671,0.8169,0.8147738034590869,10000.0
Mixed,ResNet50,Jpeg Compression 2,2024-11-04 12:09:44.542330,1949.316257953644,5,0.8126,0.6901605725288391,0.8202676864244742,0.858,0.838709677419355,1000.0,0.9272918861959958,0.88,0.9030271934325296,1000.0,0.8575096277278562,0.668,0.7509836987071388,1000.0,0.6889140271493213,0.609,0.6464968152866242,1000.0,0.7397868561278863,0.833,0.7836312323612418,1000.0,0.7586206896551724,0.704,0.7302904564315353,1000.0,0.8016157989228008,0.893,0.8448438978240302,1000.0,0.8018018018018018,0.89,0.8436018957345972,1000.0,0.8962739174219537,0.89,0.8931259407927747,1000.0,0.8412698412698413,0.901,0.8701110574601643,1000.0,0.8133352132697104,0.8126,0.8104821865449992,10000.0,0.8133352132697103,0.8126,0.8104821865449992,10000.0
Mixed,ResNet50,Jpeg Compression 3,2024-11-04 12:09:51.382782,1949.316257953644,5,0.8081,0.7122802734375,0.8228460793804453,0.85,0.8362026561731433,1000.0,0.926906779661017,0.875,0.9002057613168725,1000.0,0.8558201058201058,0.647,0.7369020501138953,1000.0,0.675764192139738,0.619,0.6461377870563674,1000.0,0.7459749552772809,0.834,0.7875354107648725,1000.0,0.7505446623093682,0.689,0.7184567257559958,1000.0,0.7932862190812721,0.898,0.8424015009380863,1000.0,0.7960467205750225,0.886,0.8386180785612873,1000.0,0.8946840521564694,0.892,0.8933400100150225,1000.0,0.8303821062441752,0.891,0.8596237337192475,1000.0,0.8092255872644893,0.8080999999999999,0.8059423714414791,10000.0,0.8092255872644893,0.8081,0.8059423714414791,10000.0
Mixed,ResNet50,Jpeg Compression 4,2024-11-04 12:09:58.016897,1949.316257953644,5,0.8052,0.7266746759414673,0.816504854368932,0.841,0.8285714285714287,1000.0,0.9275053304904052,0.87,0.8978328173374613,1000.0,0.8504551365409623,0.654,0.7394007914075749,1000.0,0.6722595078299777,0.601,0.6346356916578669,1000.0,0.7352415026833632,0.822,0.7762039660056658,1000.0,0.7595628415300546,0.695,0.7258485639686683,1000.0,0.7879858657243817,0.892,0.8367729831144465,1000.0,0.7904085257548845,0.89,0.8372530573847602,1000.0,0.8863409770687937,0.889,0.8876684972541188,1000.0,0.8353488372093023,0.898,0.8655421686746988,1000.0,0.8061613379201056,0.8051999999999999,0.8029729965376691,10000.0,0.8061613379201058,0.8052,0.8029729965376691,10000.0
Mixed,ResNet50,Jpeg Compression 5,2024-11-04 12:10:04.662330,1949.316257953644,5,0.7941,0.7510684728622437,0.8084291187739464,0.844,0.8258317025440313,1000.0,0.9288793103448276,0.862,0.8941908713692946,1000.0,0.8370860927152318,0.632,0.7202279202279203,1000.0,0.6563573883161512,0.573,0.611852642819007,1000.0,0.7120418848167539,0.816,0.7604846225535881,1000.0,0.7362162162162162,0.681,0.7075324675324676,1000.0,0.7808098591549296,0.887,0.8305243445692885,1000.0,0.776,0.873,0.8216470588235295,1000.0,0.8944672131147541,0.873,0.8836032388663967,1000.0,0.8241758241758241,0.9,0.8604206500956023,1000.0,0.7954462907628634,0.7941,0.7916315519401126,10000.0,0.7954462907628636,0.7941,0.7916315519401127,10000.0
Mixed,ResNet50,Motion Blur 1,2024-11-04 12:10:11.306310,1949.316257953644,5,0.8112,0.6460437178611755,0.8052434456928839,0.86,0.8317214700193424,1000.0,0.9246284501061572,0.871,0.8970133882595264,1000.0,0.7976318622174381,0.741,0.7682737169517885,1000.0,0.6536485097636177,0.636,0.644703497212367,1000.0,0.7457168620378719,0.827,0.7842579421526789,1000.0,0.7564377682403434,0.705,0.7298136645962733,1000.0,0.8404785643070788,0.843,0.8417373939091362,1000.0,0.8331716779825412,0.859,0.8458887247661251,1000.0,0.8812561334641805,0.898,0.8895492818226846,1000.0,0.8772635814889336,0.872,0.8746238716148446,1000.0,0.8115476855301047,0.8112,0.8107582951304767,10000.0,0.8115476855301046,0.8112,0.8107582951304767,10000.0
Mixed,ResNet50,Motion Blur 2,2024-11-04 12:10:18.035863,1949.316257953644,5,0.7878,0.7222294807434082,0.7879924953095685,0.84,0.8131655372700871,1000.0,0.92707182320442,0.839,0.8808398950131234,1000.0,0.7155090390104663,0.752,0.7333008288639689,1000.0,0.6009478672985782,0.634,0.6170316301703163,1000.0,0.7178349600709849,0.809,0.7606958157028679,1000.0,0.7534403669724771,0.657,0.7019230769230769,1000.0,0.8309426229508197,0.811,0.8208502024291499,1000.0,0.8530954879328436,0.813,0.8325652841781873,1000.0,0.8564593301435407,0.895,0.8753056234718828,1000.0,0.871578947368421,0.828,0.8492307692307693,1000.0,0.791487294026212,0.7878000000000001,0.788490866325343,10000.0,0.791487294026212,0.7878,0.7884908663253429,10000.0
